#     WAVENUMBER        TRANSMISSION
   6408.13716733      0.99881337
   6408.15135169      0.99881341
   6408.16553605      0.99881343
   6408.17972052      0.99881344
   6408.19390488      0.99881344
   6408.20808923      0.99881341
   6408.22227359      0.99881341
   6408.23645794      0.99881339
   6408.25064230      0.99881337
   6408.26482677      0.99881337
   6408.27901113      0.99881336
   6408.29319549      0.99881336
   6408.30737984      0.99881336
   6408.32156420      0.99881336
   6408.33574867      0.99881336
   6408.34993303      0.99881335
   6408.36411738      0.99881335
   6408.37830174      0.99881333
   6408.39248610      0.99881331
   6408.40667045      0.99881330
   6408.42085493      0.99881328
   6408.43503928      0.99881329
   6408.44922364      0.99881329
   6408.46340799      0.99881329
   6408.47759235      0.99881328
   6408.49177670      0.99881329
   6408.50596118      0.99881328
   6408.52014554      0.99881327
   6408.53432989      0.99881326
   6408.54851425      0.99881323
   6408.56269860      0.99881322
   6408.57688308      0.99881321
   6408.59106743      0.99881319
   6408.60525179      0.99881320
   6408.61943614      0.99881320
   6408.63362050      0.99881321
   6408.64780486      0.99881324
   6408.66198933      0.99881320
   6408.67617369      0.99881320
   6408.69035804      0.99881320
   6408.70454240      0.99881317
   6408.71872675      0.99881321
   6408.73291123      0.99881322
   6408.74709558      0.99881322
   6408.76127994      0.99881322
   6408.77546430      0.99881318
   6408.78964865      0.99881314
   6408.80383301      0.99881312
   6408.81801748      0.99881311
   6408.83220184      0.99881312
   6408.84638619      0.99881312
   6408.86057055      0.99881309
   6408.87475491      0.99881305
   6408.88893926      0.99881305
   6408.90312374      0.99881304
   6408.91730809      0.99881306
   6408.93149245      0.99881308
   6408.94567680      0.99881305
   6408.95986116      0.99881304
   6408.97404563      0.99881301
   6408.98822999      0.99881299
   6409.00241435      0.99881298
   6409.01659870      0.99881297
   6409.03078318      0.99881293
   6409.04496741      0.99881289
   6409.05915189      0.99881285
   6409.07333612      0.99881282
   6409.08752060      0.99881284
   6409.10170507      0.99881283
   6409.11588931      0.99881284
   6409.13007379      0.99881279
   6409.14425802      0.99881274
   6409.15844250      0.99881274
   6409.17262697      0.99881270
   6409.18681121      0.99881269
   6409.20099568      0.99881270
   6409.21517992      0.99881265
   6409.22936440      0.99881263
   6409.24354863      0.99881255
   6409.25773311      0.99881246
   6409.27191758      0.99881241
   6409.28610182      0.99881235
   6409.30028629      0.99881234
   6409.31447053      0.99881230
   6409.32865500      0.99881218
   6409.34283948      0.99881206
   6409.35702372      0.99881187
   6409.37120819      0.99881160
   6409.38539243      0.99881131
   6409.39957690      0.99881076
   6409.41376138      0.99880991
   6409.42794561      0.99880847
   6409.44213009      0.99880584
   6409.45631433      0.99880104
   6409.47049880      0.99879666
   6409.48468304      0.99879530
   6409.49886751      0.99879642
   6409.51305199      0.99880054
   6409.52723622      0.99880546
   6409.54142070      0.99880816
   6409.55560493      0.99880965
   6409.56978941      0.99881052
   6409.58397388      0.99881109
   6409.59815812      0.99881145
   6409.61234260      0.99881172
   6409.62652683      0.99881186
   6409.64071131      0.99881195
   6409.65489578      0.99881208
   6409.66908002      0.99881214
   6409.68326449      0.99881220
   6409.69744873      0.99881224
   6409.71163321      0.99881221
   6409.72581744      0.99881219
   6409.74000192      0.99881219
   6409.75418639      0.99881220
   6409.76837063      0.99881220
   6409.78255510      0.99881222
   6409.79673934      0.99881222
   6409.81092381      0.99881224
   6409.82510829      0.99881224
   6409.83929253      0.99881223
   6409.85347700      0.99881226
   6409.86766124      0.99881225
   6409.88184571      0.99881227
   6409.89603019      0.99881226
   6409.91021442      0.99881223
   6409.92439890      0.99881224
   6409.93858314      0.99881223
   6409.95276761      0.99881221
   6409.96695185      0.99881222
   6409.98113632      0.99881222
   6409.99532080      0.99881223
   6410.00950503      0.99881226
   6410.02368951      0.99881225
   6410.03787374      0.99881227
   6410.05205822      0.99881224
   6410.06624269      0.99881220
   6410.08042693      0.99881220
   6410.09461141      0.99881219
   6410.10879564      0.99881218
   6410.12298012      0.99881220
   6410.13716459      0.99881219
   6410.15134883      0.99881218
   6410.16553330      0.99881217
   6410.17971754      0.99881217
   6410.19390202      0.99881220
   6410.20808625      0.99881219
   6410.22227073      0.99881216
   6410.23645520      0.99881217
   6410.25063944      0.99881213
   6410.26482391      0.99881212
   6410.27900815      0.99881212
   6410.29319263      0.99881211
   6410.30737710      0.99881210
   6410.32156134      0.99881210
   6410.33574581      0.99881206
   6410.34993005      0.99881204
   6410.36411452      0.99881204
   6410.37829900      0.99881202
   6410.39248323      0.99881200
   6410.40666771      0.99881199
   6410.42089844      0.99881197
   6410.43508281      0.99881196
   6410.44926719      0.99881195
   6410.46345157      0.99881194
   6410.47763595      0.99881192
   6410.49182032      0.99881190
   6410.50600470      0.99881189
   6410.52018908      0.99881188
   6410.53437345      0.99881188
   6410.54855783      0.99881187
   6410.56274220      0.99881184
   6410.57692659      0.99881181
   6410.59111096      0.99881177
   6410.60529533      0.99881174
   6410.61947972      0.99881172
   6410.63366409      0.99881170
   6410.64784847      0.99881167
   6410.66203284      0.99881168
   6410.67621723      0.99881166
   6410.69040161      0.99881164
   6410.70458597      0.99881164
   6410.71877035      0.99881162
   6410.73295474      0.99881161
   6410.74713910      0.99881162
   6410.76132348      0.99881161
   6410.77550787      0.99881161
   6410.78969222      0.99881161
   6410.80387661      0.99881160
   6410.81806099      0.99881158
   6410.83224538      0.99881158
   6410.84642974      0.99881157
   6410.86061412      0.99881158
   6410.87479851      0.99881161
   6410.88898286      0.99881161
   6410.90316725      0.99881161
   6410.91735163      0.99881159
   6410.93153602      0.99881158
   6410.94572037      0.99881154
   6410.95990479      0.99881151
   6410.97408915      0.99881146
   6410.98827350      0.99881139
   6411.00245792      0.99881135
   6411.01664227      0.99881130
   6411.03082663      0.99881128
   6411.04501104      0.99881128
   6411.05919540      0.99881124
   6411.07337976      0.99881124
   6411.08756417      0.99881123
   6411.10174853      0.99881122
   6411.11593288      0.99881122
   6411.13011730      0.99881121
   6411.14430165      0.99881121
   6411.15848601      0.99881121
   6411.17267042      0.99881121
   6411.18685478      0.99881121
   6411.20103920      0.99881121
   6411.21522355      0.99881118
   6411.22940791      0.99881117
   6411.24359232      0.99881117
   6411.25777668      0.99881115
   6411.27196103      0.99881116
   6411.28614545      0.99881117
   6411.30032980      0.99881118
   6411.31451416      0.99881119
   6411.32869858      0.99881120
   6411.34288293      0.99881120
   6411.35706729      0.99881119
   6411.37125170      0.99881115
   6411.38543606      0.99881114
   6411.39962047      0.99881113
   6411.41380483      0.99881114
   6411.42798924      0.99881116
   6411.44217360      0.99881117
   6411.45635796      0.99881117
   6411.47054231      0.99881114
   6411.48472667      0.99881111
   6411.49891114      0.99881108
   6411.51309550      0.99881106
   6411.52727985      0.99881107
   6411.54146421      0.99881106
   6411.55564857      0.99881107
   6411.56983292      0.99881107
   6411.58401740      0.99881105
   6411.59820175      0.99881104
   6411.61238611      0.99881100
   6411.62657046      0.99881098
   6411.64075482      0.99881097
   6411.65493917      0.99881096
   6411.66912365      0.99881094
   6411.68330801      0.99881092
   6411.69749236      0.99881090
   6411.71167672      0.99881092
   6411.72586107      0.99881091
   6411.74004555      0.99881091
   6411.75422990      0.99881092
   6411.76841426      0.99881090
   6411.78259861      0.99881092
   6411.79678297      0.99881091
   6411.81096733      0.99881091
   6411.82515180      0.99881090
   6411.83933616      0.99881089
   6411.85352051      0.99881089
   6411.86770487      0.99881088
   6411.88188922      0.99881085
   6411.89607358      0.99881083
   6411.91025805      0.99881077
   6411.92444241      0.99881074
   6411.93862677      0.99881073
   6411.95281112      0.99881070
   6411.96699548      0.99881067
   6411.98117995      0.99881064
   6411.99536431      0.99881060
   6412.00954866      0.99881054
   6412.02373302      0.99881049
   6412.03791738      0.99881043
   6412.05210173      0.99881036
   6412.06628621      0.99881032
   6412.08047056      0.99881031
   6412.09465492      0.99881026
   6412.10883927      0.99881019
   6412.12302363      0.99881007
   6412.13720810      0.99880992
   6412.15139246      0.99880975
   6412.16557682      0.99880951
   6412.17976117      0.99880918
   6412.19394553      0.99880863
   6412.20812988      0.99880773
   6412.22231436      0.99880621
   6412.23649871      0.99880340
   6412.25068307      0.99879926
   6412.26486742      0.99879709
   6412.27905178      0.99879724
   6412.29323614      0.99879939
   6412.30742061      0.99880360
   6412.32160497      0.99880666
   6412.33578932      0.99880808
   6412.34997368      0.99880876
   6412.36415803      0.99880923
   6412.37834251      0.99880952
   6412.39252687      0.99880966
   6412.40671122      0.99880982
   6412.42089558      0.99880983
   6412.43508005      0.99880988
   6412.44926429      0.99880995
   6412.46344876      0.99881000
   6412.47763300      0.99881004
   6412.49181747      0.99881010
   6412.50600195      0.99881013
   6412.52018619      0.99881016
   6412.53437066      0.99881020
   6412.54855490      0.99881019
   6412.56273937      0.99881019
   6412.57692385      0.99881020
   6412.59110808      0.99881019
   6412.60529256      0.99881017
   6412.61947680      0.99881016
   6412.63366127      0.99881013
   6412.64784551      0.99881011
   6412.66202998      0.99881012
   6412.67621446      0.99881011
   6412.69039869      0.99881009
   6412.70458317      0.99881008
   6412.71876740      0.99881006
   6412.73295188      0.99881006
   6412.74713635      0.99881006
   6412.76132059      0.99881005
   6412.77550507      0.99881006
   6412.78968930      0.99881003
   6412.80387378      0.99880999
   6412.81805825      0.99880993
   6412.83224249      0.99880986
   6412.84642696      0.99880981
   6412.86061120      0.99880977
   6412.87479568      0.99880974
   6412.88897991      0.99880973
   6412.90316439      0.99880973
   6412.91734886      0.99880973
   6412.93153310      0.99880969
   6412.94571757      0.99880960
   6412.95990181      0.99880947
   6412.97408628      0.99880930
   6412.98827076      0.99880910
   6413.00245500      0.99880883
   6413.01663947      0.99880840
   6413.03082371      0.99880771
   6413.04500818      0.99880655
   6413.05919266      0.99880448
   6413.07337689      0.99880084
   6413.08756137      0.99879717
   6413.10174561      0.99879615
   6413.11593008      0.99879719
   6413.13011432      0.99880043
   6413.14429879      0.99880459
   6413.15848327      0.99880674
   6413.17266750      0.99880778
   6413.18685198      0.99880841
   6413.20103621      0.99880878
   6413.21522069      0.99880902
   6413.22940516      0.99880919
   6413.24358940      0.99880929
   6413.25777388      0.99880938
   6413.27195811      0.99880950
   6413.28614259      0.99880961
   6413.30032706      0.99880967
   6413.31451130      0.99880970
   6413.32869577      0.99880973
   6413.34288001      0.99880971
   6413.35706449      0.99880969
   6413.37124872      0.99880970
   6413.38543320      0.99880969
   6413.39961767      0.99880971
   6413.41380191      0.99880973
   6413.42798638      0.99880974
   6413.44217062      0.99880974
   6413.45635509      0.99880973
   6413.47053957      0.99880971
   6413.48472381      0.99880970
   6413.49890828      0.99880968
   6413.51309252      0.99880967
   6413.52727699      0.99880966
   6413.54146147      0.99880963
   6413.55564570      0.99880962
   6413.56983018      0.99880960
   6413.58401442      0.99880961
   6413.59819889      0.99880960
   6413.61238313      0.99880961
   6413.62656760      0.99880959
   6413.64075208      0.99880957
   6413.65493631      0.99880954
   6413.66912079      0.99880949
   6413.68330503      0.99880946
   6413.69748950      0.99880944
   6413.71167397      0.99880943
   6413.72585821      0.99880947
   6413.74004269      0.99880946
   6413.75422692      0.99880946
   6413.76841140      0.99880946
   6413.78259587      0.99880944
   6413.79678011      0.99880944
   6413.81096458      0.99880943
   6413.82519531      0.99880942
   6413.83937969      0.99880942
   6413.85356407      0.99880943
   6413.86774844      0.99880944
   6413.88193282      0.99880943
   6413.89611720      0.99880942
   6413.91030157      0.99880940
   6413.92448595      0.99880939
   6413.93867033      0.99880940
   6413.95285471      0.99880940
   6413.96703908      0.99880939
   6413.98122346      0.99880938
   6413.99540783      0.99880931
   6414.00959221      0.99880925
   6414.02377659      0.99880918
   6414.03796096      0.99880912
   6414.05214535      0.99880912
   6414.06632972      0.99880911
   6414.08051410      0.99880910
   6414.09469849      0.99880908
   6414.10888284      0.99880906
   6414.12306723      0.99880904
   6414.13725162      0.99880897
   6414.15143597      0.99880896
   6414.16562036      0.99880891
   6414.17980474      0.99880889
   6414.19398910      0.99880892
   6414.20817348      0.99880890
   6414.22235787      0.99880889
   6414.23654225      0.99880890
   6414.25072661      0.99880887
   6414.26491100      0.99880881
   6414.27909538      0.99880876
   6414.29327974      0.99880869
   6414.30746412      0.99880860
   6414.32164851      0.99880852
   6414.33583289      0.99880842
   6414.35001725      0.99880828
   6414.36420166      0.99880811
   6414.37838602      0.99880786
   6414.39257038      0.99880750
   6414.40675479      0.99880697
   6414.42093915      0.99880614
   6414.43512350      0.99880472
   6414.44930792      0.99880218
   6414.46349227      0.99879757
   6414.47767663      0.99879267
   6414.49186105      0.99879123
   6414.50604540      0.99879243
   6414.52022976      0.99879646
   6414.53441417      0.99880188
   6414.54859853      0.99880479
   6414.56278288      0.99880615
   6414.57696730      0.99880696
   6414.59115165      0.99880745
   6414.60533607      0.99880775
   6414.61952043      0.99880799
   6414.63370478      0.99880814
   6414.64788920      0.99880824
   6414.66207355      0.99880834
   6414.67625791      0.99880840
   6414.69044232      0.99880848
   6414.70462668      0.99880852
   6414.71881104      0.99880855
   6414.73299545      0.99880858
   6414.74717981      0.99880859
   6414.76136416      0.99880861
   6414.77554858      0.99880861
   6414.78973293      0.99880862
   6414.80391735      0.99880863
   6414.81810170      0.99880864
   6414.83228612      0.99880865
   6414.84647048      0.99880865
   6414.86065483      0.99880863
   6414.87483919      0.99880863
   6414.88902354      0.99880863
   6414.90320802      0.99880862
   6414.91739237      0.99880862
   6414.93157673      0.99880863
   6414.94576108      0.99880861
   6414.95994544      0.99880858
   6414.97412980      0.99880854
   6414.98831427      0.99880851
   6415.00249863      0.99880848
   6415.01668298      0.99880848
   6415.03086734      0.99880846
   6415.04505169      0.99880844
   6415.05923605      0.99880842
   6415.07342052      0.99880840
   6415.08760488      0.99880840
   6415.10178924      0.99880838
   6415.11597359      0.99880839
   6415.13015795      0.99880839
   6415.14434242      0.99880838
   6415.15852678      0.99880839
   6415.17271113      0.99880839
   6415.18689549      0.99880840
   6415.20107985      0.99880840
   6415.21526420      0.99880839
   6415.22944868      0.99880837
   6415.24363303      0.99880833
   6415.25781739      0.99880830
   6415.27200174      0.99880828
   6415.28618610      0.99880826
   6415.30037045      0.99880826
   6415.31455493      0.99880825
   6415.32873929      0.99880823
   6415.34292364      0.99880822
   6415.35710800      0.99880819
   6415.37129235      0.99880818
   6415.38547683      0.99880817
   6415.39966118      0.99880815
   6415.41384554      0.99880816
   6415.42802989      0.99880814
   6415.44221425      0.99880813
   6415.45639861      0.99880812
   6415.47058308      0.99880809
   6415.48476744      0.99880806
   6415.49895179      0.99880804
   6415.51313615      0.99880803
   6415.52732050      0.99880804
   6415.54150498      0.99880803
   6415.55568933      0.99880804
   6415.56987369      0.99880804
   6415.58405805      0.99880803
   6415.59824240      0.99880803
   6415.61242676      0.99880803
   6415.62661123      0.99880804
   6415.64079559      0.99880803
   6415.65497994      0.99880802
   6415.66916430      0.99880804
   6415.68334866      0.99880802
   6415.69753301      0.99880802
   6415.71171749      0.99880802
   6415.72590184      0.99880802
   6415.74008620      0.99880803
   6415.75427055      0.99880803
   6415.76845491      0.99880803
   6415.78263938      0.99880803
   6415.79682374      0.99880804
   6415.81100810      0.99880805
   6415.82519245      0.99880805
   6415.83937693      0.99880806
   6415.85356116      0.99880803
   6415.86774564      0.99880803
   6415.88192987      0.99880802
   6415.89611435      0.99880803
   6415.91029882      0.99880804
   6415.92448306      0.99880804
   6415.93866754      0.99880804
   6415.95285177      0.99880802
   6415.96703625      0.99880798
   6415.98122072      0.99880797
   6415.99540496      0.99880795
   6416.00958943      0.99880796
   6416.02377367      0.99880796
   6416.03795815      0.99880792
   6416.05214238      0.99880792
   6416.06632686      0.99880784
   6416.08051133      0.99880779
   6416.09469557      0.99880777
   6416.10888004      0.99880769
   6416.12306428      0.99880768
   6416.13724875      0.99880765
   6416.15143323      0.99880762
   6416.16561747      0.99880762
   6416.17980194      0.99880761
   6416.19398618      0.99880763
   6416.20817065      0.99880761
   6416.22235513      0.99880761
   6416.23653936      0.99880761
   6416.25072384      0.99880759
   6416.26490808      0.99880758
   6416.27909255      0.99880758
   6416.29327679      0.99880757
   6416.30746126      0.99880758
   6416.32164574      0.99880758
   6416.33582997      0.99880757
   6416.35001445      0.99880755
   6416.36419868      0.99880754
   6416.37838316      0.99880754
   6416.39256763      0.99880754
   6416.40675187      0.99880753
   6416.42093635      0.99880753
   6416.43512058      0.99880752
   6416.44930506      0.99880748
   6416.46348953      0.99880747
   6416.47767377      0.99880742
   6416.49185824      0.99880738
   6416.50604248      0.99880736
   6416.52022696      0.99880735
   6416.53441119      0.99880736
   6416.54859567      0.99880736
   6416.56278014      0.99880737
   6416.57696438      0.99880734
   6416.59114885      0.99880733
   6416.60533309      0.99880733
   6416.61951756      0.99880733
   6416.63370204      0.99880737
   6416.64788628      0.99880736
   6416.66207075      0.99880737
   6416.67625499      0.99880737
   6416.69043946      0.99880737
   6416.70462394      0.99880735
   6416.71880817      0.99880730
   6416.73299265      0.99880727
   6416.74717689      0.99880723
   6416.76136136      0.99880719
   6416.77554560      0.99880718
   6416.78973007      0.99880715
   6416.80391455      0.99880715
   6416.81809878      0.99880714
   6416.83228326      0.99880714
   6416.84646749      0.99880714
   6416.86065197      0.99880711
   6416.87483644      0.99880709
   6416.88902068      0.99880710
   6416.90320516      0.99880707
   6416.91738939      0.99880706
   6416.93157387      0.99880703
   6416.94575834      0.99880701
   6416.95994258      0.99880698
   6416.97412705      0.99880694
   6416.98831129      0.99880692
   6417.00249577      0.99880688
   6417.01668000      0.99880687
   6417.03086448      0.99880686
   6417.04504895      0.99880686
   6417.05923319      0.99880686
   6417.07341766      0.99880685
   6417.08760190      0.99880686
   6417.10178638      0.99880686
   6417.11597085      0.99880687
   6417.13015509      0.99880684
   6417.14433956      0.99880682
   6417.15852380      0.99880681
   6417.17270827      0.99880680
   6417.18689275      0.99880680
   6417.20107698      0.99880681
   6417.21526146      0.99880683
   6417.22900391      0.99880681
   6417.24318828      0.99880683
   6417.25737266      0.99880680
   6417.27155704      0.99880679
   6417.28574141      0.99880679
   6417.29992579      0.99880679
   6417.31411017      0.99880682
   6417.32829455      0.99880682
   6417.34247892      0.99880683
   6417.35666330      0.99880680
   6417.37084767      0.99880677
   6417.38503206      0.99880676
   6417.39921643      0.99880672
   6417.41340080      0.99880671
   6417.42758518      0.99880671
   6417.44176956      0.99880670
   6417.45595394      0.99880670
   6417.47013831      0.99880668
   6417.48432270      0.99880670
   6417.49850708      0.99880669
   6417.51269144      0.99880669
   6417.52687582      0.99880671
   6417.54106021      0.99880669
   6417.55524457      0.99880669
   6417.56942895      0.99880669
   6417.58361334      0.99880669
   6417.59779769      0.99880670
   6417.61198208      0.99880670
   6417.62616646      0.99880669
   6417.64035085      0.99880668
   6417.65453520      0.99880666
   6417.66871959      0.99880666
   6417.68290398      0.99880666
   6417.69708833      0.99880666
   6417.71127272      0.99880666
   6417.72545710      0.99880665
   6417.73964149      0.99880665
   6417.75382584      0.99880664
   6417.76801026      0.99880663
   6417.78219461      0.99880664
   6417.79637897      0.99880664
   6417.81056339      0.99880664
   6417.82474774      0.99880666
   6417.83893210      0.99880666
   6417.85311651      0.99880663
   6417.86730087      0.99880661
   6417.88148522      0.99880656
   6417.89566964      0.99880650
   6417.90985399      0.99880646
   6417.92403835      0.99880643
   6417.93822277      0.99880640
   6417.95240712      0.99880637
   6417.96659148      0.99880636
   6417.98077589      0.99880630
   6417.99496025      0.99880626
   6418.00914466      0.99880623
   6418.02332902      0.99880620
   6418.03751338      0.99880620
   6418.05169779      0.99880620
   6418.06588215      0.99880620
   6418.08006650      0.99880619
   6418.09425092      0.99880619
   6418.10843527      0.99880619
   6418.12261963      0.99880619
   6418.13680404      0.99880618
   6418.15098840      0.99880616
   6418.16517276      0.99880616
   6418.17935717      0.99880615
   6418.19354153      0.99880617
   6418.20772594      0.99880618
   6418.22191030      0.99880618
   6418.23609471      0.99880617
   6418.25027907      0.99880615
   6418.26446342      0.99880616
   6418.27864778      0.99880616
   6418.29283214      0.99880617
   6418.30701661      0.99880616
   6418.32120097      0.99880613
   6418.33538532      0.99880608
   6418.34956968      0.99880602
   6418.36375403      0.99880598
   6418.37793839      0.99880596
   6418.39212286      0.99880595
   6418.40630722      0.99880597
   6418.42049158      0.99880597
   6418.43467593      0.99880597
   6418.44886029      0.99880596
   6418.46304464      0.99880595
   6418.47722912      0.99880592
   6418.49141347      0.99880592
   6418.50559783      0.99880592
   6418.51978219      0.99880593
   6418.53396654      0.99880595
   6418.54815102      0.99880596
   6418.56233537      0.99880595
   6418.57651973      0.99880596
   6418.59070408      0.99880596
   6418.60488844      0.99880594
   6418.61907279      0.99880592
   6418.63325727      0.99880587
   6418.64744163      0.99880585
   6418.66162598      0.99880585
   6418.67581034      0.99880586
   6418.68999469      0.99880589
   6418.70417905      0.99880591
   6418.71836352      0.99880590
   6418.73254788      0.99880589
   6418.74673223      0.99880589
   6418.76091659      0.99880587
   6418.77510095      0.99880587
   6418.78928542      0.99880583
   6418.80346978      0.99880577
   6418.81765413      0.99880570
   6418.83183849      0.99880564
   6418.84602284      0.99880561
   6418.86020720      0.99880559
   6418.87439167      0.99880561
   6418.88857603      0.99880561
   6418.90276039      0.99880564
   6418.91694474      0.99880562
   6418.93112910      0.99880562
   6418.94531357      0.99880562
   6418.95949793      0.99880559
   6418.97368228      0.99880562
   6418.98786664      0.99880562
   6419.00205100      0.99880560
   6419.01623535      0.99880560
   6419.03041983      0.99880559
   6419.04460418      0.99880559
   6419.05878854      0.99880558
   6419.07297289      0.99880557
   6419.08715725      0.99880556
   6419.10134161      0.99880554
   6419.11552608      0.99880554
   6419.12971044      0.99880553
   6419.14389479      0.99880553
   6419.15807915      0.99880554
   6419.17226350      0.99880555
   6419.18644798      0.99880556
   6419.20063233      0.99880553
   6419.21481669      0.99880553
   6419.22900105      0.99880549
   6419.24318552      0.99880546
   6419.25736976      0.99880545
   6419.27155423      0.99880541
   6419.28573847      0.99880540
   6419.29992294      0.99880538
   6419.31410742      0.99880536
   6419.32829165      0.99880534
   6419.34247613      0.99880531
   6419.35666037      0.99880531
   6419.37084484      0.99880531
   6419.38502932      0.99880531
   6419.39921355      0.99880532
   6419.41339803      0.99880533
   6419.42758226      0.99880533
   6419.44176674      0.99880533
   6419.45595098      0.99880533
   6419.47013545      0.99880533
   6419.48431993      0.99880533
   6419.49850416      0.99880532
   6419.51268864      0.99880533
   6419.52687287      0.99880530
   6419.54105735      0.99880528
   6419.55524182      0.99880526
   6419.56942606      0.99880525
   6419.58361053      0.99880524
   6419.59779477      0.99880524
   6419.61197925      0.99880525
   6419.62616372      0.99880525
   6419.64034796      0.99880523
   6419.65453243      0.99880521
   6419.66871667      0.99880517
   6419.68290114      0.99880514
   6419.69708538      0.99880510
   6419.71126986      0.99880510
   6419.72545433      0.99880510
   6419.73963857      0.99880512
   6419.75382304      0.99880512
   6419.76800728      0.99880510
   6419.78219175      0.99880505
   6419.79637623      0.99880502
   6419.81056046      0.99880496
   6419.82474494      0.99880491
   6419.83892918      0.99880488
   6419.85311365      0.99880483
   6419.86729813      0.99880481
   6419.88148236      0.99880480
   6419.89566684      0.99880478
   6419.90985107      0.99880473
   6419.92403555      0.99880472
   6419.93821979      0.99880469
   6419.95240426      0.99880468
   6419.96658874      0.99880468
   6419.98077297      0.99880466
   6419.99495745      0.99880467
   6420.00914168      0.99880465
   6420.02332616      0.99880465
   6420.03751063      0.99880464
   6420.05169487      0.99880462
   6420.06587934      0.99880463
   6420.08006358      0.99880463
   6420.09424806      0.99880463
   6420.10843253      0.99880465
   6420.12261677      0.99880464
   6420.13680124      0.99880460
   6420.15098548      0.99880455
   6420.16516995      0.99880451
   6420.17935419      0.99880445
   6420.19353867      0.99880439
   6420.20772314      0.99880435
   6420.22190738      0.99880431
   6420.23609185      0.99880427
   6420.25027609      0.99880423
   6420.26446056      0.99880417
   6420.27864504      0.99880413
   6420.29282928      0.99880402
   6420.30701375      0.99880387
   6420.32119799      0.99880367
   6420.33538246      0.99880335
   6420.34956694      0.99880292
   6420.36375117      0.99880227
   6420.37793565      0.99880117
   6420.39211988      0.99879926
   6420.40630436      0.99879587
   6420.42048860      0.99879311
   6420.43467307      0.99879249
   6420.44885755      0.99879339
   6420.46304178      0.99879610
   6420.47722626      0.99879868
   6420.49141049      0.99879918
   6420.50559497      0.99879807
   6420.51977944      0.99879515
   6420.53396368      0.99879252
   6420.54814816      0.99879182
   6420.56233239      0.99879283
   6420.57651687      0.99879583
   6420.59070134      0.99879922
   6420.60488558      0.99880108
   6420.61907005      0.99880213
   6420.63330078      0.99880272
   6420.64748516      0.99880312
   6420.66166954      0.99880341
   6420.67585391      0.99880362
   6420.69003829      0.99880379
   6420.70422266      0.99880390
   6420.71840704      0.99880397
   6420.73259142      0.99880399
   6420.74677580      0.99880402
   6420.76096018      0.99880399
   6420.77514455      0.99880398
   6420.78932893      0.99880401
   6420.80351330      0.99880404
   6420.81769767      0.99880407
   6420.83188206      0.99880409
   6420.84606643      0.99880411
   6420.86025082      0.99880412
   6420.87443519      0.99880414
   6420.88861957      0.99880415
   6420.90280396      0.99880414
   6420.91698831      0.99880415
   6420.93117270      0.99880415
   6420.94535708      0.99880415
   6420.95954144      0.99880415
   6420.97372583      0.99880415
   6420.98791021      0.99880415
   6421.00209457      0.99880413
   6421.01627895      0.99880411
   6421.03046334      0.99880411
   6421.04464772      0.99880411
   6421.05883208      0.99880409
   6421.07301646      0.99880412
   6421.08720085      0.99880412
   6421.10138521      0.99880407
   6421.11556959      0.99880406
   6421.12975398      0.99880402
   6421.14393836      0.99880398
   6421.15812272      0.99880401
   6421.17230713      0.99880400
   6421.18649149      0.99880397
   6421.20067585      0.99880397
   6421.21486026      0.99880391
   6421.22904462      0.99880390
   6421.24322897      0.99880389
   6421.25741339      0.99880385
   6421.27159774      0.99880384
   6421.28578210      0.99880381
   6421.29996651      0.99880380
   6421.31415087      0.99880382
   6421.32833523      0.99880383
   6421.34251964      0.99880381
   6421.35670400      0.99880382
   6421.37088835      0.99880380
   6421.38507277      0.99880376
   6421.39925712      0.99880376
   6421.41344154      0.99880375
   6421.42762589      0.99880376
   6421.44181025      0.99880378
   6421.45599467      0.99880377
   6421.47017902      0.99880377
   6421.48436338      0.99880378
   6421.49854779      0.99880376
   6421.51273215      0.99880376
   6421.52691650      0.99880375
   6421.54110092      0.99880375
   6421.55528527      0.99880373
   6421.56946963      0.99880372
   6421.58365405      0.99880371
   6421.59783840      0.99880371
   6421.61202282      0.99880372
   6421.62620717      0.99880370
   6421.64039159      0.99880371
   6421.65457594      0.99880371
   6421.66876030      0.99880367
   6421.68294466      0.99880366
   6421.69712901      0.99880363
   6421.71131349      0.99880359
   6421.72549784      0.99880360
   6421.73968220      0.99880359
   6421.75386655      0.99880359
   6421.76805091      0.99880358
   6421.78223526      0.99880354
   6421.79641974      0.99880353
   6421.81060410      0.99880353
   6421.82478845      0.99880352
   6421.83897281      0.99880351
   6421.85315716      0.99880349
   6421.86734152      0.99880345
   6421.88152599      0.99880343
   6421.89571035      0.99880342
   6421.90989470      0.99880341
   6421.92407906      0.99880340
   6421.93826342      0.99880339
   6421.95244789      0.99880335
   6421.96663225      0.99880335
   6421.98081660      0.99880334
   6421.99500096      0.99880333
   6422.00918531      0.99880334
   6422.02336967      0.99880332
   6422.03755414      0.99880333
   6422.05173850      0.99880334
   6422.06592286      0.99880336
   6422.08010721      0.99880337
   6422.09429157      0.99880335
   6422.10847592      0.99880334
   6422.12266040      0.99880333
   6422.13684475      0.99880333
   6422.15102911      0.99880331
   6422.16521347      0.99880329
   6422.17939782      0.99880327
   6422.19358230      0.99880325
   6422.20776665      0.99880326
   6422.22195101      0.99880327
   6422.23613536      0.99880326
   6422.25031972      0.99880324
   6422.26450408      0.99880322
   6422.27868855      0.99880322
