id            cl    vrad    teff    logg    feh    cfe    nfe    ofe    mgfe    alfe    sife    cafe    tife    pop limit    rah ram ras decd decm decs J    H    K
2M16413448+3626365    M13    -248.6    4235    0.82    -1.47    -0.63    0.85    -0.14    0.10    1.28    0.33    0.25    0.24    2   1       16 41 34.48 +36 26 36.5      10.037 9.356 9.211 
2M16413476+3627596    M13    -234.3    4157    0.71    -1.55    -0.59    1.04    0.25    0.09    1.06    0.39    0.27    0.25    2   1       16 41 34.76 +36 27 59.6      9.748 9.052 8.891     
2M16413665+3626355    M13    -243.9    4115    0.63    -1.47    -0.64    1.00    0.10    0.12    1.11    0.38    0.09    0.07    2   1       16 41 36.65 +36 26 35.5      9.339 8.631 8.465     
2M16413684+3629289    M13    -237.3    4809    1.90    -1.39    9999    9999    9999    0.22    -0.22    0.27    0.27    0.12    1   0       16 41 36.84 +36 29 28.9      12.134 11.593 11.507
2M16413707+3630378    M13    -236.8    4892    2.05    -1.39    9999    9999    9999    0.32    -0.08    0.32    0.19    0.33    1   0       16 41 37.07 +36 30 37.8     12.298 11.769 11.696 
2M16413869+3622400    M13    -248.9    4477    1.25    -1.45    -0.53    0.81    0.08    0.13    0.87    0.31    0.24    0.02    2   0       16 41 38.69 +36 22 40.0      11.169 10.548 10.433
2M16413870+3625380    M13    -240.3    4087    0.59    -1.48    -0.65    1.00    0.22    0.26    0.70    0.28    0.20    0.19    2   1       16 41 38.70 +36 25 38.0      9.622 8.883 8.736     
2M16413961+3627381    M13    -250.7    4337    1.03    -1.43    -0.38    0.70    0.58    0.26    -0.14    0.32    0.22    0.11    1   0       16 41 39.61 +36 27 38.1      10.370 9.712 9.583 
2M16414081+3634114    M13    -248.5    4732    1.73    -1.48    9999    9999    9999    0.27    -0.04    0.27    0.15    0.15    1   0       16 41 40.81 +36 34 11.4     12.308 11.781 11.657 
2M16414113+3628499    M13    -255.5    4729    1.73    -1.51    9999    9999    9999    0.20    0.19    0.41    0.25    -0.14   1   0       16 41 41.13 +36 28 49.9     11.864 11.334 11.212 
2M16414196+3626518    M13    -256.6    3959    0.40    -1.54    -0.58    1.22    0.53    0.28    0.07    0.34    0.22    0.21    1   0       16 41 41.96 +36 26 51.8      9.276 8.493 8.335     
2M16414398+3622338    M13    -250.9    4606    1.51    -1.53    9999    9999    9999    0.18    0.72    0.41    0.10    -0.25   2   0       16 41 43.98 +36 22 33.8      10.977 10.404 10.285
2M16414517+3628132    M13    -243.6    4435    1.17    -1.52    -0.33    0.71    0.54    0.36    -0.15    0.34    0.24    0.12    1   0       16 41 45.17 +36 28 13.2      10.809 10.174 10.058
2M16414744+3628284    M13    -248.7    4219    0.79    -1.48    -0.62    1.12    0.34    0.28    0.70    0.28    0.25    0.26    2   1       16 41 47.44 +36 28 28.4      9.759 9.072 8.927     
2M16414800+3629531    M13    -245.2    4603    1.51    -1.46    9999    9999    9999    0.29    0.68    0.38    0.11    0.36    2   0       16 41 48.00 +36 29 53.1      11.006 10.428 10.313
2M16414966+3627104    M13    -240.6    4512    1.32    -1.38    -0.30    0.54    0.60    0.30    -0.3    0.31    0.26    0.15    1   0       16 41 49.66 +36 27 10.4      10.611 9.964 9.887 
2M16415003+3625105    M13    -246.4    4698    1.65    -1.53    9999    9999    9999    0.27    0.26    0.41    0.16    0.27    1   0       16 41 50.03 +36 25 10.5      11.221 10.645 10.559
2M16420085+3623338    M13    -251.3    4594    1.45    -1.47    9999    9999    9999    0.23    0.16    0.38    0.09    0.11    1   0       16 42 00.85 +36 23 33.8      10.826 10.233 10.130
2M16421482+3627199    M13    -242.5    4455    1.21    -1.45    -0.45    0.92    0.51    0.31    0.16    0.31    0.17    0.11    1   0       16 42 14.82 +36 27 19.9      10.935 10.314 10.191
2M16412857+3621497    M13    -255.5    4981    2.24    -1.63    9999    9999    9999    -0.18    1.50    0.59    9999    9999    2   0       16 41 28.57 +36 21 49.7      13.472 12.957 12.896
2M16412975+3631563    M13    -243.6    5173    2.67    -1.71    9999    9999    9999    0.33    0.82    0.57    0.47    9999    2   0       16 41 29.75 +36 31 56.3      12.416 11.960 11.893
2M16413042+3623318    M13    -244.0    5092    2.50    -1.48    9999    9999    9999    -0.15    0.79    0.41    9999    9999    2   0       16 41 30.42 +36 23 31.8      13.567 13.058 13.022
2M16413806+3618143    M13    -244.4    5136    2.59    -1.65    9999    9999    9999    0.04    1.04    0.64    9999    9999    2   0       16 41 38.06 +36 18 14.3      13.736 13.276 13.203
2M16414819+3635413    M13    -246.5    5143    2.63    -1.52    9999    9999    9999    0.20    1.07    0.44    9999    9999    2    0       16 41 48.19 +36 35 41.3      13.725 13.275 13.194
2M16415239+3628395    M13    -259.9    4796    1.87    -1.47    9999    9999    9999    0.13    0.37    0.38    0.11    0.41    1    0       16 41 52.39 +36 28 39.5      12.237 11.708 11.606
2M16415543+3633266    M13    -244.7    5024    2.33    -1.57    9999    9999    9999    0.12    0.75    0.44    0.37    -0.06   2   0       16 41 55.43 +36 33 26.6      11.793 11.288 11.229
2M16415862+3627465    M13    -236.2    4885    2.03    -1.47    9999    9999    9999    0.17    -0.40    0.40    0.29    0.35    1   0       16 41 58.62 +36 27 46.5      12.829 12.287 12.225
2M16420936+3624470    M13    -250.1    4967    2.21    -1.46    9999    9999    9999    -0.19    0.58    0.36    0.56    9999    1   0       16 42 09.36 +36 24 47.0      13.436 12.945 12.856
2M16421716+3631331    M13    -246.4    5246    2.87    -1.38    9999    9999    9999    0.12    1.07    0.45    0.39    9999    2   0       16 42 17.16 +36 31 33.1      13.624 13.099 13.120
2M21330924-0049508    M2    -7.4    4764    1.76    -1.41    9999    9999    9999    0.22    0.94    0.35    0.35    0.41    2    0       21 33 09.24 -00 49 50.8        12.395 11.760 11.736     
2M21331674-0047039    M2    3.4        4790    1.79    -1.41    9999    9999    9999    0.19    0.68    0.27    0.29    9999    2    0       21 33 16.74 -00 47 03.9     13.072 12.500 12.421
2M21332216-0048247    M2    -3.5    4453    1.14    -1.55    -0.40    0.81    0.04    0.16    1.23    0.42    0.30    0.25    2    0       21 33 22.16 -00 48 24.7     11.873 11.200 11.111     
2M21332545-0047056    M2    -14.1    4710    1.63    -1.44    9999    9999    9999    0.28    -0.25    0.36    0.02    0.32    1    0       21 33 25.45 -00 47 05.6     12.397 11.830 11.721     
2M21333747-0047252    M2    -1.9    4890    1.98    -1.43    9999    9999    9999    0.37    0.24    0.38    0.26    0.39    1    0       21 33 37.47 -00 47 25.2     12.996 12.460 12.375
2M21334193-0048169    M2    -2.8    4672    1.58    -1.62    9999    9999    9999    0.34    1.02    0.45    0.45    0.51    2    0       21 33 41.93 -00 48 16.9     12.964 12.350 12.276
2M21331521-0049516    M2    -8.7    4554    1.35    -1.50    9999    9999    9999    0.28    0.37    0.35    0.06    0.18    2    0       21 33 15.21 -00 49 51.6     11.473 10.840 10.746     
2M21331723-0048171    M2    -5.6    4319    0.93    -1.47    -0.51    0.71    0.50    0.29    -0.12    0.30    0.30    0.22    1    1       21 33 17.23 -00 48 17.1     11.112 10.429 10.301     
2M21331854-0051563    M2    -3.5    4459    1.14    -1.44    -0.40    1.18    0.52    0.28    0.62    0.32    0.21    0.22    2    0       21 33 18.54 -00 51 56.3     11.779 11.140 11.019     
2M21332068-0050432    M2    -12.8    4395    1.04    -1.52    -0.47    1.01    0.25    0.24    0.83    0.35    0.22    0.26    2    1       21 33 20.68 -00 50 43.2      11.890 11.220 11.107 
2M21332527-0049386    M2    0.7        4098    0.53    -1.66    -0.68    0.73    -0.02    0.15    0.68    0.25    0.24    -0.02   2    1       21 33 25.27 -00 49 38.6         11.259 10.530 10.361
2M21332531-0052511    M2    -1.4    4531    1.31    -1.44    -0.37    0.77    0.65    0.28    -0.38    0.40    0.09    9999    1    0       21 33 25.31 -00 52 51.1     11.938 11.300 11.203     
2M21332616-0045172    M2    -3.6    4392    1.04    -1.61    -0.35    0.85    0.41    0.39    0.29    0.40    0.34    0.26    1    0       21 33 26.16 -00 45 17.2     11.926 11.280 11.142     
2M21332953-0050513    M2    -11.0    4332    0.93    -1.36    -0.57    1.17    0.39    0.21    0.98    0.35    0.17    0.28    2    1       21 33 29.53 -00 50 51.3      10.874 10.123 10.068 
2M21333131-0047414    M2    9.5        4487    1.23    -1.57    -0.39    1.14    0.41    0.31    0.90    0.43    0.41    0.33    2    0       21 33 31.31 -00 47 41.4         11.820 11.200 11.070
2M21333432-0051285    M2    6.2        4436    1.14    -1.42    -0.46    0.51    0.63    0.17    -0.34    0.27    0.11    0.14    1    1       21 33 34.32 -00 51 28.5         11.490 10.830 10.722
2M21333520-0046089    M2    -6.6    4297    0.87    -1.47    -0.55    1.06    0.52    0.28    0.44    0.31    0.26    0.27    2    0       21 33 35.20 -00 46 08.9     10.993 10.324 10.174     
2M21333827-0054569    M2    1.9        4167    0.63    -1.44    -0.58    0.89    0.61    0.31    -0.12    0.31    0.21    0.25    1    0       21 33 38.27 -00 54 56.9         10.542 9.827 9.672     
2M13411502+2824120    M3    -143.3    4769    1.87    -1.45    9999    9999    9999    0.13    0.61    0.32    0.24    0.20    2    0       13 41 15.02 +28 24 12.0        12.890 12.352 12.255
2M13412683+2823443    M3    -148.3    4678    1.66    -1.36    9999    9999    9999    0.13    0.74    0.28    0.07    0.06    2   0       13 41 26.83 +28 23 44.3     12.736 12.183 12.072
2M13414359+2829513    M3    -146.3    4914    2.13    -1.50    9999    9999    9999    0.12    -0.07    0.25    0.19    0.33    1   0       13 41 43.59 +28 29 51.3     13.010 12.468 12.419
2M13414871+2820024    M3    -150.3    5011    2.36    -1.46    9999    9999    9999    0.14    0.77    0.36    -0.01    0.22    2   0       13 41 48.71 +28 20 02.4     13.012 12.536 12.449
2M13415729+2823323    M3    -153.9    4709    1.75    -1.32    9999    9999    9999    0.02    0.78    0.28    0.10    0.11    2   0       13 41 57.29 +28 23 32.3     12.802 12.219 12.148
2M13415789+2821525    M3    -151.5    4860    2.03    -1.50    9999    9999    9999    0.17    -0.16    0.28    0.20    0.42    1   0       13 41 57.89 +28 21 52.5     13.118 12.607 12.511
2M13420282+2824132    M3    -146.0    4941    2.21    -1.31    9999    9999    9999    0.06    0.83    0.26    0.10    0.36    2   0       13 42 02.82 +28 24 13.2     13.279 12.835 12.696
2M13420386+2814395    M3    -143.6    4840    2.00    -1.31    9999    9999    9999    0.13    -0.17    0.26    0.16    0.00    1   0       13 42 03.86 +28 14 39.5     13.111 12.590 12.498
2M13420729+2817400    M3    -137.2    4969    2.26    -1.26    9999    9999    9999    0.13    0.00    0.30    0.05    9999    1   0       13 42 07.29 +28 17 40.0     13.337 12.834 12.762
2M13420853+2833029    M3    -143.4    4614    1.55    -1.50    9999    9999    9999    0.11    0.00    0.27    0.09    0.20    1   0       13 42 08.53 +28 33 02.9     13.208 12.672 12.523
2M13421373+2821154    M3    -138.3    5032    2.40    -1.30    9999    9999    9999    0.12    -0.19    0.36    0.05    0.01    1   0       13 42 13.73 +28 21 15.4     12.788 12.305 12.231
2M13421435+2821228    M3    -149.1    4632    1.61    -1.39    9999    9999    9999    0.15    0.84    0.33    0.10    -0.03   2   0       13 42 14.35 +28 21 22.8     12.745 12.150 12.066
2M13421801+2820197    M3    -141.7    4666    1.66    -1.40    9999    9999    9999    0.06    0.65    0.25    0.07    0.08    2   0       13 42 18.01 +28 20 19.7     12.818 12.266 12.150
2M13422257+2821460    M3    -140.5    4850    2.03    -1.29    9999    9999    9999    0.14    -0.03    0.37    0.14    -0.1    1   0       13 42 22.57 +28 21 46.0     13.499 13.019 12.889
2M13422387+2824418    M3    -142.1    4850    2.03    -1.42    9999    9999    9999    0.16    -0.15    0.29    0.16    0.08    1   0       13 42 23.87 +28 24 41.8     13.011 12.484 12.401
2M13422416+2826168    M3    -145.4    4782    1.87    -1.40    9999    9999    9999    0.10    0.94    0.35    0.04    0.29    2   0       13 42 24.16 +28 26 16.8     12.820 12.245 12.189
2M13422468+2823284    M3    -145.8    4860    2.03    -1.41    9999    9999    9999    0.07    1.02    0.40    -0.02    0.35    2   0       13 42 24.68 +28 23 28.4     13.139 12.634 12.532
2M13423209+2823022    M3    -142.1    4769    1.87    -1.56    9999    9999    9999    0.20    -0.16    0.33    0.16    0.00    1   0       13 42 32.09 +28 23 02.2     12.852 12.333 12.217
2M13423482+2826148    M3    -142.4    4904    2.13    -1.54    9999    9999    9999    0.14    -0.24    0.33    0.21    9999    1   0       13 42 34.82 +28 26 14.8     13.203 12.697 12.609
2M13424547+2824452    M3    -145.0    4753    1.83    -1.41    9999    9999    9999    0.04    0.85    0.34    0.08    0.14    2   0       13 42 45.47 +28 24 45.2     13.319 12.808 12.679
2M13425083+2827576    M3    -146.3    4880    2.08    -1.41    9999    9999    9999    0.19    -0.13    0.34    0.00    0.10    1    0       13 42 50.83 +28 27 57.6     12.762 12.259 12.161
2M13410315+2812391    M3    -145.3    4468    1.31    -1.29    -0.33    0.40    0.47    0.17    -0.10    0.30    0.23    0.06    1    0       13 41 03.15 +28 12 39.1     12.129 11.435 11.394
2M13410322+2826217    M3    -145.3    4235    0.87    -1.36    -0.48    0.71    0.50    0.22    -0.04    0.28    0.21    0.09    1    0       13 41 03.22 +28 26 21.7     10.985 10.270 10.163
2M13412358+2829403    M3    -148.2    4635    1.61    -1.45    9999    9999    9999    0.23    -0.06    0.27    0.22    -0.33   1   0       13 41 23.58 +28 29 40.3     12.347 11.746 11.669
2M13413024+2822163    M3    -150.4    4485    1.31    -1.36    -0.43    0.38    0.57    0.26    -0.15    0.30    0.22    0.22    1    1       13 41 30.24 +28 22 16.3     11.698 11.118 10.969
2M13413405+2817366    M3    -143.5    4534    1.42    -1.37    -0.39    0.80    0.12    0.15    0.87    0.28    0.13    -0.02   2    1       13 41 34.05 +28 17 36.6     12.295 11.716 11.583
2M13413631+2821243    M3    -148.4    4415    1.17    -1.42    -0.45    0.86    0.44    0.22    0.32    0.30    0.16    0.07    1    1       13 41 36.31 +28 21 24.3     11.541 10.898 10.787
2M13414576+2824597    M3    -151.7    4315    1.00    -1.48    -0.55    0.84    0.67    0.23    -0.15    0.31    0.12    0.19    1    1       13 41 45.76 +28 24 59.7     10.403 9.743 9.612 
2M13414721+2829488    M3    -147.6    4575    1.49    -1.45    9999    9999    9999    0.17    0.04    0.28    0.17    0.11    1   0       13 41 47.21 +28 29 48.8     12.152 11.558 11.454
2M13415152+2823224    M3    -148.9    4015    0.50    -1.40    -0.65    0.91    0.12    0.07    0.78    0.22    0.14    0.11    2    1       13 41 51.52 +28 23 22.4     10.140 9.371 9.227 
2M13415318+2819255    M3    -151.8    4497    1.35    -1.34    -0.41    0.62    0.24    0.10    0.49    0.28    0.02    0.09    2    0       13 41 53.18 +28 19 25.5     12.136 11.499 11.411
2M13415459+2820595    M3    -149.3    4446    1.27    -1.32    -0.30    0.80    0.59    0.26    0.04    0.32    0.16    0.14    1    0       13 41 54.59 +28 20 59.5     11.476 10.793 10.733
2M13415502+2819149    M3    -145.1    4143    0.70    -1.41    -0.59    0.93    0.02    0.05    0.83    0.23    0.18    0.07    2    1       13 41 55.02 +28 19 14.9     10.985 10.307 10.126
2M13415752+2808309    M3    -144.6    4517    1.39    -1.44    -0.43    0.82    0.59    0.25    -0.15    0.42    0.22    0.23    1    1       13 41 57.52 +28 08 30.9     11.704 11.109 10.986
2M13420068+2820588    M3    -146.6    4572    1.49    -1.43    9999    9999    9999    0.24    -0.14    0.25    0.18    9999    1   0       13 42 00.68 +28 20 58.8     12.266 11.710 11.567
2M13420876+2821125    M3    -145.3    4099    0.66    -1.39    -0.62    0.89    0.16    0.09    0.74    0.20    0.15    0.02    2    1       13 42 08.76 +28 21 12.5     10.579 9.816 9.702 
2M13420954+2819531    M3    -149.8    4292    0.97    -1.28    -0.37    0.68    0.57    0.22    0.04    0.29    0.20    0.10    1    0       13 42 09.54 +28 19 53.1     11.040 10.319 10.240
2M13420989+2824085    M3    -137.9    4650    1.61    -1.37    9999    9999    9999    0.11    -0.18    0.24    -0.02    0.09    1   0       13 42 09.89 +28 24 08.5     11.999 11.452 11.326
2M13421086+2823465    M3    -145.8    4047    0.56    -1.40    -0.60    1.00    0.23    0.13    0.78    0.24    0.14    0.07    2    1       13 42 10.86 +28 23 46.5     10.140 9.390 9.241 
2M13421236+2818373    M3    -144.0    4614    1.55    -1.48    9999    9999    9999    0.18    -0.23    0.27    0.15    -0.19   1   0       13 42 12.36 +28 18 37.3     11.897 11.304 11.212
2M13421712+2822137    M3    -157.3    4418    1.22    -1.25    -0.32    0.44    0.58    0.22    -0.08    0.31    0.11    0.18    1    0       13 42 17.12 +28 22 13.7     10.648 10.005 9.895 
2M13421881+2824441    M3    -144.6    4300    1.00    -1.30    -0.3    0.71    0.58    0.22    0.01    0.25    0.15    0.14    1    0       13 42 18.81 +28 24 44.1     11.081 10.428 10.284
2M13422197+2828408    M3    -148.9    4700    1.71    -1.50    9999    9999    9999    0.18    -0.12    0.35    -0.21    0.12    1   0       13 42 21.97 +28 28 40.8     12.352 11.805 11.695
2M13422214+2824057    M3    -143.9    4482    1.31    -1.32    -0.41    0.97    0.37    0.11    0.86    0.31    0.13    0.22    2    0       13 42 22.14 +28 24 05.7     11.430 10.806 10.700
2M13422815+2818523    M3    -146.3    4715    1.75    -1.47    9999    9999    9999    0.18    -0.17    0.29    0.08    -0.01   1   0       13 42 28.15 +28 18 52.3     12.382 11.808 11.730
2M13422879+2824167    M3    -149.4    4468    1.31    -1.36    -0.36    0.32    0.53    0.23    -0.07    0.30    0.09    0.09    1    1       13 42 28.79 +28 24 16.7     11.859 11.249 11.124
2M13423140+2822543    M3    -150.1    4315    1.00    -1.41    -0.52    0.31    0.33    0.25    0.04    0.31    0.19    -0.01   1    1       13 42 31.40 +28 22 54.3     11.870 11.222 11.079
2M13423196+2827025    M3    -149.4    4581    1.49    -1.41    9999    9999    9999    0.15    0.88    0.32    0.08    0.04    2    0       13 42 31.96 +28 27 02.5     12.120 11.544 11.424
2M13423433+2825005    M3    -146.9    4715    1.75    -1.42    9999    9999    9999    0.22    -0.07    0.29    0.12    0.17    1   0       13 42 34.33 +28 25 00.5     12.866 12.336 12.214
2M13423548+2819583    M3    -148.0    4443    1.27    -1.42    -0.47    0.20    0.49    0.20    -0.13    0.31    0.11    0.07    1    1       13 42 35.48 +28 19 58.3     11.610 10.981 10.866
2M13423753+2816374    M3    -148.6    4611    1.55    -1.30    9999    9999    9999    0.12    0.71    0.25    0.12    0.03    2   0       13 42 37.53 +28 16 37.4     12.184 11.575 11.498
2M13423883+2823306    M3    -141.4    4750    1.83    -1.30    9999    9999    9999    0.16    -0.17    0.23    0.11    0.30    1   0       13 42 38.83 +28 23 30.6     12.680 12.136 12.039
2M13423922+2827574    M3    -145.7    4217    0.83    -1.38    -0.47    0.76    0.55    0.20    -0.06    0.29    0.09    0.06    1    0       13 42 39.22 +28 27 57.4     10.756 10.068 9.927 
2M13424150+2819081    M3    -143.4    3936    0.30    -1.36    -0.46    0.67    0.49    0.14    -0.04    0.25    0.19    0.09    1    0       13 42 41.50 +28 19 08.1     10.071 9.291 9.123 
2M13424924+2823523    M3    -145.4    4734    1.79    -1.23    9999    9999    9999    0.15    0.02    0.30    0.25    0.19    1   0       13 42 49.24 +28 23 52.3     12.776 12.228 12.130
2M13425256+2818445    M3    -147.6    4740    1.79    -1.64    9999    9999    9999    0.17    -0.14    0.39    0.19    0.20    1   0       13 42 52.56 +28 18 44.5     12.888 12.394 12.244
2M13430354+2823003    M3    -147.4    4045    0.56    -1.44    -0.66    0.74    0.01    0.09    0.74    0.20    0.15    -0.04   2    1       13 43 03.54 +28 23 00.3     10.496 9.750 9.596 
2M13430874+2812335    M3    -145.5    4712    1.75    -1.40    9999    9999    9999    0.18    0.01    0.37    0.18    0.17    1   0       13 43 08.74 +28 12 33.5     12.912 12.327 12.259
2M13433625+2820593    M3    -149.2    4672    1.66    -1.50    9999    9999    9999    0.08    -0.02    0.31    -0.04    0.21    1   0       13 43 36.25 +28 20 59.3     12.499 11.947 11.833
2M15174676+0204305    M5    54.6    4663    1.80    -1.30    9999    9999    9999    0.31    -0.07    0.37    0.36    0.27    1    0       15 17 46.76 +02 04 30.5        12.598 12.078 11.919
2M15180456+0205441    M5    54.6    4990    2.45    -1.30    9999    9999    9999    0.24    1.05    0.41    0.41    0.57    2   0       15 18 04.56 +02 05 44.1     13.023 12.515 12.445
2M15180831+0158530    M5    50.1    4922    2.30    -1.36    9999    9999    9999    0.25    0.10    0.40    0.25    0.25    1   0       15 18 08.31 +01 58 53.0     12.592 12.092 11.994
2M15181037+0157308    M5    54.8    4752    1.94    -1.35    9999    9999    9999    0.19    0.90    0.34    0.24    0.17    2   0       15 18 10.37 +01 57 30.8     13.415 12.865 12.765
2M15181075+0212356    M5    51.1    4697    1.86    -1.26    9999    9999    9999    0.25    0.26    0.38    0.21    0.28    1   0       15 18 10.75 +02 12 35.6     12.678 12.126 12.010
2M15181232+0202560    M5    52.6    5018    2.52    -1.23    9999    9999    9999    0.30    0.39    0.41    0.13    0.47    2   0       15 18 12.32 +02 02 56.0     13.268 12.780 12.698
2M15181445+0203131    M5    51.5    4962    2.38    -1.28    9999    9999    9999    0.27    0.06    0.41    0.17    0.37    1   0       15 18 14.45 +02 03 13.1     12.217 11.729 11.631
2M15181644+0207177    M5    48.3    4703    1.86    -1.14    9999    9999    9999    0.16    0.06    0.24    0.13    0.28    1   0       15 18 16.44 +02 07 17.7     12.381 11.816 11.715
2M15181926+0202295    M5    54.0    4980    2.41    -1.20    9999    9999    9999    0.22    0.55    0.33    0.19    0.49    2   0       15 18 19.26 +02 02 29.5     13.252 12.783 12.671
2M15181952+0207106    M5    63.5    4768    1.99    -1.22    9999    9999    9999    0.17    0.78    0.30    0.25    0.31    2   0       15 18 19.52 +02 07 10.6     12.951 12.457 12.306
2M15182001+0157421    M5    49.9    4845    2.14    -1.22    9999    9999    9999    0.19    0.42    0.32    0.24    0.33    2   0       15 18 20.01 +01 57 42.1     13.238 12.738 12.617
2M15182126+0204081    M5    61.9    4715    1.89    -1.26    9999    9999    9999    0.28    0.31    0.30    0.37    0.34    1   0       15 18 21.26 +02 04 08.1     12.750 12.191 12.088
2M15182241+0158417    M5    47.2    4956    2.38    -1.18    9999    9999    9999    0.21    0.20    0.30    0.32    0.40    1   0       15 18 22.41 +01 58 41.7     13.268 12.776 12.680
2M15182262+0206397    M5    59.2    4499    1.47    -1.30    -0.46    0.67    -0.10    0.21    0.91    0.38    0.28    0.17    2   0       15 18 22.62 +02 06 39.7     12.198 11.510 11.463
2M15182373+0202043    M5    50.5    4990    2.45    -1.21    9999    9999    9999    0.21    0.16    0.34    0.12    0.41    1   0       15 18 23.73 +02 02 04.3     13.248 12.730 12.670
2M15182435+0201574    M5    45.8    4507    1.53    -1.32    -0.43    0.78    0.03    0.26    0.90    0.46    0.14    0.13    2   0       15 18 24.35 +02 01 57.4     10.781 10.157 10.049
2M15182603+0203404    M5    59.6    5007    2.48    -1.22    9999    9999    9999    0.26    0.31    0.39    0.00    0.22    1   0       15 18 26.03 +02 03 40.4     13.240 12.764 12.667
2M15182676+0204308    M5    45.8    4878    2.20    -1.14    9999    9999    9999    0.22    -0.02    0.31    0.23    0.26    1   0       15 18 26.76 +02 04 30.8     12.784 12.282 12.173
2M15182919+0202113    M5    38.5    4577    1.62    -1.18    9999    9999    9999    0.22    0.92    0.35    0.23    0.35    2   0       15 18 29.19 +02 02 11.3     11.433 10.811 10.725
2M15182984+0205377    M5    49.3    5021    2.52    -1.20    9999    9999    9999    0.16    0.33    0.26    0.17    0.25    2   0       15 18 29.84 +02 05 37.7     13.154 12.690 12.585
2M15183142+0207117    M5    55.3    4654    1.77    -1.35    9999    9999    9999    0.32    0.45    0.47    0.10    0.10    2   0       15 18 31.42 +02 07 11.7     11.566 10.989 10.884
2M15183415+0159215    M5    55.9    4939    2.34    -1.20    9999    9999    9999    0.25    0.29    0.29    0.11    0.41    1   0       15 18 34.15 +01 59 21.5     13.347 12.844 12.754
2M15183456+0202349    M5    40.4    5039    2.55    -1.19    9999    9999    9999    0.23    -0.02    0.25    0.33    0.42    1   0       15 18 34.56 +02 02 34.9     13.214 12.762 12.650
2M15183484+0206165    M5    51.0    4510    1.53    -1.20    -0.50    0.80    -0.11    0.18    0.98    0.32    0.27    0.25    2   0       15 18 34.84 +02 06 16.5     11.428 10.795 10.697
2M15183575+0204297    M5    44.5    6155    3.87    -1.35    9999    9999    9999    0.34    1.06    0.57    0.19    9999    2   0       15 18 35.75 +02 04 29.7     12.770 12.490 12.467
2M15183612+0204052    M5    68.4    5345    3.36    -1.00    9999    9999    9999    -0.11    0.63    0.22    -0.09    0.52    2   0       15 18 36.12 +02 04 05.2     13.124 12.703 12.642
2M15183638+0208507    M5    50.9    4842    2.12    -1.26    9999    9999    9999    0.16    0.84    0.44    -0.02    9999    2   0       15 18 36.38 +02 08 50.7     11.815 11.260 11.193
2M15183938+0158516    M5    50.7    4986    2.45    -1.11    9999    9999    9999    0.11    0.55    0.28    0.21    0.30    2   0       15 18 39.38 +01 58 51.6     13.257 12.723 12.678
2M15183957+0205018    M5    61.5    5071    2.63    -1.30    9999    9999    9999    0.13    0.50    0.40    -0.15    9999    2   0       15 18 39.57 +02 05 01.8     12.531 12.055 11.976
2M15183975+0212333    M5    51.2    5117    2.73    -1.16    9999    9999    9999    0.24    -0.15    0.28    0.39    0.43    1   0       15 18 39.75 +02 12 33.3     13.317 12.789 12.775
2M15184022+0213278    M5    56.8    4966    2.41    -1.10    9999    9999    9999    0.13    -0.26    0.39    0.11    0.30    1   0       15 18 40.22 +02 13 27.8     12.353 11.848 11.768
2M15184035+0158187    M5    54.8    4749    1.94    -1.17    9999    9999    9999    0.10    1.04    0.36    0.10    0.39    2   0       15 18 40.35 +01 58 18.7     12.593 12.065 11.942
2M15184048+0210446    M5    52.2    5499    3.58    -1.11    9999    9999    9999    0.07    -0.28    0.32    0.31    0.33    1   0       15 18 40.48 +02 10 44.6     13.096 12.712 12.652
2M15184103+0202242    M5    53.2    4600    1.66    -1.23    9999    9999    9999    0.21    0.59    0.33    0.14    0.33    2   0       15 18 41.03 +02 02 24.2     12.034 11.448 11.334
2M15184187+0205537    M5    60.5    4678    1.80    -1.25    9999    9999    9999    0.29    0.81    0.43    0.18    0.40    2   0       15 18 41.87 +02 05 53.7     11.976 11.412 11.302
2M15184346+0156311    M5    53.9    4962    2.38    -1.32    9999    9999    9999    0.30    -0.01    0.42    0.33    0.25    1   0       15 18 43.46 +01 56 31.1     13.271 12.761 12.685
2M15184558+0205495    M5    61.3    4731    1.92    -1.28    9999    9999    9999    0.25    0.27    0.33    -0.08    0.25    1   0       15 18 45.58 +02 05 49.5     12.948 12.419 12.291
2M15184785+0206199    M5    55.4    5103    2.68    -1.04    9999    9999    9999    0.23    0.17    0.35    -0.08    0.21    1   0       15 18 47.85 +02 06 19.9     13.120 12.637 12.574
2M15185239+0203551    M5    58.1    4878    2.20    -1.16    9999    9999    9999    0.14    0.85    0.34    -0.07    0.46    2   0       15 18 52.39 +02 03 55.1     12.519 11.971 11.908
2M15185321+0155473    M5    52.9    4855    2.16    -1.27    9999    9999    9999    0.17    0.62    0.30    0.05    0.37    2   0       15 18 53.21 +01 55 47.3     13.165 12.624 12.547
2M15185420+0202375    M5    57.2    4912    2.28    -1.31    9999    9999    9999    0.31    0.91    0.42    0.43    0.50    2   0       15 18 54.20 +02 02 37.5     13.237 12.694 12.636
2M15185953+0202076    M5    57.3    4765    1.97    -1.35    9999    9999    9999    0.27    -0.05    0.37    0.28    0.26    1   0       15 18 59.53 +02 02 07.6     12.818 12.261 12.172
