# ID  CHIPNUM  XPIX  WAVE   WAVE_ERR   FLUX  NAME USEWAVE
  478   3  644.58  15608.8318  2.0      4.21   UI    1
  479   3  642.80  15609.4006  3.0      2.09    ?    1
  480   3  638.74  15610.6946  2.0      3.39   UI    1
  481   3  635.70  15611.6638  2.0      7.73   UI    1
  482   3  627.70  15614.2114  2.0      4.34   UI    1
  483   3  625.30  15614.9756  3.0      3.26   UI    1
  484   3  621.48  15616.1926  1.0     10.28   UI    1
  485   3  617.93  15617.3230  3.0      3.81   UI    1
  486   3  617.38  15617.4976  4.0      3.57   UI    1
  487   3  614.28  15618.4851  3.0      3.55    ?    1
  488   3  611.92  15619.2371  2.0      8.80  UII    1
  489   3  609.57  15619.9829  2.0      4.73   UI    1
  490   3  597.25  15623.9026  1.0     11.93   UI    1
  491   3  596.77  15624.0552  1.0     13.56   UI    1
  492   3  595.36  15624.5032  3.0      3.18  UII    1
  493   3  594.14  15624.8926  1.0     21.85   UI    1
  494   3  591.11  15625.8545  1.0     85.66   UI    1
  495   3  587.71  15626.9360  2.0      5.22   UI    1
  496   3  577.48  15630.1868  1.0     16.87   UI    1
  497   3  572.59  15631.7395  3.0      1.77  UII    1
  498   3  568.02  15633.1909  2.0     13.40   UI    1
  499   3  566.33  15633.7256  2.0     13.90   UI    1
  500   3  550.30  15638.8123  1.0     53.95   UI    1
  501   3  546.50  15640.0146  2.0      8.06   UI    1
  502   3  542.28  15641.3538  3.0      2.16    ?    1
  503   3  539.51  15642.2314  2.0      3.08    ?    1
  504   3  537.61  15642.8320  2.0      6.16   UI    1
  505   3  536.18  15643.2861  1.0     16.82    ?    1
  506   3  534.04  15643.9648  3.0      2.65   UI    1
  507   3  531.92  15644.6350  3.0      2.00   UI    1
  508   3  528.87  15645.6018  2.0      7.13   UI    1
  509   3  527.84  15645.9277  4.0      4.26  UII    1
  510   3  525.49  15646.6711  2.0      4.02    ?    1
  511   3  515.31  15649.8926  2.0      4.30   UI    1
  512   3  511.09  15651.2280  2.0      3.08    ?    1
  513   3  510.12  15651.5344  2.0      2.45   UI    1
  514   3  508.67  15651.9934  1.0     15.27   UI    1
  515   3  502.74  15653.8672  2.0      2.88   UI    1
  516   3  500.15  15654.6875  1.0      8.51   UI    1
  517   3  499.43  15654.9158  1.0     61.53  UII    1
  518   3  497.21  15655.6177  1.0      6.13   UI    1
  519   3  496.51  15655.8374  1.0     53.37   UI    1
  520   3  495.29  15656.2231  2.0      6.93   UI    1
  521   3  490.29  15657.8015  2.0      4.91   UI    1
  522   3  488.51  15658.3655  1.0     23.26   UI    1
  523   3  481.79  15660.4883  2.0      3.51   UI    1
  524   3  479.58  15661.1841  3.0      3.41   UI    1
  525   3  476.85  15662.0459  2.0      4.20   UI    1
  526   3  475.69  15662.4133  1.0     10.65    ?    1
  527   3  472.01  15663.5754  2.0      2.58   UI    1
  528   3  469.63  15664.3237  2.0      4.00   UI    1
  529   3  468.89  15664.5593  1.0     16.86   UI    1
  530   3  467.02  15665.1489  3.0      9.22   UI    1
  531   3  462.38  15666.6113  3.0      2.31   UI    1
  532   3  461.41  15666.9189  1.0     22.03   UI    1
  533   3  457.44  15668.1689  3.0      2.71   UI    1
  534   3  454.27  15669.1675  1.0     38.89   UI    1
  535   3  451.21  15670.1343  2.0      7.47   UI    1
  536   3  447.35  15671.3489  1.0     34.56   UI    1
  537   3  445.22  15672.0215  1.0     41.18   UI    1
  538   3  441.59  15673.1628  2.0      6.55  UII    1
  539   3  440.93  15673.3728  3.0      2.92    ?    1
  540   3  440.11  15673.6292  1.0     28.12   UI    1
  541   3  436.99  15674.6130  2.0      4.53   UI    1
  542   3  428.96  15677.1411  2.0     14.63  UII    1
  543   3  426.56  15677.8955  3.0      4.05  UII    1
  544   3  424.85  15678.4326  1.0     74.71   UI    1
  545   3  422.57  15679.1492  3.0      2.54   UI    1
  546   3  421.37  15679.5276  3.0      2.35   UI    1
  547   3  418.79  15680.3381  2.0      2.36   UI    1
  548   3  416.91  15680.9314  4.0      3.61   UI    1
  549   3  416.10  15681.1865  2.0     25.88   UI    1
  550   3  414.33  15681.7407  4.0      1.68   UI    1
  551   3  412.44  15682.3364  1.0     53.81   UI    1
  552   3  406.71  15684.1357  1.0    302.56  UII    1
  553   3  399.31  15686.4624  3.0      2.39   UI    1
  554   3  396.10  15687.4695  1.0     22.30   UI    1
  555   3  394.47  15687.9822  1.0    187.33   UI    1
  556   3  390.34  15689.2773  2.0      6.48   UI    1
  557   3  388.92  15689.7253  4.0      2.23   UI    1
  558   3  388.17  15689.9597  3.0      4.67   UI    1
  559   3  386.75  15690.4053  1.0     11.92   UI    1
  560   3  385.49  15690.7996  2.0      8.37   UI    1
  561   3  382.04  15691.8835  1.0    101.65   UI    1
  562   3  380.03  15692.5146  2.0     28.46   UI    1
  563   3  368.56  15696.1108  3.0      4.90   UI    1
  564   3  361.87  15698.2080  1.0     31.00   UI    1
  565   3  353.65  15700.7837  4.0      2.28    ?    1
  566   3  349.44  15702.1008  3.0      2.54   UI    1
  567   3  345.73  15703.2617  2.0     15.64   UI    1
  568   3  339.59  15705.1855  3.0      4.45   UI    1
  569   3  338.45  15705.5408  4.0      3.25  UII    1
  570   3  337.62  15705.7996  4.0      2.38  UII    1
  571   3  337.01  15705.9912  2.0      4.63   UI    1
  572   3  334.03  15706.9226  3.0      3.78    ?    1
  573   3  333.39  15707.1228  2.0      3.04   UI    1
  574   3  329.41  15708.3704  2.0      2.90   UI    1
  575   3  328.34  15708.7036  4.0      1.82    ?    1
  576   3  324.98  15709.7534  3.0      4.83   UI    1
  577   3  323.51  15710.2124  2.0      5.04   UI    1
  578   3  321.99  15710.6897  2.0      5.77   UI    1
  579   3  320.55  15711.1401  3.0      2.35    ?    1
  580   3  319.74  15711.3928  2.0      3.52   UI    1
  581   3  317.83  15711.9897  2.0      4.85   UI    1
  582   3  311.85  15713.8562  3.0      2.58    ?    1
  583   3  307.68  15715.1611  2.0      6.36   UI    1
  584   3  298.97  15717.8784  2.0      6.72   UI    1
  585   3  294.17  15719.3774  2.0     68.76  UII    1
  586   3  290.53  15720.5127  1.0     85.03   UI    1
  587   3  287.98  15721.3074  2.0      3.64   UI    1
  588   3  281.01  15723.4814  2.0     51.63  UII    1
  589   3  277.49  15724.5776  1.0     41.79   UI    1
  590   3  274.60  15725.4797  1.0     16.22   UI    1
  591   3  265.34  15728.3630  3.0      3.13    ?    1
  592   3  264.02  15728.7744  2.0      4.49    ?    1
  593   3  262.45  15729.2627  5.0      3.05   UI    1
  594   3  260.61  15729.8364  3.0      6.53   UI    1
  595   3  258.34  15730.5432  4.0      3.04  UII    1
  596   3  257.35  15730.8508  2.0      4.03    ?    1
  597   3  256.34  15731.1658  4.0      2.00  UII    1
  598   3  252.78  15732.2729  2.0      4.22   UI    1
  599   3  249.34  15733.3435  2.0      6.38   UI    1
  600   3  242.87  15735.3577  3.0      2.98    ?    1
  601   3  242.30  15735.5334  4.0      1.89   UI    1
  602   3  230.48  15739.2078  1.0    108.10   Ar    1
  603   3  226.59  15740.4175  2.0      9.32  UII    1
  604   3  224.78  15740.9778  2.0     10.56   UI    1
  605   3  219.45  15742.6331  4.0      1.79  UII    1
  606   3  216.36  15743.5938  2.0      3.86   UI    1
  607   3  214.74  15744.0955  3.0      1.99    ?    1
  608   3  210.53  15745.4028  5.0      4.37   UI    1
  609   3  209.67  15745.6689  1.0     29.13   UI    1
  610   3  206.55  15746.6382  2.0      2.53   UI    1
  611   3  204.49  15747.2766  3.0      2.04    ?    1
  612   3  203.15  15747.6929  2.0      3.43   UI    1
  613   3  202.23  15747.9785  3.0      2.74   UI    1
  614   3  201.69  15748.1445  2.0      5.20  UII    1
  615   3  197.86  15749.3335  1.0    199.60   UI    1
  616   3  194.45  15750.3894  2.0      7.21  UII    1
  617   3  191.45  15751.3196  5.0      1.94   UI    1
  618   3  187.54  15752.5330  1.0     24.37   UI    1
  619   3  184.28  15753.5425  3.0      2.50    ?    1
  620   3  181.11  15754.5239  2.0      4.42   UI    1
  621   3  177.45  15755.6567  1.0     12.60   UI    1
  622   3  173.58  15756.8567  3.0      1.68    ?    1
  623   3  172.15  15757.2974  3.0      6.27  UII    1
  624   3  170.09  15757.9370  2.0      2.36    ?    1
  625   3  167.08  15758.8684  5.0      2.00    ?    1
  626   3  166.43  15759.0686  3.0      3.38   UI    1
  627   3  155.44  15762.4695  2.0      2.88    ?    1
  628   3  150.29  15764.0601  1.0     13.29   UI    1
  629   3  139.45  15767.4097  3.0      2.03   UI    1
  630   3  132.86  15769.4446  2.0     13.79  UII    1
  631   3  130.74  15770.1013  3.0      1.84   UI    1
  632   3  130.10  15770.2966  2.0      2.84    ?    1
  633   3  126.19  15771.5039  2.0      3.14    ?    1
  634   3  123.19  15772.4292  2.0      2.18    ?    1
  635   3  119.55  15773.5535  3.0      2.11   UI    1
  636   3  118.62  15773.8403  1.0      9.35   UI    1
  637   3  117.02  15774.3323  1.0     18.22   UI    1
  638   3  116.42  15774.5203  1.0     25.45  UII    1
  639   3   99.81  15779.6399  2.0      8.89  UII    1
  640   3   95.61  15780.9338  6.0     39.40   Ar    1
  641   3   93.40  15781.6125  2.0      3.66   UI    1
  642   3   91.71  15782.1338  1.0     11.71   UI    1
  643   3   91.11  15782.3169  1.0      9.94  UII    1
  644   3   86.42  15783.7622  3.0      9.49   UI    1
  645   3   85.70  15783.9832  3.0      2.73   UI    1
  646   3   82.82  15784.8706  1.0     24.06   UI    1
  647   3   78.52  15786.1938  1.0      7.53   UI    1
  648   3   76.01  15786.9666  2.0      4.16   UI    1
  649   3   73.89  15787.6184  2.0      6.47   UI    1
  650   3   71.10  15788.4753  3.0      1.88   UI    1
  651   3   65.17  15790.2991  3.0      3.08   UI    1
  652   3   64.22  15790.5920  2.0      7.66    ?    1
  653   3   62.92  15790.9888  2.0      2.72   UI    1
  654   3   61.43  15791.4465  3.0      4.45  UII    1
  655   3   57.83  15792.5549  3.0      2.40   UI    1
  656   3   54.03  15793.7219  3.0      2.30    ?    1
  657   3   51.23  15794.5813  1.0     14.50  UII    1
  658   3   48.38  15795.4565  4.0      3.04   UI    1
  659   3   47.68  15795.6726  3.0      2.48   UI    1
  660   3   44.89  15796.5283  2.0      3.09   UI    1
  661   3   41.83  15797.4670  2.0     46.45   Ar    1
  662   3   40.27  15797.9456  1.0     17.18   UI    1
  663   3   34.95  15799.5764  2.0     13.83   UI    1
  664   3   32.47  15800.3381  3.0      4.10  UII    1
  665   3   23.23  15803.1726  3.0      2.38   UI    1
  666   3   21.98  15803.5535  2.0      6.87   UI    1
  667   3   15.93  15805.4089  3.0      3.88   UI    1
  668   3   14.09  15805.9717  3.0      1.58   UI    1
  669   3   13.35  15806.1975  3.0      3.29  UII    1
  670   3   -2.21  15810.9631  2.0     14.54   UI    1
  671   3   -3.05  15811.2195  3.0      1.91   UI    1
  672   3   -8.79  15812.9749  2.0      6.82   UI    1
  673   3  -11.66  15813.8538  2.0      2.39    ?    1
  674   3  -16.99  15815.4822  3.0     12.50   UI    1
  675   3  -20.17  15816.4551  2.0      2.56   UI    1
  676   3  -21.35  15816.8140  2.0      4.33   UI    1
  677   3  -27.46  15818.6816  3.0      5.91  UII    1
  678   3  -28.56  15819.0186  1.0     12.80   UI    1
  679   3  -28.95  15819.1357  2.0     12.98    ?    1
  680   3  -32.37  15820.1819  1.0     11.31    ?    1
  681   3  -33.47  15820.5176  5.0      3.27    ?    1
  682   3  -35.37  15821.0962  1.0    137.39   Ar    1
  683   3  -48.97  15825.2466  2.0      3.73  UII    1
  684   2 2096.65  15842.1838  2.0      2.64   UI    1
  685   2 2089.52  15844.3518  2.0      6.61   UI    1
  686   2 2084.19  15845.9729  2.0      3.24   UI    1
  687   2 2079.63  15847.3584  2.0      6.82   UI    1
  688   2 2076.07  15848.4424  2.0     10.25   UI    1
  689   2 2073.64  15849.1785  1.0     92.54   UI    1
  690   2 2069.22  15850.5225  4.0      2.93   UI    1
  691   2 2066.27  15851.4185  2.0      3.56  UII    1
  692   2 2065.51  15851.6492  2.0      3.75  UII    1
  693   2 2059.82  15853.3765  3.0      2.62   UI    1
  694   2 2058.15  15853.8818  2.0      5.49   UI    1
  695   2 2052.22  15855.6824  3.0      2.15    ?    1
  696   2 2048.94  15856.6772  2.0     21.21  UII    1
  697   2 2046.20  15857.5061  2.0      2.63   UI    1
  698   2 2044.25  15858.0981  2.0     15.23   UI    1
  699   2 2042.48  15858.6340  2.0      6.77  UII    1
  700   2 2041.84  15858.8306  2.0      8.76    ?    1
  701   2 2037.14  15860.2539  3.0      3.75   UI    1
  702   2 2035.60  15860.7214  2.0      4.21   UI    1
  703   2 2026.24  15863.5547  3.0      1.85    ?    1
  704   2 2024.88  15863.9685  4.0      3.49   UI    1
  705   2 2022.59  15864.6594  2.0     20.63   UI    1
  706   2 2017.88  15866.0864  1.0     49.67   UI    1
  707   2 2013.03  15867.5537  2.0      4.33   UI    1
  708   2 2012.48  15867.7197  2.0     14.60   UI    1
  709   2 2006.87  15869.4165  2.0      7.98  UII    1
  710   2 2005.89  15869.7131  2.0      5.91   UI    1
  711   2 2002.60  15870.7104  2.0      3.59   UI    1
  712   2 2002.02  15870.8850  2.0      4.36   UI    1
  713   2 1999.92  15871.5198  1.0     55.91   UI    1
  714   2 1997.40  15872.2803  2.0      5.45  UII    1
  715   2 1990.63  15874.3262  2.0     26.60  UII    1
  716   2 1986.09  15875.6995  2.0      5.69   UI    1
  717   2 1983.81  15876.3879  1.0     12.93   UI    1
  718   2 1973.68  15879.4446  3.0      2.26   UI    1
  719   2 1971.57  15880.0806  1.0     37.91   UI    1
  720   2 1967.58  15881.2854  5.0      2.02   UI    1
  721   2 1966.66  15881.5637  3.0      2.04   UI    1
  722   2 1964.86  15882.1069  1.0     24.36  UII    1
  723   2 1961.79  15883.0310  3.0      2.40   UI    1
  724   2 1960.37  15883.4595  3.0      1.68    ?    1
  725   2 1955.01  15885.0769  4.0      1.77    ?    1
  726   2 1954.10  15885.3491  2.0     10.72   UI    1
  727   2 1952.99  15885.6848  1.0     11.65   UI    1
  728   2 1951.99  15885.9863  1.0     17.39   UI    1
  729   2 1950.59  15886.4087  1.0     21.54   UI    1
  730   2 1950.18  15886.5332  4.0      8.15   UI    1
  731   2 1948.96  15886.8994  1.0     34.91   UI    1
  732   2 1946.95  15887.5061  1.0    264.85   Ar    1
  733   2 1943.47  15888.5535  4.0      4.80   UI    1
  734   2 1941.17  15889.2468  2.0      5.08   UI    1
  735   2 1939.85  15889.6423  3.0      2.98  UII    1
  736   2 1930.90  15892.3364  3.0      2.06    ?    1
  737   2 1930.09  15892.5806  4.0      2.13   UI    1
  738   2 1928.45  15893.0737  2.0      4.88   UI    1
  739   2 1925.20  15894.0527  5.0      2.42   UI    1
  740   2 1924.23  15894.3457  2.0     28.47   UI    1
  741   2 1922.52  15894.8584  2.0      5.80   UI    1
  742   2 1914.84  15897.1680  3.0      6.95   UI    1
  743   2 1912.72  15897.8064  1.0     34.67   UI    1
  744   2 1904.66  15900.2271  4.0      4.42   UI    1
  745   2 1902.88  15900.7629  2.0      3.58   UI    1
  746   2 1900.11  15901.5942  3.0      2.04   UI    1
  747   2 1897.28  15902.4426  2.0      6.45   UI    1
  748   2 1892.00  15904.0295  1.0   1439.40   Ar    1
  749   2 1888.35  15905.1245  2.0     72.44   UI    1
  750   2 1886.76  15905.6030  1.0     14.06   UI    1
  751   2 1880.81  15907.3865  1.0   3969.55    ?    1
  752   2 1878.47  15908.0896  1.0    117.95   UI    1
  753   2 1876.26  15908.7524  2.0     43.44  UII    1
  754   2 1862.99  15912.7271  1.0     16.87   UI    1
  755   2 1858.61  15914.0417  1.0     33.78   UI    1
  756   2 1851.61  15916.1377  4.0      2.18  UII    1
  757   2 1848.04  15917.2046  3.0      3.75  UII    1
  758   2 1841.64  15919.1199  3.0      2.77    ?    1
  759   2 1834.67  15921.2036  2.0     71.71  UII    1
  760   2 1826.72  15923.5815  3.0      1.69    ?    1
  761   2 1825.56  15923.9282  1.0     18.93  UII    1
  762   2 1822.60  15924.8120  3.0     10.35   UI    1
  763   2 1821.91  15925.0195  3.0      2.66   UI    1
  764   2 1817.04  15926.4722  6.0      3.16   UI    1
  765   2 1813.87  15927.4194  2.0      3.14  UII    1
  766   2 1811.66  15928.0811  1.0     29.24   UI    1
  767   2 1809.44  15928.7415  3.0      3.42  UII    1
  768   2 1803.64  15930.4724  1.0     12.78   UI    1
  769   2 1800.11  15931.5259  2.0      5.13    ?    1
  770   2 1799.36  15931.7493  2.0      3.32   UI    1
  771   2 1797.49  15932.3071  2.0      7.00    ?    1
  772   2 1792.04  15933.9331  2.0      8.49   UI    1
  773   2 1790.07  15934.5215  2.0     21.15   UI    1
  774   2 1787.63  15935.2466  2.0      4.49    ?    1
  775   2 1784.31  15936.2378  1.0    423.23   UI    1
  776   2 1782.57  15936.7566  2.0     18.20  UII    1
  777   2 1778.72  15937.9016  2.0      2.55    ?    1
  778   2 1776.94  15938.4338  1.0      9.65   UI    1
  779   2 1771.91  15939.9304  1.0    328.28   UI    1
  780   2 1768.29  15941.0095  3.0      2.83   UI    1
  781   2 1765.25  15941.9141  2.0      6.84  UII    1
  782   2 1763.29  15942.4963  2.0     29.07   UI    1
  783   2 1761.62  15942.9932  2.0     21.32   UI    1
  784   2 1760.49  15943.3313  2.0      3.19   UI    1
  785   2 1759.40  15943.6560  2.0     14.34   UI    1
  786   2 1756.40  15944.5483  3.0      1.80   UI    1
  787   2 1755.44  15944.8315  2.0      7.08   UI    1
  788   2 1746.51  15947.4866  1.0     10.32    ?    1
  789   2 1742.27  15948.7488  3.0      1.92   UI    1
  790   2 1740.75  15949.1992  2.0      4.79   UI    1
  791   2 1735.04  15950.8972  3.0      4.38   UI    1
  792   2 1733.44  15951.3708  3.0      2.39   UI    1
  793   2 1719.12  15955.6213  2.0      3.42   UI    1
  794   2 1710.70  15958.1177  2.0      4.53   UI    1
  795   2 1707.23  15959.1479  3.0      2.44   UI    1
  796   2 1706.76  15959.2871  2.0      4.52    ?    1
  797   2 1705.58  15959.6362  2.0      3.06    ?    1
  798   2 1700.37  15961.1816  3.0      3.39   UI    1
  799   2 1696.88  15962.2156  3.0      2.32   UI    1
  800   2 1690.33  15964.1553  2.0     18.53   UI    1
  801   2 1683.93  15966.0510  3.0      3.30    ?    1
  802   2 1681.26  15966.8396  2.0      8.76   UI    1
  803   2 1670.68  15969.9695  1.0    113.77   UI    1
  804   2 1667.66  15970.8618  2.0      9.81   UI    1
  805   2 1661.70  15972.6233  2.0      7.36   UI    1
  806   2 1656.46  15974.1724  1.0     15.32   UI    1
  807   2 1655.47  15974.4641  2.0      6.26   UI    1
  808   2 1653.99  15974.9023  2.0      3.29    ?    1
  809   2 1646.96  15976.9775  3.0      4.82   UI    1
  810   2 1644.53  15977.6965  2.0     15.51   UI    1
  811   2 1639.44  15979.1968  1.0     13.40  UII    1
  812   2 1628.24  15982.5012  2.0     26.39   UI    1
  813   2 1627.14  15982.8259  5.0      2.49   UI    1
  814   2 1624.94  15983.4753  4.0      3.87   UI    1
  815   2 1610.27  15987.7954  4.0      4.07   UI    1
  816   2 1608.72  15988.2532  2.0      5.14   UI    1
  817   2 1607.23  15988.6902  3.0     12.68  UII    1
  818   2 1605.86  15989.0955  1.0    104.09   UI    1
  819   2 1604.77  15989.4165  5.0      4.66   UI    1
  820   2 1602.47  15990.0916  4.0      1.98  UII    1
  821   2 1595.72  15992.0789  2.0      3.68   UI    1
  822   2 1589.66  15993.8599  1.0   3565.70   Ar    1
  823   2 1585.39  15995.1160  1.0     29.98  UII    1
  824   2 1583.15  15995.7739  2.0      3.34   UI    1
  825   2 1577.67  15997.3853  3.0     19.44   UI    1
  826   2 1572.88  15998.7915  4.0      2.90   UI    1
  827   2 1572.28  15998.9697  5.0      2.53   UI    1
  828   2 1568.82  15999.9841  1.0     12.11    ?    1
  829   2 1564.60  16001.2231  3.0      4.28   UI    1
  830   2 1563.11  16001.6602  2.0      8.58   UI    1
  831   2 1561.78  16002.0520  2.0      8.12   UI    1
  832   2 1560.17  16002.5256  2.0      3.06  UII    1
  833   2 1554.28  16004.2517  1.0     20.13   UI    1
  834   2 1548.61  16005.9167  2.0      3.74   UI    1
  835   2 1546.72  16006.4685  2.0     20.38   UI    1
  836   2 1542.36  16007.7478  2.0      4.53   UI    1
  837   2 1540.59  16008.2678  3.0      5.14   UI    1
  838   2 1535.31  16009.8145  1.0     18.79   UI    1
  839   2 1534.10  16010.1685  1.0     17.59   UI    1
  840   2 1533.12  16010.4541  3.0     14.77   UI    1
  841   2 1532.34  16010.6824  3.0      1.79    ?    1
  842   2 1531.38  16010.9656  3.0      5.02   UI    1
  843   2 1527.14  16012.2058  2.0     11.60   UI    1
  844   2 1524.80  16012.8906  1.0    249.25   UI    1
  845   2 1522.03  16013.7036  2.0      5.35  UII    1
  846   2 1520.77  16014.0723  1.0     11.62   UI    1
  847   2 1516.47  16015.3296  2.0      8.27    ?    1
  848   2 1516.06  16015.4504  2.0      5.88   UI    1
  849   2 1514.23  16015.9839  3.0      7.39  UII    1
  850   2 1502.40  16019.4434  2.0      4.75   UI    1
  851   2 1501.96  16019.5715  2.0     10.20  UII    1
  852   2 1501.28  16019.7717  3.0      2.35    ?    1
  853   2 1499.24  16020.3674  1.0      9.94   UI    1
  854   2 1497.92  16020.7532  3.0      1.98  UII    1
  855   2 1496.29  16021.2280  1.0     13.93   UI    1
  856   2 1494.12  16021.8628  2.0      2.88   UI    1
  857   2 1493.34  16022.0911  5.0      2.14   UI    1
  858   2 1490.59  16022.8955  2.0      7.74  UII    1
  859   2 1486.69  16024.0344  3.0      2.06   UI    1
  860   2 1479.62  16026.0974  2.0      2.86   UI    1
  861   2 1471.63  16028.4265  7.0      2.25    ?    1
  862   2 1470.93  16028.6316  2.0      4.30   UI    1
  863   2 1464.70  16030.4492  3.0      1.89   UI    1
  864   2 1463.55  16030.7837  4.0      2.31  UII    1
  865   2 1462.65  16031.0474  2.0     15.92   UI    1
  866   2 1461.05  16031.5125  2.0     11.95   UI    1
  867   2 1454.08  16033.5425  1.0     12.94   UI    1
  868   2 1449.20  16034.9646  2.0      6.96   UI    1
  869   2 1445.33  16036.0925  4.0      2.76   UI    1
  870   2 1444.33  16036.3831  2.0      2.60   UI    1
  871   2 1442.17  16037.0105  1.0     17.52   UI    1
  872   2 1439.70  16037.7295  3.0      3.24   UI    1
  873   2 1439.13  16037.8955  3.0      8.86    ?    1
  874   2 1437.76  16038.2935  2.0      3.00   UI    1
  875   2 1436.94  16038.5315  3.0      2.26    ?    1
  876   2 1431.96  16039.9805  2.0     19.21    ?    1
  877   2 1428.87  16040.8789  2.0      5.87    ?    1
  878   2 1428.45  16041.0034  2.0      4.82   UI    1
  879   2 1427.69  16041.2219  1.0     15.32  UII    1
  880   2 1426.62  16041.5344  2.0      4.79    ?    1
  881   2 1423.54  16042.4304  4.0      2.82    ?    1
  882   2 1421.92  16042.9004  4.0      1.59   UI    1
  883   2 1418.27  16043.9612  2.0      3.13   UI    1
  884   2 1409.09  16046.6284  3.0      3.46   UI    1
  885   2 1401.66  16048.7854  7.0      2.94   UI    1
  886   2 1400.71  16049.0613  2.0      4.25   UI    1
  887   2 1399.55  16049.3970  1.0     39.17  UII    1
  888   2 1398.71  16049.6399  2.0      6.70   UI    1
  889   2 1396.75  16050.2087  2.0     39.94  UII    1
  890   2 1384.83  16053.6670  2.0      4.62   UI    1
  891   2 1383.33  16054.1016  2.0      3.74   UI    1
  892   2 1381.85  16054.5300  2.0     20.48   UI    1
  893   2 1381.11  16054.7449  3.0      3.81   UI    1
  894   2 1362.70  16060.0757  3.0      1.93   UI    1
  895   2 1354.62  16062.4133  2.0      2.38   UI    1
  896   2 1351.93  16063.1921  2.0      3.86   UI    1
  897   2 1351.17  16063.4119  3.0      3.48   UI    1
  898   2 1345.61  16065.0195  1.0     10.01   UI    1
  899   2 1343.87  16065.5237  1.0     24.23   UI    1
  900   2 1336.32  16067.7039  4.0      1.72   UI    1
  901   2 1334.64  16068.1885  2.0     12.16   UI    1
  902   2 1332.52  16068.8025  2.0      3.19   UI    1
  903   2 1331.07  16069.2200  5.0      1.68   UI    1
  904   2 1329.76  16069.5984  3.0      2.53   UI    1
  905   2 1328.07  16070.0854  2.0     25.16   UI    1
  906   2 1324.39  16071.1499  2.0      2.32   UI    1
  907   2 1317.65  16073.0933  3.0      3.30   UI    1
  908   2 1312.51  16074.5764  2.0      5.50   UI    1
  909   2 1311.87  16074.7595  2.0      7.08   UI    1
  910   2 1302.17  16077.5574  2.0      3.19   UI    1
  911   2 1301.67  16077.7002  4.0      2.84   UI    1
  912   2 1300.41  16078.0652  3.0      2.22    ?    1
  913   2 1297.16  16079.0015  5.0      2.22    ?    1
  914   2 1286.58  16082.0459  2.0      5.82   UI    1
  915   2 1280.98  16083.6584  3.0      4.20  UII    1
  916   2 1277.00  16084.8047  2.0      4.55    ?    1
  917   2 1272.52  16086.0913  2.0     21.35   UI    1
  918   2 1271.05  16086.5161  2.0      5.56    ?    1
  919   2 1264.91  16088.2788  2.0      4.26   UI    1
  920   2 1261.07  16089.3848  1.0     25.30   UI    1
  921   2 1255.86  16090.8801  1.0     18.78   UI    1
  922   2 1254.94  16091.1438  3.0      3.52   UI    1
  923   2 1252.07  16091.9702  2.0      7.06  UII    1
  924   2 1248.63  16092.9565  2.0      4.86   UI    1
  925   2 1246.45  16093.5815  3.0      2.00    ?    1
  926   2 1243.87  16094.3237  2.0     19.67   UI    1
  927   2 1241.29  16095.0635  2.0     13.62   UI    1
  928   2 1240.39  16095.3223  3.0      3.95   UI    1
  929   2 1233.53  16097.2876  2.0      3.15   UI    1
  930   2 1226.70  16099.2456  2.0      2.12   UI    1
  931   2 1225.84  16099.4946  3.0      2.48  UII    1
  932   2 1221.34  16100.7837  3.0      5.25   UI    1
  933   2 1220.34  16101.0681  1.0     45.43  UII    1
  934   2 1219.31  16101.3635  2.0      6.19   UI    1
  935   2 1216.76  16102.0947  2.0      4.07   UI    1
  936   2 1213.56  16103.0103  2.0     11.40   UI    1
  937   2 1205.87  16105.2136  2.0      5.88    ?    1
  938   2 1198.92  16107.2009  3.0      2.00   UI    1
  939   2 1198.15  16107.4219  3.0      3.83    ?    1
  940   2 1193.54  16108.7402  3.0      2.51    ?    1
  941   2 1192.58  16109.0137  2.0      9.73   UI    1
  942   2 1191.55  16109.3091  6.0      2.43    ?    1
  943   2 1190.35  16109.6521  2.0      7.96   UI    1
  944   2 1179.11  16112.8638  2.0      2.90    ?    1
  945   2 1170.40  16115.3503  2.0      6.07   UI    1
  946   2 1166.16  16116.5601  7.0      1.89  UII    1
  947   2 1164.28  16117.0972  3.0      2.91    ?    1
  948   2 1157.66  16118.9856  3.0      4.99   UI    1
  949   2 1157.14  16119.1333  1.0      9.10   UI    1
  950   2 1155.55  16119.5874  2.0     10.05   UI    1
  951   2 1144.91  16122.6208  2.0      3.33   UI    1
  952   2 1141.27  16123.6584  5.0      2.67   UI    1
  953   2 1139.43  16124.1809  4.0      1.91   UI    1
  954   2 1136.49  16125.0183  3.0      2.12    ?    1
  955   2 1133.84  16125.7727  1.0     17.47   UI    1
  956   2 1133.03  16126.0046  2.0      8.30   UI    1
  957   2 1132.00  16126.2976  2.0      5.08   UI    1
  958   2 1129.31  16127.0630  1.0    241.56   Ar    1
  959   2 1126.59  16127.8357  2.0      4.09   UI    1
  960   2 1123.84  16128.6206  4.0      2.34  UII    1
  961   2 1120.00  16129.7107  2.0      9.46  UII    1
  962   2 1107.02  16133.4009  3.0      2.60   UI    1
  963   2 1100.91  16135.1367  2.0     15.01  UII    1
  964   2 1099.34  16135.5835  5.0      2.16   UI    1
