APOGEE_ID,DDO51,DDO51ERR,M,MERR,T2,T2ERR
2M17165621+5649006,16.175,0.018,16.026,0.016,14.691,0.043
2M17165641+5902333,0.0,0.0,0.0,0.0,0.0,0.0
2M17165719+5824041,15.91,0.017,15.765,0.02,14.442,0.073
2M17165746+5744277,15.432,0.021,15.443,0.028,14.489,0.049
2M17165776+5806135,15.434,0.019,15.411,0.021,14.335,0.049
2M17165814+5657052,18.565,0.025,18.416,0.022,16.854,0.056
2M17165924+5709062,15.599,0.021,15.602,0.021,14.613,0.053
2M17170729+5813138,15.192,0.019,15.181,0.021,14.226,0.049
2M17170881+5701330,15.704,0.018,15.676,0.016,14.588,0.042
2M17171488+5831253,16.403,0.017,16.245,0.02,14.802,0.073
2M17171539+5654540,18.132,0.02,17.991,0.018,15.307,0.043
2M17172081+5816575,17.606,0.02,17.324,0.022,15.176,0.049
2M17172081+5816575,0.0,0.0,0.0,0.0,0.0,0.0
2M17172225+5807254,18.125,0.021,18.19,0.023,16.662,0.05
2M17173092+5710272,15.554,0.021,15.51,0.021,14.357,0.052
2M17173126+5713016,0.0,0.0,0.0,0.0,0.0,0.0
2M17173857+5804389,17.552,0.02,17.645,0.022,15.942,0.049
2M17173940+5648035,18.526,0.021,18.49,0.018,15.546,0.043
2M17173940+5648035,0.0,0.0,0.0,0.0,0.0,0.0
2M17174581+5806590,17.092,0.02,16.778,0.022,14.915,0.049
2M17174617+5742219,18.198,0.024,18.246,0.028,16.783,0.051
2M17174815+5640122,17.683,0.018,17.458,0.018,15.041,0.051
2M17175018+5844213,0.0,0.0,0.0,0.0,0.0,0.0
2M17175835+5805592,18.412,0.023,18.458,0.025,17.006,0.05
2M17180708+5731596,15.043,0.017,15.048,0.02,14.086,0.06
2M17180766+5758541,17.886,0.023,17.619,0.028,15.412,0.05
2M17180807+5801468,17.506,0.022,17.547,0.028,15.834,0.049
2M17180918+5910567,18.213,0.021,18.019,0.022,15.5,0.056
2M17181038+5752090,17.355,0.022,17.415,0.028,15.624,0.049
2M17181542+5634182,18.883,0.037,18.727,0.028,17.218,0.055
2M17181542+5634182,0.0,0.0,0.0,0.0,0.0,0.0
2M17181686+5826540,16.547,0.017,16.385,0.02,15.011,0.073
2M17181767+5913249,15.816,0.019,15.615,0.019,14.225,0.055
2M17181806+5852392,18.008,0.018,18.046,0.022,16.751,0.048
2M17182313+5840029,18.028,0.019,17.749,0.021,15.927,0.073
2M17182313+5840029,0.0,0.0,0.0,0.0,0.0,0.0
2M17182988+5733357,17.852,0.018,17.537,0.022,15.743,0.061
2M17182988+5733357,0.0,0.0,0.0,0.0,0.0,0.0
2M17183011+5821309,0.0,0.0,0.0,0.0,0.0,0.0
2M17183226+5652535,16.846,0.019,16.57,0.017,14.953,0.043
2M17183283+5750561,18.216,0.024,18.27,0.03,16.804,0.051
2M17184224+5759099,17.463,0.022,17.519,0.028,15.78,0.049
2M17184293+5738497,18.165,0.018,18.205,0.021,16.647,0.061
2M17184996+5656475,15.337,0.018,15.326,0.016,14.328,0.042
2M17185032+5846086,18.422,0.018,18.28,0.022,16.585,0.049
2M17185211+5804130,17.504,0.02,17.524,0.023,15.749,0.049
2M17185301+5650234,15.611,0.018,15.592,0.016,14.549,0.043
2M17185539+5643274,16.181,0.019,16.112,0.017,14.862,0.043
2M17185684+5745341,15.016,0.021,15.019,0.027,14.102,0.049
2M17185759+5754142,17.97,0.023,17.995,0.028,16.427,0.05
2M17185773+5755463,18.002,0.023,18.048,0.028,16.516,0.05
2M17185826+5748577,17.752,0.023,17.796,0.029,16.185,0.05
2M17190157+5822115,16.043499,0.0131244045,15.903999,0.014849242,14.555,0.044240817
2M17190171+5856223,15.416,0.016,15.412,0.021,14.493,0.047
2M17190356+5746425,18.098,0.023,18.138,0.029,16.563,0.051
2M17190618+5736180,15.837,0.017,15.797,0.02,14.724,0.06
2M17190618+5736180,0.0,0.0,0.0,0.0,0.0,0.0
2M17190834+5915317,15.477,0.019,15.452,0.019,14.479,0.055
2M17191081+5759173,17.444,0.022,17.488,0.027,15.691,0.05
2M17191177+5740213,0.0,0.0,0.0,0.0,0.0,0.0
2M17191225+5802577,0.0,0.0,0.0,0.0,0.0,0.0
2M17191342+5752334,17.751,0.022,17.797,0.029,16.079,0.05
2M17191648+5735149,0.0,0.0,0.0,0.0,0.0,0.0
2M17191655+5706465,15.97,0.021,15.915,0.021,14.671,0.053
2M17191691+5704517,16.171,0.021,16.097,0.021,14.832,0.053
2M17191694+5815508,18.34,0.023,18.4,0.025,16.979,0.051
2M17191740+5810401,17.272,0.02,17.316,0.022,15.811,0.049
2M17191752+5801070,17.275,0.022,17.323,0.027,15.352,0.05
2M17191757+5754322,18.279,0.023,18.343,0.029,16.838,0.051
2M17192063+5827278,17.761,0.018,17.471,0.021,15.592,0.073
2M17192063+5827278,0.0,0.0,0.0,0.0,0.0,0.0
2M17193185+5733347,18.157,0.019,18.193,0.022,16.723,0.061
2M17193322+5816299,15.71,0.019,15.678,0.021,14.637,0.049
2M17193397+5731158,17.781,0.019,17.652,0.021,16.124,0.061
2M17193545+5758465,17.684,0.022,17.722,0.028,16.027,0.05
2M17193600+5756289,17.801,0.022,17.844,0.029,16.152,0.05
2M17193996+5754247,17.845,0.022,17.895,0.028,16.264,0.05
2M17194005+5850367,15.53,0.016,15.497,0.021,14.474,0.047
2M17194183+5752192,17.106,0.022,17.166,0.028,15.497,0.05
2M17194258+5821508,15.269501,0.015116218,15.24,0.016800297,14.136499,0.04510543
2M17194472+5757369,17.356,0.022,17.419,0.028,15.565,0.05
2M17194767+5748365,17.491,0.022,17.542,0.028,15.757,0.05
2M17194909+5804319,18.151,0.022,18.194,0.023,16.582,0.05
2M17195078+5801280,16.177,0.021,16.04,0.028,14.769,0.053
2M17195181+5759177,17.739,0.023,17.807,0.029,16.14,0.052
2M17195200+5914309,17.035,0.02,16.715,0.019,15.076,0.056
2M17195300+5751377,18.14,0.023,18.182,0.028,16.72,0.051
2M17195342+5756162,18.488,0.023,18.545,0.03,17.119,0.053
2M17195764+5750054,17.868,0.022,17.479,0.028,15.579,0.05
2M17195888+5757208,17.378,0.022,17.437,0.028,15.668,0.051
2M17195998+5712311,18.048,0.024,17.751,0.023,16.022,0.054
2M17195998+5712311,0.0,0.0,0.0,0.0,0.0,0.0
2M17200040+5809542,17.653,0.021,17.376,0.022,15.096,0.049
2M17200068+5753464,18.159,0.023,17.784,0.028,16.043,0.051
2M17200396+5759082,17.565,0.022,17.578,0.028,15.756,0.053
2M17200468+5814009,15.71,0.02,15.65,0.022,14.535,0.05
2M17200577+5756234,17.218,0.022,17.277,0.027,15.702,0.052
2M17200795+5621115,17.917,0.023,17.823,0.025,16.453,0.054
2M17200969+5746292,17.974,0.023,18.019,0.028,16.45,0.05
2M17201157+5749365,18.28,0.024,18.343,0.029,16.831,0.05
2M17201351+5751591,17.824,0.023,17.863,0.028,16.239,0.051
2M17201553+5713328,15.149,0.024,15.134,0.024,14.204,0.055
2M17201700+5759019,17.909,0.023,17.967,0.029,16.346,0.053
2M17201703+5756123,18.428,0.024,18.445,0.03,16.986,0.052
2M17202070+5905129,16.115,0.014534442,16.072,0.01523975,14.668,0.05131277
2M17202109+5749274,17.8095,0.017356556,17.855,0.018768324,16.213001,0.04728901
2M17202284+5916117,16.2845,0.02061553,16.1395,0.02274313,14.7435,0.059518903
2M17202414+5833179,15.0575,0.013509256,15.0585,0.0145,14.128,0.054520637
2M17202564+5753044,11.364,0.2328916,10.98,0.05092151,10.488,0.06269968
2M17202725+5911561,0.0,0.0,0.0,0.0,0.0,0.0
2M17202734+5756523,17.837502,0.016650826,17.8785,0.018506756,16.3025,0.04645697
2M17203116+5758060,18.3275,0.01843909,18.365501,0.019209374,16.8995,0.04702393
2M17203282+5751438,17.35,0.024,17.39,0.023,15.41,0.076
2M17203329+5619561,0.0,0.0,0.0,0.0,0.0,0.0
2M17203352+5750196,18.087,0.025,17.836,0.023,16.167,0.076
2M17203417+5753319,17.777,0.024,17.824,0.023,16.125,0.075
2M17203657+5842048,0.0,0.0,0.0,0.0,0.0,0.0
2M17203732+5703458,16.883,0.541,19.328,0.067,16.674,0.229
2M17203732+5703458,0.0,0.0,0.0,0.0,0.0,0.0
2M17203739+5759125,17.245,0.024,17.294,0.023,15.532,0.076
2M17204018+5747067,18.081,0.025,18.124,0.025,16.59,0.077
2M17204022+5757329,16.773,0.023,16.813,0.023,14.897,0.076
2M17204181+5800248,17.158,0.024,17.206,0.023,15.36,0.076
2M17204365+5748441,16.813,0.023,16.852,0.023,15.001,0.075
2M17205095+5751092,18.067,0.025,18.124,0.023,16.652,0.075
2M17205095+5751092,0.0,0.0,0.0,0.0,0.0,0.0
2M17205204+5759477,17.782,0.024,17.816,0.023,16.154,0.075
2M17205298+5755578,17.589,0.024,17.621,0.023,15.739,0.075
2M17205373+5754404,18.074,0.024,18.117,0.025,16.609,0.076
2M17205522+5824508,15.243,0.02,15.221,0.02,14.226,0.078
2M17205848+5641384,0.0,0.0,0.0,0.0,0.0,0.0
2M17210223+5815384,17.392,0.02,17.424,0.021,15.7,0.07
2M17210351+5642406,18.631,0.046,18.795,0.05,17.367,0.082
2M17210352+5757082,17.598,0.024,17.636,0.023,15.988,0.075
2M17210452+5829553,15.356,0.02,15.341,0.02,14.402,0.076
2M17210484+5802011,18.342,0.025,18.404,0.025,16.961,0.076
2M17210799+5720370,16.881,0.021523243,16.946999,0.018062392,15.6665,0.05352803
2M17210811+5906289,18.172,0.021,18.05,0.024,16.557,0.083
2M17211447+5808376,18.664,0.021,18.465,0.022,16.782,0.071
2M17211447+5808376,0.0,0.0,0.0,0.0,0.0,0.0
2M17211457+5752139,18.713,0.028,18.799,0.026,17.39,0.076
2M17212581+5841185,0.0,0.0,0.0,0.0,0.0,0.0
2M17212624+5752066,0.0,0.0,0.0,0.0,0.0,0.0
2M17212746+5721486,17.932499,0.015206906,17.6825,0.01523975,15.4595,0.04703456
2M17212746+5721486,0.0,0.0,0.0,0.0,0.0,0.0
2M17212921+5718269,15.528,0.021,15.517,0.022,14.517,0.067
2M17213025+5750163,17.763,0.024,17.826,0.023,16.217,0.075
2M17213209+5806425,18.651,0.041,18.756,0.037,17.244,0.08
2M17213364+5733239,0.0,0.0,0.0,0.0,0.0,0.0
2M17213683+5729491,14.861,0.018,14.871,0.019,14.047,0.063
2M17213683+5729491,0.0,0.0,0.0,0.0,0.0,0.0
2M17214034+5747320,17.634,0.025,17.698,0.023,16.014,0.075
2M17214368+5757126,17.549,0.024,17.627,0.023,16.029,0.075
2M17214377+5716438,15.789,0.021,15.694,0.022,14.332,0.067
2M17214441+5831375,16.093,0.02,16.072,0.02,14.806,0.076
2M17215037+5641420,0.0,0.0,0.0,0.0,0.0,0.0
2M17215578+5813288,15.69,0.019,15.686,0.02,14.68,0.07
2M17215634+5843182,16.807,0.018,16.57,0.018,15.054,0.08
2M17215634+5843182,0.0,0.0,0.0,0.0,0.0,0.0
2M17215694+5759339,18.249,0.026,18.315,0.025,16.751,0.076
2M17215819+5756042,17.571,0.024,17.624,0.023,15.97,0.075
2M17220202+5637423,0.0,0.0,0.0,0.0,0.0,0.0
2M17220376+5741287,0.0,0.0,0.0,0.0,0.0,0.0
2M17220575+5709461,14.467,0.021,14.48,0.022,13.543,0.067
2M17220681+5728048,17.667,0.02,17.373,0.02,15.227,0.063
2M17220990+5642504,18.341,0.023,18.147,0.025,16.414,0.067
2M17220990+5642504,0.0,0.0,0.0,0.0,0.0,0.0
2M17221004+5838333,15.151,0.019,15.125,0.02,14.08,0.075
2M17221363+5753065,17.567,0.024,17.615,0.023,15.95,0.075
2M17221397+5903492,0.0,0.0,0.0,0.0,0.0,0.0
2M17221512+5857055,14.289,0.017,14.308,0.018,13.489,0.08
2M17221651+5623272,17.943,0.019,17.811,0.02,16.084,0.049
2M17221651+5623272,0.0,0.0,0.0,0.0,0.0,0.0
2M17221674+5621208,16.733,0.018,16.491,0.019,14.729,0.049
2M17221674+5621208,0.0,0.0,0.0,0.0,0.0,0.0
2M17221995+5741559,0.0,0.0,0.0,0.0,0.0,0.0
2M17223419+5706219,17.326,0.022,17.034,0.022,15.218,0.068
2M17223419+5706219,0.0,0.0,0.0,0.0,0.0,0.0
2M17223989+5731498,16.026,0.018,15.91,0.019,14.596,0.063
2M17224204+5914053,17.305,0.019,16.977,0.022,15.056,0.082
2M17224549+5651298,18.054,0.022,17.987,0.025,16.684,0.067
2M17224845+5833044,15.17,0.019,15.162,0.019,14.166,0.075
2M17225250+5805332,17.283,0.02,17.001,0.021,14.968,0.07
2M17225638+5851494,14.162,0.017,14.159,0.018,13.243,0.08
2M17225638+5851494,0.0,0.0,0.0,0.0,0.0,0.0
2M17225812+5842262,15.589,0.017,15.558,0.018,14.332,0.08
2M17230670+5848428,18.629,0.022,18.672,0.022,15.497,0.08
2M17230670+5848428,0.0,0.0,0.0,0.0,0.0,0.0
2M17230839+5903379,0.0,0.0,0.0,0.0,0.0,0.0
2M17230976+5755311,17.764,0.024,17.518,0.023,15.317,0.075
2M17230978+5635087,15.432,0.018,15.419,0.018,14.451,0.048
2M17230998+5829413,15.556,0.019,15.53,0.02,14.538,0.076
2M17231519+5647546,15.108,0.02,15.085,0.023,14.113,0.066
2M17231904+5628304,15.211,0.017,15.204,0.018,14.306,0.048
2M17232955+5901384,15.233,0.017,15.253,0.018,14.374,0.08
2M17233038+5803555,18.822,0.039,18.7,0.034,17.007,0.082
2M17233810+5857349,15.086,0.017,15.086,0.018,14.135,0.08
2M17234017+5634465,16.296,0.018,16.128,0.019,14.805,0.048
2M17234436+5645040,18.127,0.025,18.088,0.026,15.24,0.066
2M17234461+5715034,18.643,0.024,18.441,0.023,17.043,0.07
2M17234461+5715034,0.0,0.0,0.0,0.0,0.0,0.0
2M17234702+5642127,0.0,0.0,0.0,0.0,0.0,0.0
2M17235171+5809342,17.675,0.02,17.371,0.021,15.363,0.071
2M17235803+5743542,15.201,0.023,15.192,0.022,14.277,0.075
2M17235940+5647482,16.681,0.021,16.474,0.024,14.928,0.066
2M17240089+5749275,14.686,0.023,14.697,0.022,14.059,0.075
2M17240310+5829134,15.161,0.019,15.135,0.02,14.179,0.075
2M17240897+5703539,15.585,0.096,16.436,0.111,14.75,0.099
2M17241040+5755223,15.317,0.023,15.322,0.022,14.44,0.074
2M17241297+5804094,16.258,0.019,16.104,0.02,14.758,0.07
2M17241724+5804217,15.166,0.019,15.151,0.02,14.127,0.07
2M17242195+5638100,18.263,0.022,18.172,0.02,16.79,0.049
2M17242937+5718403,17.594,0.022,17.331,0.023,15.137,0.068
2M17244295+5830198,17.869,0.021,17.563,0.021,15.607,0.076
2M17244295+5830198,0.0,0.0,0.0,0.0,0.0,0.0
2M17244732+5745427,15.901,0.023,15.821,0.022,14.646,0.074
2M17245558+5733497,17.979,0.024,18.013,0.063,15.213,0.074
2M17245558+5733497,0.0,0.0,0.0,0.0,0.0,0.0
2M17245666+5808485,18.158,0.021,17.981,0.021,15.343,0.07
2M17245666+5808485,0.0,0.0,0.0,0.0,0.0,0.0
2M17245835+5804118,17.663,0.02,17.33,0.021,15.508,0.07
2M17245835+5804118,0.0,0.0,0.0,0.0,0.0,0.0
2M17250019+5847450,15.47,0.03,15.476,0.026,14.411,0.08
2M17250078+5802549,0.0,0.0,0.0,0.0,0.0,0.0
2M17250563+5903517,15.112,0.034,15.318,0.079,14.158,0.088
2M17251822+5636398,0.0,0.0,0.0,0.0,0.0,0.0
2M17251938+5708365,0.0,0.0,0.0,0.0,0.0,0.0
2M17252019+5705364,0.0,0.0,0.0,0.0,0.0,0.0
2M17252413+5657097,0.0,0.0,0.0,0.0,0.0,0.0
2M17252689+5654331,0.0,0.0,0.0,0.0,0.0,0.0
2M17253029+5627377,0.0,0.0,0.0,0.0,0.0,0.0
2M17253066+5727212,0.0,0.0,0.0,0.0,0.0,0.0
2M17253162+5707159,0.0,0.0,0.0,0.0,0.0,0.0
2M17253344+5711107,0.0,0.0,0.0,0.0,0.0,0.0
2M17253513+5714223,0.0,0.0,0.0,0.0,0.0,0.0
2M17253853+5759189,0.0,0.0,0.0,0.0,0.0,0.0
2M17254264+5812539,0.0,0.0,0.0,0.0,0.0,0.0
2M17254784+5751292,0.0,0.0,0.0,0.0,0.0,0.0
2M17254789+5738092,0.0,0.0,0.0,0.0,0.0,0.0
2M17254995+5754121,0.0,0.0,0.0,0.0,0.0,0.0
2M17255391+5801168,0.0,0.0,0.0,0.0,0.0,0.0
2M17255491+5759311,0.0,0.0,0.0,0.0,0.0,0.0
2M17255570+5744451,0.0,0.0,0.0,0.0,0.0,0.0
2M17255582+5644559,18.445,0.019,18.37,0.02,16.895,0.062
2M17255865+5821330,0.0,0.0,0.0,0.0,0.0,0.0
2M17260211+5633414,15.208,0.019,15.208,0.019,14.259,0.066
2M17260409+5629427,18.826,0.027,18.862,0.026,17.271,0.068
2M17260940+5712016,15.686,0.017,15.639,0.02,14.417,0.057
2M17260967+5807247,17.733,0.023,17.552,0.033,15.121,0.072
2M17261438+5756598,17.107,0.02,16.814,0.023,14.95,0.066
2M17262767+5847085,15.376,0.016,15.383,0.019,14.468,0.066
2M17263130+5710102,15.987,0.017,15.943,0.019,14.649,0.056
2M17263358+5707532,17.583,0.019,17.433,0.021,15.794,0.057
2M17264326+5643398,17.966,0.018,18.046,0.019,14.63,0.06
2M17264326+5643398,0.0,0.0,0.0,0.0,0.0,0.0
2M17264349+5707328,18.412,0.02,18.312,0.022,15.562,0.057
2M17264945+5904260,17.324,0.021,17.035,0.02,15.113,0.072
2M17265591+5900001,0.0,0.0,0.0,0.0,0.0,0.0
2M17265837+5752267,15.07,0.019,15.059,0.022,14.135,0.067
2M17265938+5707084,0.0,0.0,0.0,0.0,0.0,0.0
2M17270018+5711390,15.298,0.017,15.305,0.019,14.418,0.057
2M17271130+5719509,15.436,0.017,15.439,0.02,14.513,0.056
2M17272223+5855097,0.0,0.0,0.0,0.0,0.0,0.0
2M17272460+5644487,15.137,0.015,15.122,0.017,14.14,0.06
2M17274108+5730378,0.0,0.0,0.0,0.0,0.0,0.0
2M17274392+5834197,15.799,0.015,15.783,0.017,14.724,0.07
2M17275195+5859086,15.007,0.016,15.018,0.019,14.113,0.066
2M17275337+5752544,16.479,0.02,16.287,0.022,14.843,0.066
2M17275629+5800567,18.281,0.022,18.052,0.024,16.483,0.068
2M17275629+5800567,0.0,0.0,0.0,0.0,0.0,0.0
2M17280575+5645460,16.275,0.015,16.232,0.017,14.942,0.06
2M17280751+5710288,15.743,0.017,15.723,0.02,14.622,0.056
2M17280755+5839479,15.534,0.015,15.559,0.016,14.44,0.07
2M17282749+5704411,16.755,0.018,16.482,0.02,14.81,0.057
2M17282855+5725444,18.95,0.035,19.024,0.028,17.485,0.082
2M17282863+5843303,15.089,0.016,15.08,0.019,14.113,0.066
2M17282863+5843303,0.0,0.0,0.0,0.0,0.0,0.0
2M17284448+5846583,17.639,0.017,17.485,0.019,14.888,0.066
2M17284448+5846583,0.0,0.0,0.0,0.0,0.0,0.0
2M17284965+5709116,15.436,0.017,15.426,0.02,14.392,0.057
2M17285246+5707595,15.553,0.017,15.545,0.019,14.583,0.057
2M17285940+5718599,0.0,0.0,0.0,0.0,0.0,0.0
2M17290495+5842037,17.0,0.016,16.691,0.019,14.918,0.066
2M17290512+5724298,15.118,0.015,15.098,0.018,14.12,0.071
2M17291136+5750581,17.048,0.02,16.823,0.023,15.212,0.066
2M17291483+5706263,18.675,0.024,18.581,0.022,15.417,0.057
2M17292961+5719592,18.579,0.021,18.535,0.021,15.511,0.057
2M17293462+5708041,18.422,0.019,18.365,0.022,15.478,0.057
2M17294103+5704300,17.304,0.018,17.018,0.02,14.872,0.057
2M17294511+5831124,16.617,0.015,16.396,0.017,14.849,0.07
2M17294887+5658207,14.588,0.015,14.575,0.017,13.6,0.06
2M17300254+5732395,15.502,0.015,15.452,0.018,14.363,0.071
2M17300254+5732395,0.0,0.0,0.0,0.0,0.0,0.0
2M17300306+5656562,17.877,0.017,17.793,0.018,16.419,0.061
2M17300650+5837550,16.807,0.016,16.519,0.017,14.768,0.072
2M17300650+5837550,0.0,0.0,0.0,0.0,0.0,0.0
2M17300936+5706335,15.002,0.017,15.005,0.019,14.076,0.057
2M17302260+5837438,14.996,0.015,14.99,0.017,14.053,0.07
2M17302260+5837438,0.0,0.0,0.0,0.0,0.0,0.0
2M17303841+5814523,18.549,0.019,18.474,0.024,15.548,0.069
2M17303841+5814523,0.0,0.0,0.0,0.0,0.0,0.0
2M17303909+5835078,15.385,0.014,15.372,0.016,14.41,0.07
2M17303960+5723098,15.4185,0.012806248,15.419001,0.01570032,14.518,0.04816638
2M17304881+5731548,18.377,0.017,18.227,0.019,15.48,0.071
2M17305268+5739406,15.446,0.016,15.428,0.018,14.481,0.072
2M17310807+5722596,0.0,0.0,0.0,0.0,0.0,0.0
2M17311222+5827516,17.67,0.016,17.532,0.018,15.974,0.07
2M17311501+5825299,17.661,0.018,17.695,0.02,16.487,0.072
2M17311593+5747500,0.0,0.0,0.0,0.0,0.0,0.0
2M17312246+5734436,0.0,0.0,0.0,0.0,0.0,0.0
2M17320715+5800048,0.0,0.0,0.0,0.0,0.0,0.0
2M17202725+5911561,0.0,0.0,0.0,0.0,0.0,0.0
2M17215380+5932242,0.0,0.0,0.0,0.0,0.0,0.0
2M17215981+5931142,0.0,0.0,0.0,0.0,0.0,0.0
2M17221080+5906052,13.552,0.018,13.499,0.022,12.109,0.082
2M17221247+5900543,0.0,0.0,0.0,0.0,0.0,0.0
2M17221459+5919564,11.726,0.073,11.754,0.07,11.087,0.086
2M17221729+5927537,0.0,0.0,0.0,0.0,0.0,0.0
2M17222749+5900184,13.291,0.017,13.282,0.018,12.005,0.08
2M17223787+5911097,10.823,0.073,10.854,0.08,9.753,0.098
2M17224883+5910151,12.389,0.019,12.242,0.032,10.507,0.084
2M17225154+5919298,13.376,0.018,13.24,0.022,11.955,0.082
2M17230921+5919051,0.0,0.0,0.0,0.0,0.0,0.0
2M17231046+5849186,12.168,0.028,12.189,0.04,11.402,0.08
2M17231549+5931266,0.0,0.0,0.0,0.0,0.0,0.0
2M17233856+5834184,0.0,0.0,0.0,0.0,0.0,0.0
2M17234636+5903431,0.0,0.0,0.0,0.0,0.0,0.0
2M17234937+5856382,0.0,0.0,0.0,0.0,0.0,0.0
2M17235264+5911542,12.056,0.048,12.015,0.064,11.249,0.083
2M17235264+5911542,0.0,0.0,0.0,0.0,0.0,0.0
2M17235398+5920478,0.0,0.0,0.0,0.0,0.0,0.0
2M17235852+5833563,11.961,0.071,11.826,0.082,10.987,0.095
2M17240373+5915475,11.879,0.113,11.801,0.113,11.161,0.097
2M17240422+5905113,12.959,0.019,12.926,0.022,11.879,0.083
2M17240422+5905113,0.0,0.0,0.0,0.0,0.0,0.0
2M17241204+5921099,0.0,0.0,0.0,0.0,0.0,0.0
2M17241328+5841552,0.0,0.0,0.0,0.0,0.0,0.0
2M17241582+5903019,0.0,0.0,0.0,0.0,0.0,0.0
2M17241942+5845458,12.434,0.017,12.431,0.02,11.396,0.08
2M17242879+5909136,0.0,0.0,0.0,0.0,0.0,0.0
2M17244007+5900207,0.0,0.0,0.0,0.0,0.0,0.0
2M17244719+5840040,0.0,0.0,0.0,0.0,0.0,0.0
2M17245140+5839001,12.308,0.022,12.292,0.02,11.392,0.077
2M17245140+5839001,0.0,0.0,0.0,0.0,0.0,0.0
2M17245567+5917538,11.687,0.135,11.702,0.104,11.043,0.102
2M17245567+5917538,0.0,0.0,0.0,0.0,0.0,0.0
2M17245895+5847285,0.0,0.0,0.0,0.0,0.0,0.0
2M17250629+5857349,14.592,0.017,14.535,0.018,14.877,0.08
2M17251642+5851558,12.286,0.022,12.287,0.027,11.44,0.08
2M17254081+5915312,0.0,0.0,0.0,0.0,0.0,0.0
2M17254951+5833478,0.0,0.0,0.0,0.0,0.0,0.0
2M17255728+5926501,0.0,0.0,0.0,0.0,0.0,0.0
2M17260080+5903162,0.0,0.0,0.0,0.0,0.0,0.0
2M17260221+5910428,0.0,0.0,0.0,0.0,0.0,0.0
2M17260851+5854047,12.083,0.018,12.052,0.036,10.832,0.106
2M17261141+5915033,0.0,0.0,0.0,0.0,0.0,0.0
2M17261569+5840231,12.997,0.015,12.911,0.021,11.392,0.073
2M17261631+5932044,0.0,0.0,0.0,0.0,0.0,0.0
2M17261648+5901053,12.137,0.018,12.112,0.022,10.435,0.136
2M17262187+5918493,12.382,0.02,12.298,0.02,11.007,0.089
2M17262814+5840586,0.0,0.0,0.0,0.0,0.0,0.0
2M17263257+5829276,13.175,0.014,13.142,0.016,11.903,0.07
2M17263617+5855008,13.653,0.015,13.602,0.018,12.225,0.066
2M17264336+5837320,15.612,0.015,15.562,0.017,15.901,0.07
2M17264336+5837320,0.0,0.0,0.0,0.0,0.0,0.0
2M17264928+5817560,0.0,0.0,0.0,0.0,0.0,0.0
2M17265404+5925555,0.0,0.0,0.0,0.0,0.0,0.0
2M17265591+5900001,0.0,0.0,0.0,0.0,0.0,0.0
2M17265631+5833578,0.0,0.0,0.0,0.0,0.0,0.0
2M17265916+5849491,12.505,0.016,12.511,0.019,11.661,0.066
2M17265983+5827548,0.0,0.0,0.0,0.0,0.0,0.0
2M17271221+5843581,12.448,0.015,12.422,0.02,11.305,0.068
2M17271221+5843581,0.0,0.0,0.0,0.0,0.0,0.0
2M17271656+5836508,13.785,0.014,13.687,0.016,12.227,0.07
2M17271973+5925039,0.0,0.0,0.0,0.0,0.0,0.0
2M17273179+5831258,12.496,0.015,12.449,0.018,11.199,0.076
2M17273439+5847147,0.0,0.0,0.0,0.0,0.0,0.0
2M17273451+5924062,13.352,0.017,13.323,0.018,11.967,0.071
2M17274463+5819590,13.474,0.016,13.443,0.021,12.146,0.069
2M17275005+5836367,13.315,0.015,13.234,0.016,11.663,0.07
2M17275028+5931041,0.0,0.0,0.0,0.0,0.0,0.0
2M17280731+5835081,0.0,0.0,0.0,0.0,0.0,0.0
2M17281208+5909239,12.432,0.022,12.436,0.026,11.589,0.072
2M17281640+5825100,12.646,0.014,12.624,0.016,11.478,0.071
2M17282312+5902016,12.788,0.016,12.78,0.019,11.812,0.066
2M17282599+5912581,0.0,0.0,0.0,0.0,0.0,0.0
2M17283356+5853196,12.787,0.016,12.696,0.018,11.175,0.082
2M17284652+5832388,0.0,0.0,0.0,0.0,0.0,0.0
2M17284836+5839342,13.71,0.014,13.743,0.016,12.388,0.07
2M17284937+5847534,12.259,0.016,12.255,0.025,11.362,0.067
2M17284937+5847534,0.0,0.0,0.0,0.0,0.0,0.0
2M17290178+5917572,11.707,0.118,11.56,0.1,10.95,0.082
2M17290999+5926268,0.0,0.0,0.0,0.0,0.0,0.0
2M17291117+5907121,0.0,0.0,0.0,0.0,0.0,0.0
2M17291323+5914260,12.419,0.026,12.396,0.04,11.619,0.071
2M17294057+5907593,0.0,0.0,0.0,0.0,0.0,0.0
2M17294282+5831075,11.978,0.046,11.897,0.09,11.2,0.079
2M17294333+5838049,13.724,0.014,13.632,0.016,12.08,0.07
2M17295632+5920326,12.557,0.018,12.505,0.026,11.323,0.079
2M17295632+5920326,0.0,0.0,0.0,0.0,0.0,0.0
2M17300317+5853599,13.994,0.016,13.677,0.018,11.874,0.066
2M17300425+5902254,0.0,0.0,0.0,0.0,0.0,0.0
2M17301063+5925362,0.0,0.0,0.0,0.0,0.0,0.0
2M17301064+5839107,14.198,0.014,14.086,0.017,12.352,0.07
2M17302149+5847378,0.0,0.0,0.0,0.0,0.0,0.0
2M17303158+5923529,0.0,0.0,0.0,0.0,0.0,0.0
2M17303735+5839320,0.0,0.0,0.0,0.0,0.0,0.0
