APOGEE_ID,DDO51,DDO51ERR,M,MERR,T2,T2ERR
2M17215981+5931142,0.0,0.0,0.0,0.0,0.0,0.0
2M17220140+5811335,12.205,0.053,12.243,0.029,11.397,0.072
2M17220190+5756029,13.166,0.022,13.17,0.022,12.291,0.074
2M17220566+5827227,11.264,0.079,11.372,0.057,10.526,0.084
2M17220566+5827227,0.0,0.0,0.0,0.0,0.0,0.0
2M17221729+5927537,0.0,0.0,0.0,0.0,0.0,0.0
2M17222248+5833207,0.0,0.0,0.0,0.0,0.0,0.0
2M17222874+5820299,13.162,0.019,13.132,0.02,12.042,0.07
2M17223787+5911097,10.823,0.073,10.854,0.08,9.753,0.098
2M17230424+5844183,13.806,0.017,13.703,0.018,12.478,0.08
2M17230629+5838144,14.08,0.02,14.036,0.02,12.662,0.076
2M17230921+5919051,0.0,0.0,0.0,0.0,0.0,0.0
2M17231046+5849186,12.168,0.028,12.189,0.04,11.402,0.08
2M17232431+5751471,13.168,0.023,13.164,0.022,12.253,0.074
2M17233773+5916010,12.688,0.018,12.688,0.022,11.849,0.082
2M17234240+5818030,12.923,0.019,12.791,0.02,11.345,0.079
2M17234945+5808459,11.246,0.166,11.522,0.171,10.558,0.11
2M17234945+5808459,0.0,0.0,0.0,0.0,0.0,0.0
2M17234978+5843192,13.609,0.017,13.569,0.018,12.492,0.08
2M17235398+5920478,0.0,0.0,0.0,0.0,0.0,0.0
2M17241328+5841552,0.0,0.0,0.0,0.0,0.0,0.0
2M17243242+5753595,12.536,0.023,12.54,0.023,11.636,0.075
2M17243385+5805526,12.347,0.038,12.339,0.029,11.403,0.073
2M17245939+5841446,0.0,0.0,0.0,0.0,0.0,0.0
2M17250116+5918288,12.844,0.018,12.834,0.022,11.913,0.082
2M17251533+5835085,10.88,0.116,10.697,0.119,10.394,0.163
2M17252153+5841334,0.0,0.0,0.0,0.0,0.0,0.0
2M17252855+5755167,12.862,0.026,12.727,0.025,10.634,0.093
2M17253222+5746411,0.0,0.0,0.0,0.0,0.0,0.0
2M17253852+5756043,0.0,0.0,0.0,0.0,0.0,0.0
2M17253853+5759189,0.0,0.0,0.0,0.0,0.0,0.0
2M17254393+5748118,0.0,0.0,0.0,0.0,0.0,0.0
2M17255491+5759311,0.0,0.0,0.0,0.0,0.0,0.0
2M17260041+5832339,0.0,0.0,0.0,0.0,0.0,0.0
2M17260221+5910428,0.0,0.0,0.0,0.0,0.0,0.0
2M17260851+5854047,12.083,0.018,12.052,0.036,10.832,0.106
2M17261631+5932044,0.0,0.0,0.0,0.0,0.0,0.0
2M17262187+5918493,12.382,0.02,12.298,0.02,11.007,0.089
2M17262814+5840586,0.0,0.0,0.0,0.0,0.0,0.0
2M17263257+5829276,13.175,0.014,13.142,0.016,11.903,0.07
2M17263617+5855008,13.653,0.015,13.602,0.018,12.225,0.066
2M17263751+5748169,13.15,0.019,13.149,0.022,12.238,0.066
2M17263751+5748169,0.0,0.0,0.0,0.0,0.0,0.0
2M17264928+5817560,0.0,0.0,0.0,0.0,0.0,0.0
2M17265325+5836404,13.005,0.014,13.002,0.016,12.071,0.07
2M17270024+5751478,12.6,0.02,12.593,0.023,11.649,0.067
2M17270860+5820061,12.366,0.044,12.403,0.034,11.671,0.07
2M17271221+5843581,12.448,0.015,12.422,0.02,11.305,0.068
2M17271221+5843581,0.0,0.0,0.0,0.0,0.0,0.0
2M17271656+5836508,13.785,0.014,13.687,0.016,12.227,0.07
2M17272088+5812504,0.0,0.0,0.0,0.0,0.0,0.0
2M17275343+5853258,12.852,0.016,12.859,0.019,12.046,0.066
2M17280202+5825246,12.793,0.014,12.717,0.016,11.361,0.078
2M17281485+5806195,12.607,0.018,12.594,0.022,11.546,0.07
2M17281485+5806195,0.0,0.0,0.0,0.0,0.0,0.0
2M17281640+5825100,12.646,0.014,12.624,0.016,11.478,0.071
2M17282094+5920183,13.647,0.017,13.5,0.018,12.261,0.071
2M17282094+5920183,0.0,0.0,0.0,0.0,0.0,0.0
2M17282716+5819020,13.607,0.016,13.532,0.021,12.358,0.069
2M17283356+5853196,12.787,0.016,12.696,0.018,11.175,0.082
2M17283924+5820576,12.681,0.012619429,12.6825,0.013200379,11.797501,0.049145192
2M17283924+5820576,0.0,0.0,0.0,0.0,0.0,0.0
2M17283941+5755097,13.902,0.019,13.834,0.022,12.596,0.066
2M17284621+5817074,13.014,0.016,12.898,0.021,11.343,0.088
2M17291117+5907121,0.0,0.0,0.0,0.0,0.0,0.0
2M17291616+5753260,13.313,0.019,13.284,0.022,12.248,0.066
2M17291691+5816530,13.281,0.016,13.195,0.021,11.729,0.07
2M17293340+5927284,0.0,0.0,0.0,0.0,0.0,0.0
2M17293663+5911351,0.0,0.0,0.0,0.0,0.0,0.0
2M17294208+5843116,12.717,0.015,12.727,0.018,11.898,0.066
2M17294282+5831075,11.978,0.046,11.897,0.09,11.2,0.079
2M17294535+5821071,12.906,0.010630147,12.8505,0.013200379,11.4495,0.052002404
2M17294790+5925506,0.0,0.0,0.0,0.0,0.0,0.0
2M17300355+5856195,13.502,0.015,13.415,0.018,12.183,0.066
2M17300355+5856195,0.0,0.0,0.0,0.0,0.0,0.0
2M17300425+5902254,0.0,0.0,0.0,0.0,0.0,0.0
2M17301081+5810512,11.374,0.055,11.265,0.076,10.681,0.071
2M17301427+5750217,11.947,0.096,11.94,0.083,11.033,0.079
2M17303328+5927176,0.0,0.0,0.0,0.0,0.0,0.0
2M17304302+5916148,12.514,0.02,12.489,0.03,11.659,0.071
2M17304302+5916148,0.0,0.0,0.0,0.0,0.0,0.0
2M17304754+5927077,0.0,0.0,0.0,0.0,0.0,0.0
2M17305758+5855591,12.963,0.016,12.935,0.019,11.924,0.066
2M17305758+5855591,0.0,0.0,0.0,0.0,0.0,0.0
2M17310641+5747574,0.0,0.0,0.0,0.0,0.0,0.0
2M17311462+5810127,0.0,0.0,0.0,0.0,0.0,0.0
2M17312402+5844062,0.0,0.0,0.0,0.0,0.0,0.0
2M17312603+5909221,12.001,0.05,11.981,0.083,11.099,0.071
2M17312603+5909221,0.0,0.0,0.0,0.0,0.0,0.0
2M17313626+5913325,0.0,0.0,0.0,0.0,0.0,0.0
2M17314537+5837388,0.0,0.0,0.0,0.0,0.0,0.0
2M17314694+5816541,0.0,0.0,0.0,0.0,0.0,0.0
2M17314902+5821009,0.0,0.0,0.0,0.0,0.0,0.0
2M17320515+5921439,0.0,0.0,0.0,0.0,0.0,0.0
2M17321047+5919018,0.0,0.0,0.0,0.0,0.0,0.0
2M17321093+5910463,0.0,0.0,0.0,0.0,0.0,0.0
2M17322051+5919034,0.0,0.0,0.0,0.0,0.0,0.0
2M17322307+5819284,0.0,0.0,0.0,0.0,0.0,0.0
2M17322469+5752297,0.0,0.0,0.0,0.0,0.0,0.0
2M17323092+5804447,0.0,0.0,0.0,0.0,0.0,0.0
2M17324194+5816335,0.0,0.0,0.0,0.0,0.0,0.0
2M17324671+5906149,0.0,0.0,0.0,0.0,0.0,0.0
2M17325686+5910400,0.0,0.0,0.0,0.0,0.0,0.0
2M17080483+5929575,0.0,0.0,0.0,0.0,0.0,0.0
2M17081951+5913148,0.0,0.0,0.0,0.0,0.0,0.0
2M17083502+5819100,0.0,0.0,0.0,0.0,0.0,0.0
2M17083598+5753507,0.0,0.0,0.0,0.0,0.0,0.0
2M17083701+5911086,0.0,0.0,0.0,0.0,0.0,0.0
2M17084087+5907537,0.0,0.0,0.0,0.0,0.0,0.0
2M17084212+5830127,0.0,0.0,0.0,0.0,0.0,0.0
2M17084470+5923294,0.0,0.0,0.0,0.0,0.0,0.0
2M17084879+5728379,0.0,0.0,0.0,0.0,0.0,0.0
2M17084936+5806025,0.0,0.0,0.0,0.0,0.0,0.0
2M17085726+5719433,0.0,0.0,0.0,0.0,0.0,0.0
2M17091049+5822186,0.0,0.0,0.0,0.0,0.0,0.0
2M17091961+5825276,0.0,0.0,0.0,0.0,0.0,0.0
2M17092112+5809048,0.0,0.0,0.0,0.0,0.0,0.0
2M17092791+5829483,0.0,0.0,0.0,0.0,0.0,0.0
2M17093460+5910235,0.0,0.0,0.0,0.0,0.0,0.0
2M17093620+5753586,0.0,0.0,0.0,0.0,0.0,0.0
2M17093830+5836512,0.0,0.0,0.0,0.0,0.0,0.0
2M17094113+5917302,13.567,0.03,13.534,0.031,12.385,0.097
2M17094943+5920115,11.633,0.106,11.088,0.082,9.408,0.634
2M17095827+5838562,13.221,0.021,13.208,0.02,11.86,0.064
2M17100390+5835349,14.227,0.021,14.159,0.02,12.735,0.062
2M17100761+5824281,0.0,0.0,0.0,0.0,0.0,0.0
2M17101261+5821122,12.6445,0.019300258,12.644,0.021219095,11.6705,0.05287958
2M17101909+5803136,0.0,0.0,0.0,0.0,0.0,0.0
2M17103151+5926039,0.0,0.0,0.0,0.0,0.0,0.0
2M17103402+5704244,12.418,0.025,12.299,0.028,10.9,0.077
2M17103711+5752240,13.134,0.023,13.124,0.024,11.936,0.053
2M17103837+5711079,11.958,0.036,11.832,0.061,11.085,0.07
2M17103837+5711079,0.0,0.0,0.0,0.0,0.0,0.0
2M17103920+5756200,0.0,0.0,0.0,0.0,0.0,0.0
2M17104630+5842445,0.0,0.0,0.0,0.0,0.0,0.0
2M17104635+5713361,13.325,0.025,13.269,0.023,12.056,0.069
2M17104996+5830173,0.0,0.0,0.0,0.0,0.0,0.0
2M17105016+5755271,12.699,0.023,12.674,0.024,11.689,0.053
2M17105711+5811315,14.156,0.019,14.128,0.021,12.709,0.064
2M17110018+5727527,12.116,0.029,12.085,0.032,11.017,0.063
2M17110422+5736114,0.0,0.0,0.0,0.0,0.0,0.0
2M17110582+5803463,13.105,0.019,12.894,0.021,11.402,0.066
2M17110761+5854271,13.311,0.019,13.322,0.02,12.336,0.074
2M17111559+5848253,0.0,0.0,0.0,0.0,0.0,0.0
2M17111918+5801108,13.458,0.023,13.431,0.024,12.366,0.053
2M17112074+5900570,12.745,0.02,12.745,0.021,11.836,0.074
2M17112074+5900570,0.0,0.0,0.0,0.0,0.0,0.0
2M17112541+5904504,12.638,0.023,12.648,0.025,11.906,0.077
2M17112934+5737130,14.609,0.02,14.387,0.02,12.761,0.045
2M17112934+5737130,0.0,0.0,0.0,0.0,0.0,0.0
2M17113550+5821174,13.277,0.013793114,13.202499,0.0145,11.7675,0.0442069
2M17114623+5843121,12.831,0.019,12.751,0.021,10.714,0.113
2M17114663+5904148,13.829,0.022,13.777,0.023,12.531,0.076
2M17115114+5710413,11.726,0.051,11.754,0.074,10.989,0.072
2M17115310+5801543,0.0,0.0,0.0,0.0,0.0,0.0
2M17115772+5702305,0.0,0.0,0.0,0.0,0.0,0.0
2M17115861+5926337,0.0,0.0,0.0,0.0,0.0,0.0
2M17120294+5744116,13.067,0.023,13.058,0.024,11.689,0.053
2M17120294+5744116,0.0,0.0,0.0,0.0,0.0,0.0
2M17120327+5733429,10.886,0.024,10.998,0.038,10.2,0.068
2M17120327+5733429,0.0,0.0,0.0,0.0,0.0,0.0
2M17120804+5739355,11.47,0.075,11.471,0.059,10.187,0.121
2M17121067+5859343,13.421,0.019,13.367,0.021,11.901,0.074
2M17121489+5708126,0.0,0.0,0.0,0.0,0.0,0.0
2M17122286+5713243,0.0,0.0,0.0,0.0,0.0,0.0
2M17122386+5742023,0.0,0.0,0.0,0.0,0.0,0.0
2M17122559+5746006,12.964,0.023,12.988,0.024,12.156,0.053
2M17122559+5746006,0.0,0.0,0.0,0.0,0.0,0.0
2M17122977+5832501,0.0,0.0,0.0,0.0,0.0,0.0
2M17123270+5800530,12.633,0.023,12.661,0.026,10.26,0.075
2M17123593+5921518,12.767,0.022,12.769,0.024,11.813,0.077
2M17123687+5717278,0.0,0.0,0.0,0.0,0.0,0.0
2M17124121+5705159,11.12,0.065,11.119,0.043,10.14,0.084
2M17124479+5903590,0.0,0.0,0.0,0.0,0.0,0.0
2M17124687+5703104,0.0,0.0,0.0,0.0,0.0,0.0
2M17125526+5814339,13.491,0.019,13.448,0.021,12.153,0.064
2M17125696+5858022,11.477,0.099,11.558,0.057,10.812,0.076
2M17125696+5858022,0.0,0.0,0.0,0.0,0.0,0.0
2M17130189+5735595,12.371,0.026,12.231,0.046,10.503,0.061
2M17130189+5735595,0.0,0.0,0.0,0.0,0.0,0.0
2M17130857+5912468,0.0,0.0,0.0,0.0,0.0,0.0
2M17130885+5800085,0.0,0.0,0.0,0.0,0.0,0.0
2M17131231+5921315,12.905,0.022,12.913,0.023,11.938,0.076
2M17131231+5921315,0.0,0.0,0.0,0.0,0.0,0.0
2M17131438+5704382,13.873,0.025,13.87,0.022,12.6,0.069
2M17131586+5852103,0.0,0.0,0.0,0.0,0.0,0.0
2M17131955+5829426,0.0,0.0,0.0,0.0,0.0,0.0
2M17132129+5715334,14.013,0.025,13.998,0.022,12.64,0.069
2M17133675+5831143,12.781,0.021,12.788,0.022,11.922,0.062
2M17133747+5826239,13.655,0.02,13.618,0.02,12.429,0.061
2M17134985+5811181,0.0,0.0,0.0,0.0,0.0,0.0
2M17135190+5709123,11.625,0.04,11.439,0.124,10.404,0.071
2M17135190+5709123,0.0,0.0,0.0,0.0,0.0,0.0
2M17135289+5733097,13.458,0.02,13.43,0.02,11.907,0.046
2M17135865+5720151,13.278,0.025,13.166,0.022,11.403,0.076
2M17135865+5720151,0.0,0.0,0.0,0.0,0.0,0.0
2M17140545+5740142,0.0,0.0,0.0,0.0,0.0,0.0
2M17140791+5910354,11.846,0.055,11.656,0.099,10.78,0.078
2M17140791+5910354,0.0,0.0,0.0,0.0,0.0,0.0
2M17140920+5929468,0.0,0.0,0.0,0.0,0.0,0.0
2M17140994+5752405,11.567,0.05,11.541,0.026,10.278,0.073
2M17141244+5741159,0.0,0.0,0.0,0.0,0.0,0.0
2M17141960+5814145,13.032,0.019,12.963,0.021,11.288,0.066
2M17143037+5917406,12.019,0.023,11.882,0.095,11.103,0.087
2M17144135+5829081,12.019,0.12,12.098,0.098,11.358,0.074
2M17145562+5708489,13.249,0.025,13.213,0.023,11.703,0.077
2M17150475+5758331,0.0,0.0,0.0,0.0,0.0,0.0
2M17150691+5739172,0.0,0.0,0.0,0.0,0.0,0.0
2M17150815+5932087,0.0,0.0,0.0,0.0,0.0,0.0
2M17150907+5732270,0.0,0.0,0.0,0.0,0.0,0.0
2M17152679+5709074,0.0,0.0,0.0,0.0,0.0,0.0
2M17153918+5851521,12.699,0.019,12.662,0.03,11.522,0.049
2M17154427+5736005,0.0,0.0,0.0,0.0,0.0,0.0
2M17154523+5750226,0.0,0.0,0.0,0.0,0.0,0.0
2M17154932+5835172,13.877,0.017,13.743,0.02,12.447,0.073
2M17154932+5835172,0.0,0.0,0.0,0.0,0.0,0.0
2M17160334+5703121,0.0,0.0,0.0,0.0,0.0,0.0
2M17161183+5701393,0.0,0.0,0.0,0.0,0.0,0.0
2M17161286+5807333,12.016,0.038,11.968,0.09,10.342,0.059
2M17161779+5918514,13.051,0.019,13.054,0.019,12.153,0.055
2M17162015+5823259,15.246,0.0127475485,14.962,0.0145,12.901,0.04396021
2M17162015+5823259,0.0,0.0,0.0,0.0,0.0,0.0
2M17162539+5805041,12.025,0.033,12.025,0.039,11.034,0.115
2M17162539+5805041,0.0,0.0,0.0,0.0,0.0,0.0
2M17163329+5907507,13.038,0.019,13.012,0.019,11.872,0.056
2M17163329+5907507,0.0,0.0,0.0,0.0,0.0,0.0
2M17163419+5806583,12.143,0.028,12.105,0.062,11.319,0.053
2M17163419+5806583,0.0,0.0,0.0,0.0,0.0,0.0
2M17164456+5658505,13.548,0.018,13.574,0.016,12.485,0.042
2M17164456+5658505,0.0,0.0,0.0,0.0,0.0,0.0
2M17164709+5829177,13.798,0.017,13.753,0.02,12.481,0.073
2M17164992+5926489,0.0,0.0,0.0,0.0,0.0,0.0
2M17165157+5823437,0.0,0.0,0.0,0.0,0.0,0.0
2M17165890+5905344,13.251,0.019,13.257,0.019,11.807,0.055
2M17165933+5931567,0.0,0.0,0.0,0.0,0.0,0.0
2M17165938+5839313,0.0,0.0,0.0,0.0,0.0,0.0
2M17170885+5737427,13.688,0.017,13.684,0.02,12.461,0.06
2M17170904+5703423,11.967,0.036,11.724,0.079,10.218,0.074
2M17170976+5924106,0.0,0.0,0.0,0.0,0.0,0.0
2M17172493+5928041,0.0,0.0,0.0,0.0,0.0,0.0
2M17172555+5724527,13.232,0.017,13.205,0.02,12.16,0.06
2M17173084+5812007,13.291,0.019,13.294,0.021,12.035,0.049
2M17173126+5713016,0.0,0.0,0.0,0.0,0.0,0.0
2M17173265+5925240,0.0,0.0,0.0,0.0,0.0,0.0
2M17173533+5832595,14.249,0.017,13.967,0.02,12.373,0.073
2M17174095+5912585,12.948,0.019,12.915,0.024,11.702,0.069
2M17174503+5839100,12.754,0.017,12.764,0.023,11.82,0.073
2M17175394+5920078,13.566,0.019,13.531,0.019,12.243,0.055
2M17180040+5810384,13.627,0.019,13.616,0.021,12.381,0.049
2M17180675+5814205,13.102,0.019,13.089,0.021,12.064,0.049
2M17180675+5814205,0.0,0.0,0.0,0.0,0.0,0.0
2M17181308+5924309,0.0,0.0,0.0,0.0,0.0,0.0
2M17183011+5821309,0.0,0.0,0.0,0.0,0.0,0.0
2M17183472+5742133,13.577,0.021,13.555,0.027,12.446,0.049
2M17183920+5924114,0.0,0.0,0.0,0.0,0.0,0.0
2M17184082+5852286,13.157,0.018,13.106,0.022,11.938,0.047
2M17184800+5915555,12.587,0.033,12.567,0.04,11.811,0.056
2M17184800+5915555,0.0,0.0,0.0,0.0,0.0,0.0
2M17185036+5811263,14.114,0.019,14.041,0.021,12.697,0.049
2M17185474+5932549,0.0,0.0,0.0,0.0,0.0,0.0
2M17185523+5727578,12.066,0.085,12.095,0.072,11.173,0.092
2M17190038+5809453,11.37,0.025,11.339,0.028,10.308,0.058
2M17190038+5809453,0.0,0.0,0.0,0.0,0.0,0.0
2M17191648+5735149,0.0,0.0,0.0,0.0,0.0,0.0
2M17192598+5750196,13.009,0.021,12.945,0.027,11.746,0.049
2M17192598+5750196,0.0,0.0,0.0,0.0,0.0,0.0
2M17192693+5759209,0.0,0.0,0.0,0.0,0.0,0.0
2M17192791+5746291,13.233,0.021,13.171,0.027,11.699,0.049
2M17193692+5736338,13.296,0.017,13.219,0.02,11.714,0.06
2M17193804+5833344,13.431,0.017,13.413,0.02,12.233,0.073
2M17194232+5824533,14.674,0.019,14.407,0.023,12.749,0.074
2M17194814+5835017,14.32,0.017,14.058,0.02,12.302,0.076
2M17195403+5718449,0.0,0.0,0.0,0.0,0.0,0.0
2M17195996+5836121,0.0,0.0,0.0,0.0,0.0,0.0
2M17200534+5751445,13.363,0.021,13.346,0.027,12.074,0.05
2M17200823+5834141,14.481,0.017,14.199,0.02,12.515,0.073
2M17200823+5834141,0.0,0.0,0.0,0.0,0.0,0.0
2M17201541+5838387,12.512,0.026,12.293,0.049,10.529,0.103
2M17202725+5911561,0.0,0.0,0.0,0.0,0.0,0.0
2M17202783+5929009,0.0,0.0,0.0,0.0,0.0,0.0
2M17202913+5848121,12.046,0.02,11.887,0.028,10.248,0.192
2M17202913+5848121,0.0,0.0,0.0,0.0,0.0,0.0
2M17203065+5755553,11.907,0.036,11.744,0.047,9.968,0.112
2M17203626+5821074,0.0,0.0,0.0,0.0,0.0,0.0
2M17203880+5822458,13.3325,0.016324827,13.3,0.01627882,12.231501,0.059052944
2M17203880+5822458,0.0,0.0,0.0,0.0,0.0,0.0
2M17204395+5713091,0.0,0.0,0.0,0.0,0.0,0.0
2M17204881+5718447,13.247,0.024,13.255,0.027,12.28,0.074
2M17210350+5808175,13.098,0.019,13.104,0.02,12.242,0.07
2M17210713+5813491,0.0,0.0,0.0,0.0,0.0,0.0
2M17211347+5819117,12.922,0.019,12.913,0.02,12.059,0.07
2M17212529+5724282,0.0,0.0,0.0,0.0,0.0,0.0
2M17213879+5805080,0.0,0.0,0.0,0.0,0.0,0.0
2M17214368+5812012,13.403,0.019,13.372,0.02,12.077,0.07
2M17214636+5823245,13.9775,0.0134350285,13.915,0.014142135,12.637,0.051662367
2M17214771+5848492,13.204,0.017,13.211,0.018,11.874,0.08
2M17214885+5856013,12.007,0.032,11.975,0.051,10.947,0.084
2M17214885+5856013,0.0,0.0,0.0,0.0,0.0,0.0
2M17215380+5932242,0.0,0.0,0.0,0.0,0.0,0.0
2M17215537+5912107,12.886,0.018,12.877,0.022,11.948,0.082
2M17215621+5918334,11.797,0.062,11.781,0.065,10.882,0.09
2M17215621+5918334,0.0,0.0,0.0,0.0,0.0,0.0
2M17215759+5746546,12.638,0.023,12.613,0.022,11.458,0.074
2M17215789+5729435,14.057,0.018,14.035,0.019,12.677,0.063
2M17215831+5749221,0.0,0.0,0.0,0.0,0.0,0.0
2M17220021+5719005,13.683,0.021,13.555,0.021,12.15,0.067
2M17220140+5811335,12.205,0.053,12.243,0.029,11.397,0.072
2M17220739+5823202,15.878,0.013793114,15.820499,0.014142135,12.8385,0.051662367
2M17220739+5823202,0.0,0.0,0.0,0.0,0.0,0.0
2M17221746+5749007,13.352,0.022,13.348,0.022,12.312,0.074
2M17222749+5900184,13.291,0.017,13.282,0.018,12.005,0.08
2M17223787+5911097,10.823,0.073,10.854,0.08,9.753,0.098
2M17224473+5826128,0.0,0.0,0.0,0.0,0.0,0.0
2M17224883+5910151,12.389,0.019,12.242,0.032,10.507,0.084
2M17230629+5838144,14.08,0.02,14.036,0.02,12.662,0.076
2M17230921+5919051,0.0,0.0,0.0,0.0,0.0,0.0
2M17231046+5849186,12.168,0.028,12.189,0.04,11.402,0.08
2M17231628+5828244,12.733,0.019,12.629,0.02,11.14,0.119
2M17233624+5735136,13.188,0.018,13.179,0.019,12.207,0.063
2M17233773+5916010,12.688,0.018,12.688,0.022,11.849,0.082
2M17234240+5818030,12.923,0.019,12.791,0.02,11.345,0.079
2M17234408+5732312,0.0,0.0,0.0,0.0,0.0,0.0
2M17234636+5903431,0.0,0.0,0.0,0.0,0.0,0.0
2M17234978+5843192,13.609,0.017,13.569,0.018,12.492,0.08
2M17235398+5920478,0.0,0.0,0.0,0.0,0.0,0.0
2M17242225+5813394,11.504,0.165,11.673,0.157,10.747,0.072
2M17243242+5753595,12.536,0.023,12.54,0.023,11.636,0.075
2M17243503+5912128,14.292,0.018,14.026,0.022,12.409,0.082
2M17243503+5912128,0.0,0.0,0.0,0.0,0.0,0.0
2M17244007+5900207,0.0,0.0,0.0,0.0,0.0,0.0
2M17244719+5840040,0.0,0.0,0.0,0.0,0.0,0.0
2M17244984+5857347,0.0,0.0,0.0,0.0,0.0,0.0
2M17245140+5839001,12.308,0.022,12.292,0.02,11.392,0.077
2M17245140+5839001,0.0,0.0,0.0,0.0,0.0,0.0
2M17251187+5907231,14.242,0.018,14.073,0.022,12.623,0.082
2M17252566+5837413,14.111,0.02,14.072,0.02,12.687,0.076
2M17253677+5812493,0.0,0.0,0.0,0.0,0.0,0.0
2M17253852+5756043,0.0,0.0,0.0,0.0,0.0,0.0
2M17253853+5759189,0.0,0.0,0.0,0.0,0.0,0.0
2M17254951+5833478,0.0,0.0,0.0,0.0,0.0,0.0
2M17255491+5759311,0.0,0.0,0.0,0.0,0.0,0.0
2M17260041+5832339,0.0,0.0,0.0,0.0,0.0,0.0
2M17260305+5814531,11.838,0.067,11.825,0.054,10.405,0.105
2M17261569+5840231,12.997,0.015,12.911,0.021,11.392,0.073
2M17261604+5806472,12.686,0.025,12.72,0.029,11.889,0.072
2M17263257+5829276,13.175,0.014,13.142,0.016,11.903,0.07
2M17173768+5724096,12.719,0.017,12.689,0.022,11.286,0.062
2M17175751+5745488,10.998,0.031,10.975,0.057,10.555,0.064
2M17175913+5757098,0.0,0.0,0.0,0.0,0.0,0.0
2M17182997+5724423,11.773,0.071,11.606,0.049,10.279,0.081
2M17183037+5745486,12.031,0.076,11.948,0.086,10.332,0.092
2M17185762+5716298,12.767,0.021,12.766,0.021,11.86,0.053
2M17185762+5716298,0.0,0.0,0.0,0.0,0.0,0.0
2M17190040+5701565,12.163,0.039,12.001,0.066,10.27,0.106
2M17191648+5735149,0.0,0.0,0.0,0.0,0.0,0.0
2M17191781+5717098,0.0,0.0,0.0,0.0,0.0,0.0
2M17192693+5759209,0.0,0.0,0.0,0.0,0.0,0.0
2M17192791+5746291,13.233,0.021,13.171,0.027,11.699,0.049
2M17192832+5804145,12.109,0.027,12.022,0.041,10.258,0.077
2M17193147+5723356,13.301,0.017,13.31,0.02,12.074,0.06
2M17193183+5831452,0.0,0.0,0.0,0.0,0.0,0.0
2M17193804+5833344,13.431,0.017,13.413,0.02,12.233,0.073
2M17193858+5703558,15.526,0.021,15.345,0.021,12.654,0.053
2M17193858+5703558,0.0,0.0,0.0,0.0,0.0,0.0
2M17195996+5836121,0.0,0.0,0.0,0.0,0.0,0.0
2M17200253+5711436,11.337,0.025,11.169,0.067,10.63,0.058
2M17201541+5838387,12.512,0.026,12.293,0.049,10.529,0.103
2M17202564+5753044,11.364,0.2328916,10.98,0.05092151,10.488,0.06269968
2M17203065+5755553,11.907,0.036,11.744,0.047,9.968,0.112
2M17203506+5836191,13.207,0.02,13.236,0.02,11.711,0.077
2M17203626+5821074,0.0,0.0,0.0,0.0,0.0,0.0
2M17203767+5802115,0.0,0.0,0.0,0.0,0.0,0.0
2M17204232+5642444,13.27,0.022,13.26,0.025,12.061,0.073
2M17204328+5817039,0.0,0.0,0.0,0.0,0.0,0.0
2M17204881+5718447,13.247,0.024,13.255,0.027,12.28,0.074
2M17210388+5824118,10.8275,0.07177221,10.833,0.048075464,10.3225,0.07371736
2M17211193+5640489,12.439,0.018,12.399,0.027,10.608,0.09
2M17212673+5652528,11.591,0.03,11.625,0.053,10.794,0.071
2M17212680+5706194,14.682,0.021,14.432,0.022,12.751,0.068
2M17212680+5706194,0.0,0.0,0.0,0.0,0.0,0.0
2M17214368+5812012,13.403,0.019,13.372,0.02,12.077,0.07
2M17214636+5823245,13.9775,0.0134350285,13.915,0.014142135,12.637,0.051662367
2M17214659+5717238,0.0,0.0,0.0,0.0,0.0,0.0
2M17214771+5848492,13.204,0.017,13.211,0.018,11.874,0.08
2M17215759+5746546,12.638,0.023,12.613,0.022,11.458,0.074
2M17215988+5656236,13.726,0.02,13.643,0.023,11.96,0.066
2M17220202+5637423,0.0,0.0,0.0,0.0,0.0,0.0
2M17221166+5644415,13.284,0.02,13.259,0.024,12.142,0.066
2M17221401+5811424,0.0,0.0,0.0,0.0,0.0,0.0
2M17221518+5716420,11.473,0.07,11.446,0.071,10.895,0.07
2M17221518+5716420,0.0,0.0,0.0,0.0,0.0,0.0
2M17223208+5758182,13.643,0.022,13.649,0.022,12.385,0.074
2M17223366+5719350,12.639,0.021,12.598,0.024,11.547,0.068
2M17223366+5719350,0.0,0.0,0.0,0.0,0.0,0.0
2M17230629+5838144,14.08,0.02,14.036,0.02,12.662,0.076
2M17231628+5828244,12.733,0.019,12.629,0.02,11.14,0.119
2M17232296+5621409,11.886,0.081,11.787,0.062,11.215,0.069
2M17232431+5751471,13.168,0.023,13.164,0.022,12.253,0.074
2M17232567+5724009,13.055,0.013829316,13.022,0.014534442,11.903,0.04634922
2M17233128+5707302,13.239,0.021,13.174,0.022,11.913,0.071
2M17233309+5624181,0.0,0.0,0.0,0.0,0.0,0.0
2M17233624+5735136,13.188,0.018,13.179,0.019,12.207,0.063
2M17233644+5705203,13.841,0.021,13.831,0.022,12.641,0.068
2M17233856+5834184,0.0,0.0,0.0,0.0,0.0,0.0
2M17234408+5732312,0.0,0.0,0.0,0.0,0.0,0.0
2M17234867+5716093,0.0,0.0,0.0,0.0,0.0,0.0
2M17234945+5808459,11.246,0.166,11.522,0.171,10.558,0.11
2M17234945+5808459,0.0,0.0,0.0,0.0,0.0,0.0
