KIC_ID,2MASS_ID,ES_AST,ES_SP,CAT,LOGG_SEIS,SIG_LOGG_SEIS,dlogg,NUMAX_WTCOR,SIG_NUM_WTCOR,TEFF_FIT,TEFF_COR,TEFF_COR_ERR,LOGG_FIT,LOGG_COR,LOGG_COR_ERR,FE_H_ADOP_FIT,FE_H_ADOP_COR,FE_H_ADOP_COR_ERR,ALP_FE_ADOP_FIT,ALP_FE_ADOP_COR,ALP_FE_ADOP_COR_ERR,FE_H_RAW,C_M_RAW,N_M_RAW,C_N_RAW,Delta_T
8517308,2M19550016+4435356,-1,1,1,0.631661605,0.006069697,-0.262788945,0.598,0.0111,3743,3852.7136,66.617195,0.97964,0.89445055,0.05561283,-0.49877,-0.49833155,0.00948578,0.25818,0.22468899,0.008579743,-0.49877,0.13164,0.19372,-0.06208,-97.14817166
11294667,2M19222597+4904028,-1,1,1,0.824812459,0.006096342,-0.160558891,0.9289,0.0111,3775.6,3889.525,68.04256,1.0573,0.98537135,0.057581447,-0.59728,-0.5968416,0.009794824,0.28512,0.251629,0.009063977,-0.59728,0.11809,0.1354,-0.01731,-139.6339554
5284269,2M19374056+4029591,-1,1,1,0.838081559,0.005962329,0.124004919,0.9751,0.0111,3642.2,3733.2646,61.44413,0.85799,0.71407664,0.04815241,-0.062531,-0.06209255,0.008080495,0.12448,0.090989,0.00669498,-0.062531,0.028613,0.27027,-0.241657,18.41208958
6528744,2M19351654+4158005,-1,1,1,0.842949486,0.005961987,-0.098835854,0.9749,0.0111,3726.3,3816.2212,62.79922,1.0893,0.94178534,0.04872867,-0.035778,-0.03533955,0.00757277,0.08147,0.047978997,0.006465509,-0.035778,0.0095141,0.33299,-0.3234759,-41.45169666
6224313,2M19480675+4131278,-1,1,1,0.846730527,0.004385944,-0.011020373,0.9704,0.004,3827,3938.5715,73.75451,0.93709,0.8577509,0.05609176,-0.54223,-0.54179156,0.010610671,0.10587,0.072379,0.009644367,-0.54223,-0.0015726,0.23022,-0.2317926,-71.49369432
5308666,2M19581352+4027370,-1,1,1,0.847376748,0.004211839,-0.152644452,0.9689,0.004,3850.3,3956.5874,70.56159,1.096,1.0000212,0.05513168,-0.41862,-0.41818154,0.009200021,0.095706,0.062215,0.008440634,-0.41862,-0.041463,0.31469,-0.356153,-119.9906082
11414421,2M19475589+4913168,-1,1,1,0.847639662,0.00603075,0.056123562,0.9836,0.0111,3740.6,3843.291,65.30487,0.89882,0.7915161,0.053108394,-0.33449,-0.33405155,0.008739524,0.13627,0.102779,0.007754871,-0.32816,0.014125,0.24143,-0.227305,-28.66974937
4174532,2M19415506+3915211,-1,1,1,0.854157362,0.005968467,0.214414762,1.0061,0.0111,3684.1,3775.84,62.327183,0.78153,0.6397426,0.048831165,-0.078324,-0.077885546,0.007934012,0.092421,0.058930002,0.006696443,-0.078324,0.023408,0.28251,-0.259102,88.61254935
9491339,2M20014033+4603466,-1,1,1,0.857821798,0.006017122,0.142018648,1.0131,0.0111,3695.2,3796.0098,64.10137,0.82903,0.71580315,0.051920645,-0.29049,-0.29005155,0.008775816,0.15696,0.123468995,0.007616557,-0.29049,0.015337,0.20583,-0.190493,-5.757713639
6358968,2M19202460+4143090,-1,1,1,0.858549764,0.006042097,-0.037604236,1.0067,0.0111,3754.9,3859.454,65.91704,0.99759,0.896154,0.053930648,-0.37808,-0.37764156,0.008863797,0.25318,0.219689,0.007945161,-0.37808,0.13367,0.26609,-0.13242,-61.28512894
10864324,2M19323253+4817246,-1,1,1,0.858584934,0.006092037,-0.045723466,1.001,0.0111,3798.4,3911.1997,68.293945,0.97978,0.9043084,0.05746301,-0.57096,-0.57052153,0.009549827,0.2103,0.176809,0.008883024,-0.57096,0.0719,0.12449,-0.05259,-73.72892893
8009507,2M18524896+4351036,1,1,1,0.862656373,0.005972063,0.049590133,1.0277,0.0111,3671.8,3764.3892,62.24447,0.95218,0.81306624,0.048962213,-0.098185,-0.09774655,0.008075214,0.10311,0.069619,0.006797603,-0.098185,0.0080998,0.18323,-0.1751302,2.291535071
4071638,2M19403930+3910479,-1,1,1,0.862809757,0.004086134,-0.122924243,1.0054,0.004,3839.2,3944.888,67.79522,1.0836,0.985734,0.05539035,-0.4046,-0.40416154,0.008600289,0.11269,0.079199,0.007964043,-0.4046,-0.056639,0.29574,-0.352379,-116.0363288
5545104,2M19401696+4046301,-1,1,1,0.863364164,0.005960672,-0.164652136,1.0289,0.0111,3675.2,3765.5437,61.926277,1.1742,1.0280163,0.0482924,-0.045665,-0.045226548,0.007846492,0.026947,-0.006544001,0.006575491,-0.045665,0.035196,0.11228,-0.077084,-56.3039102
5307885,2M19574015+4028132,1,1,1,0.867833994,0.005912126,0.233575494,1.0515,0.0111,3592.1,3673.753,59.001385,0.80781,0.6342585,0.044783946,0.15764,0.15807845,0.007472075,0.076872,0.043380998,0.005916453,0.15764,0.031966,0.31141,-0.279444,90.18471455
4679629,2M19501673+3947455,1,1,1,0.868581483,0.006005309,0.025612183,1.0363,0.0112,3711,3802.828,62.841396,0.98448,0.8429693,0.04916171,-0.080379,-0.07994055,0.007815246,0.09978,0.066289,0.006666831,-0.080379,0.025972,0.19282,-0.166848,35.30558894
9764007,2M19151402+4634398,-1,1,1,0.868731053,0.006088254,-0.166447347,1.0169,0.0111,3856.6,3967.7327,69.167046,1.1159,1.0351784,0.057610035,-0.53196,-0.53152156,0.009098324,0.14374,0.110249,0.008594922,-0.53591,0.011431,0.21175,-0.200319,-113.8587649
8417203,2M19030459+4426438,1,1,1,0.871395871,0.006007283,0.085556471,1.0436,0.0111,3707,3805.8145,63.976353,0.90535,0.7858394,0.051392335,-0.24381,-0.24337155,0.00851045,0.14642,0.112929,0.00738159,-0.23971,0.017559,0.19748,-0.179921,-7.606240763
7270159,2M19112463+4252076,1,1,1,0.872936955,0.003657066,0.048688225,1.0483,0.0018,3700,3793.5425,62.930878,0.96036,0.82424873,0.04958585,-0.12049,-0.12005155,0.008027987,0.10508,0.071589,0.006849863,-0.12049,0.020334,0.20221,-0.181876,12.65744959
5700123,2M19202301+4055187,1,1,1,0.874238912,0.006012772,0.029693812,1.047,0.0111,3731.5,3830.9958,64.56292,0.96191,0.8445451,0.05191109,-0.25975,-0.25931156,0.008458137,0.12806,0.094569,0.007417876,-0.25975,0.019296,0.1859,-0.166604,-19.32705687
7046934,2M19420679+4234407,1,1,1,0.87643435,0.006007566,-0.04442815,1.0466,0.0111,3772.3,3870.2168,65.06746,1.0432,0.9208625,0.051865995,-0.22281,-0.22237155,0.008115456,0.094641,0.06115,0.007195311,-0.22281,0.0151,0.22786,-0.21276,-21.87275434
9642131,2M19144054+4619256,1,1,1,0.884390159,0.006030274,-0.063998141,1.0745,0.0111,3712.5,3815.5059,64.81873,1.0547,0.9483883,0.052874714,-0.34186,-0.34142154,0.008915261,0.25548,0.22198899,0.00783389,-0.34292,0.14349,0.21904,-0.07555,-101.2938608
7034097,2M19275061+4230312,-1,1,1,0.885224005,0.006045738,-0.008492035,1.076,0.0111,3716.4,3822.1807,65.387505,0.99129,0.89371604,0.05388271,-0.40677,-0.40633154,0.009192523,0.28255,0.249059,0.008148094,-0.40677,0.17256,0.2253,-0.05274,-81.87273404
2018541,2M19292298+3729130,-1,1,1,0.885995231,0.003964698,-0.001041769,1.077,0.004,3722.7,3815.1145,63.160976,1.0267,0.887037,0.049481828,-0.094105,-0.093666546,0.007816282,0.081052,0.047560997,0.006707676,-0.094105,0.007286,0.31024,-0.302954,-31.64493745
7969481,2M19401041+4345390,-1,1,1,0.887877689,0.006011972,0.011231989,1.0764,0.0111,3759.3,3858.237,64.99806,0.99577,0.8766457,0.052054618,-0.24668,-0.24624155,0.008272477,0.10935,0.075859,0.007319425,-0.24668,0.018665,0.26264,-0.243975,-31.4808639
3325619,2M19050303+3829213,-1,1,1,0.888311294,0.00592519,-0.009650206,1.0911,0.0111,3666,3749.467,60.60823,1.0658,0.8979615,0.04608927,0.1152,0.11563845,0.007273424,0.057544,0.024053,0.005965435,0.1152,0.017128,0.27916,-0.262032,6.989692624
6208823,2M19320993+4134520,1,1,1,0.890639994,0.006066696,-0.137444806,1.0711,0.0111,3845.2,3952.714,68.25566,1.1202,1.0280848,0.056127287,-0.44732,-0.44688156,0.008763301,0.095414,0.061922997,0.008170005,-0.44732,-0.00095856,0.22555,-0.22650856,-106.1929522
7134909,2M19455257+4236456,-1,1,1,0.892631013,0.004244174,-0.059401557,1.078,0.004,3831.1,3942.885,70.972496,1.0307,0.95203257,0.056944154,-0.54722,-0.54678154,0.00984603,0.11709,0.083599,0.009117824,-0.54722,0.0016414,0.19685,-0.1952086,-108.4964019
11919829,2M19384655+5015404,1,1,1,0.894803114,0.00538564,-0.062458626,1.1061,0.0094,3675.5,3765.001,61.78933,1.1061,0.95726174,0.048032507,-0.025946,-0.02550755,0.007766998,0.1212,0.087709,0.006495402,-0.030223,0.024498,0.17309,-0.148592,-31.96395423
7914529,2M19545200+4341058,-1,1,1,0.897768542,0.004288005,-0.246255158,1.0767,0.004,3932.3,4044.2725,73.707115,1.2221,1.1440237,0.05821922,-0.55161,-0.55117154,0.009560179,0.092789,0.059298,0.009121703,-0.55161,-0.051503,0.32216,-0.373663,-178.9439913
2581074,2M19301828+3751469,-1,1,1,0.898295693,0.005970404,0.011249093,1.1121,0.0111,3694.9,3786.873,62.566917,1.0281,0.8870466,0.049026433,-0.083776,-0.083337545,0.007904068,0.12649,0.092999,0.006703417,-0.083776,0.02273,0.21767,-0.19494,-16.59242996
7907556,2M19480476+4340171,-1,1,1,0.899941323,0.005964931,0.003730173,1.1124,0.0111,3721,3811.5645,62.810898,1.0417,0.89621115,0.048872806,-0.050827,-0.05038855,0.007654181,0.064893,0.031402,0.00653285,-0.050827,0.017574,0.226,-0.208426,13.28408436
7205560,2M19333576+4247587,1,1,1,0.901843448,0.005980621,-0.021441202,1.1193,0.0111,3707.6,3801.3638,63.11094,1.0587,0.92328465,0.049743667,-0.12566,-0.12522155,0.008012785,0.11391,0.080419,0.006860879,-0.12566,-0.0080177,0.15724,-0.1652577,-30.67766551
2555437,2M19044838+3751015,-1,1,1,0.902326141,0.005907019,0.155430841,1.1428,0.0111,3564.6,3645.4768,58.398285,0.92289,0.7468953,0.04427877,0.17579,0.17622845,0.007547021,0.030002,-0.003489001,0.005893516,0.17579,0.040293,0.16261,-0.122317,64.08159561
10467704,2M19230456+4739375,1,1,1,0.905006148,0.00547913,0.079223908,1.1174,0.0094,3774.8,3878.852,66.216286,0.9288,0.82578224,0.054001503,-0.36633,-0.36589155,0.00871628,0.18858,0.155089,0.007859295,-0.36633,0.046084,0.22735,-0.181266,-15.07237142
10347170,2M19385069+4724584,-1,1,1,0.905453641,0.005966725,-0.013403059,1.137,0.0111,3653.3,3745.0857,61.768234,1.0605,0.9188567,0.048501424,-0.079394,-0.078955546,0.008092144,0.24696,0.213469,0.006747515,-0.070439,0.17149,0.32713,-0.15564,-91.99679747
9143855,2M19065315+4534102,-1,1,1,0.907129178,0.006057989,-0.000883322,1.1275,0.0111,3743.9,3851.4993,66.25121,0.99986,0.9080125,0.054867078,-0.44931,-0.44887155,0.009246195,0.28278,0.24928899,0.008319988,-0.44311,0.17061,0.19874,-0.02813,-84.71180805
7587506,2M18544892+4316045,-1,1,1,0.908178905,0.005576939,-0.280022795,1.1099,0.0094,3882.3,4000.1724,70.99128,1.2477,1.1882017,0.060539205,-0.68962,-0.68918157,0.00974014,0.29424,0.26074898,0.009442331,-0.68962,0.13608,0.14271,-0.00663,-179.4784414
5078657,2M18555958+4013106,1,1,1,0.908482734,0.005991337,0.008510434,1.1401,0.0111,3684.5,3780.6096,63.08311,1.028,0.8999723,0.050238844,-0.18054,-0.18010154,0.008353974,0.24347,0.209979,0.007132556,-0.18054,0.19608,0.2349,-0.03882,-18.4865697
6679286,2M19114702+4206441,1,1,1,0.909348417,0.006073441,-0.126394083,1.1316,0.0111,3755,3865.2002,66.94359,1.1194,1.0357425,0.05594243,-0.51015,-0.50971156,0.009477105,0.29594,0.26244903,0.008620801,-0.51015,0.16563,0.13974,0.02589,-136.5252006
5090286,2M19161346+4014004,1,1,1,0.909550269,0.00598085,-0.067825001,1.134,0.0111,3742.6,3835.916,63.691452,1.1142,0.97737527,0.04999976,-0.11519,-0.11475155,0.007811096,0.082147,0.048656,0.00676923,-0.11519,0.027691,0.24822,-0.220529,-40.96808699
12010862,2M19205295+5025149,1,1,1,0.91076428,0.005882473,-0.12291212,1.1376,0.0107,3739.8,3840.23,64.88735,1.1481,1.0336764,0.052326005,-0.2816,-0.28116155,0.008512131,0.277,0.24350901,0.007506611,-0.2816,0.22438,0.17738,0.047,-48.3106366
6033640,2M19154145+4122121,-1,1,1,0.920644708,0.006002871,-0.134397392,1.1534,0.0111,3807.4,3903.8809,65.49092,1.1819,1.0550421,0.051801376,-0.18923,-0.18879154,0.007833217,0.070442,0.036950998,0.007005672,-0.18923,-0.031321,0.26469,-0.296011,-76.73409435
6764153,2M19092436+4216587,1,1,1,0.924443128,0.005914824,-0.057017772,1.1664,0.0107,3788.7,3894.1743,66.74861,1.08,0.9814609,0.05467595,-0.3996,-0.39916155,0.008799471,0.25228,0.218789,0.008003288,-0.3996,0.1396,0.2804,-0.1408,-86.53858
6689302,2M19243663+4206046,1,1,1,0.927101114,0.006026788,-0.096522886,1.1836,0.0111,3724.7,3826.8916,64.9091,1.1325,1.023624,0.052743845,-0.32281,-0.32237154,0.008767088,0.26727,0.233779,0.007723102,-0.32281,0.17198,0.18986,-0.01788,-98.1085065
9447134,2M18493640+4603256,1,1,1,0.927713812,0.006098068,-0.096838388,1.1705,0.0111,3819.3,3932.806,68.85118,1.0978,1.0245522,0.058004387,-0.58748,-0.58704156,0.009528481,0.30596,0.27246898,0.008944075,-0.58748,0.16592,0.21675,-0.05083,-125.494606
5653072,2M19584590+4051215,1,1,1,0.928685926,0.0060098,-0.102145774,1.1695,0.011,3843,3946.4326,67.454796,1.1358,1.0308317,0.054633994,-0.35184,-0.35140154,0.00835799,0.086038,0.052547,0.00770424,-0.35184,-0.0048075,0.25235,-0.2571575,-81.28073126
7186002,2M19072292+4245502,1,1,1,0.93121827,0.006016421,-0.23275523,1.1712,0.0107,3876.8,3998.0933,71.54101,1.2127,1.1639735,0.06181863,-0.76964,-0.7692016,0.010168536,0.28845,0.254959,0.009928105,-0.76964,0.1419,0.19013,-0.04823,-219.6152479
8712911,2M19570313+4453024,1,1,1,0.932606573,0.004120913,-0.019479277,1.173,0.0041,3889.7,3996.4524,69.01849,1.0466,0.95208585,0.056424387,-0.4295,-0.42906156,0.008508693,0.065321,0.031829998,0.008032475,-0.4295,-0.12417,0.31935,-0.44352,-89.81376036
5727396,2M19494791+4056320,1,1,1,0.933459443,0.005504616,-0.115636057,1.1784,0.0094,3869.3,3975.9285,68.57903,1.144,1.0490955,0.056115594,-0.4266,-0.42616156,0.008574479,0.11041,0.076919,0.008039126,-0.4266,-0.0022421,0.28462,-0.2868621,-106.6699586
7460581,2M19441818+4302098,-1,1,1,0.933702144,0.004136246,-0.087811756,1.1712,0.0041,3921.4,4029.4,69.90816,1.1121,1.0215139,0.05729809,-0.45868,-0.45824155,0.008519086,0.090028,0.056537002,0.00814852,-0.45868,-0.067078,0.32432,-0.391398,-89.95974639
4474504,2M19371464+3930554,-1,1,1,0.935530555,0.006445848,-0.058506895,1.2073,0.0111,3721.6,3817.794,76.51153,1.1218,0.99403745,0.04785813,-0.18251,-0.18207155,0.011493141,0.23916,0.205669,0.009232876,-0.18251,0.17844,0.23836,-0.05992,-41.71927242
10164561,2M19571981+4707504,1,1,1,0.936104429,0.005801658,-0.020655171,1.2055,0.0104,3742.6,3846.5178,65.563,1.0602,0.9567596,0.053557083,-0.36319,-0.36275154,0.008857641,0.26676,0.23326899,0.007890643,-0.36319,0.12652,0.17695,-0.05043,-71.62174783
7446955,2M19294128+4300391,1,1,1,0.937963219,0.005895941,-0.110143481,1.2083,0.0107,3757.3,3859.899,65.61257,1.1557,1.0481067,0.053280674,-0.33234,-0.33190155,0.008649163,0.25998,0.226489,0.007720248,-0.33234,0.16148,0.22369,-0.06221,-98.82005927
2831923,2M19030829+3800003,1,1,1,0.938642797,0.005997935,-0.113078203,1.219,0.0111,3703.2,3800.3096,63.60738,1.1766,1.051721,0.050783146,-0.20393,-0.20349155,0.00835893,0.2614,0.22790901,0.00720757,-0.20393,0.20619,0.23275,-0.02656,-88.95940006
9368621,2M20014871+4552124,1,1,1,0.946547025,0.005891219,-0.044938775,1.2326,0.0107,3756.2,3857.9666,65.44222,1.1017,0.9914858,0.052980572,-0.31287,-0.31243154,0.008569394,0.28871,0.25521898,0.00762945,-0.31287,0.19552,0.28935,-0.09383,-71.85391051
5525172,2M19164483+4047195,1,1,1,0.952120546,0.006330967,-0.076991354,1.2424,0.0118,3793.3,3906.1262,68.19564,1.1045,1.0291119,0.057405606,-0.57158,-0.57114154,0.00957812,0.31307,0.27957898,0.008893997,-0.57158,0.17076,0.12752,0.04324,-113.8272966
4947596,2M19502073+4002232,-1,1,1,0.952314727,0.006018819,-0.133395073,1.2267,0.011,3894.5,3998.6243,68.622375,1.1885,1.0857098,0.055532325,-0.36802,-0.36758155,0.008230197,0.099984,0.066493,0.007728407,-0.36802,-0.0064042,0.28422,-0.2906242,-78.76532438
3354148,2M19374149+3825403,-1,1,1,0.953123901,0.005880873,0.045417941,1.2823,0.0111,3577.4,3652.783,57.747215,1.101,0.90770596,0.04285531,0.3043,0.30473846,0.007007583,0.080288,0.046797,0.005424703,0.3043,0.034377,0.37627,-0.341893,-37.1352819
2856769,2M19292299+3805083,-1,1,1,0.954942616,0.005975183,-0.120742384,1.2456,0.0107,3823.2,3938.558,69.28053,1.1431,1.075685,0.058757722,-0.63081,-0.6303716,0.009721242,0.29673,0.26323903,0.009181299,-0.63081,0.13322,0.14328,-0.01006,-153.2500962
4935852,2M19400924+4000263,-1,1,1,0.95494324,0.005961544,0.00366444,1.2639,0.0111,3713.3,3803.3145,62.57354,1.0985,0.9512788,0.048612792,-0.037958,-0.037519548,0.00763863,0.10161,0.068119,0.006491226,-0.037958,0.020849,0.24899,-0.228141,-26.55319595
5725850,2M19483146+4057398,-1,1,1,0.956891965,0.005883611,0.040282465,1.2597,0.0107,3771.8,3871.9546,65.456764,1.0319,0.9166095,0.052617904,-0.27516,-0.27472156,0.00833598,0.10796,0.074469,0.007432602,-0.27516,0.0096147,0.17101,-0.1613953,-23.37701339
3122268,2M19310022+3814034,1,1,1,0.958819077,0.006081865,-0.129187223,1.2603,0.0111,3801.8,3912.751,68.01839,1.1693,1.0880063,0.056822706,-0.52771,-0.52727157,0.009326355,0.30617,0.27267897,0.008643856,-0.52771,0.16803,0.12571,0.04232,-120.0169193
10603707,2M19332643+4750259,1,1,1,0.964522539,0.006208374,-0.076054961,1.2966,0.0118,3687.5,3778.3713,62.242184,1.1851,1.0405775,0.0485949,-0.058006,-0.057567548,0.007836456,0.24261,0.20911899,0.006607986,-0.058006,0.17929,0.34282,-0.16353,-86.93417611
8865966,2M18522415+4507484,-1,1,1,0.966034593,0.00623796,-0.013743007,1.2891,0.0118,3756.6,3852.3938,64.39075,1.1088,0.9797776,0.050972983,-0.17315,-0.17271155,0.007981603,0.10526,0.071769,0.006997692,-0.17529,0.0039719,0.13785,-0.1338781,-17.32223321
10057676,2M18541153+4701281,1,1,1,0.969006029,0.007439365,-0.048541571,1.2905,0.015,3800.1,3904.1094,66.707115,1.1207,1.0175476,0.054301072,-0.36533,-0.36489156,0.00859682,0.26174,0.228249,0.007820591,-0.36533,0.13211,0.29672,-0.16461,-89.37885161
5299028,2M19505015+4028108,-1,1,1,0.969352519,0.006337682,-0.167169881,1.2838,0.0111,3846,3944.7612,76.026344,1.2562,1.1365224,0.050875552,-0.24257,-0.24213155,0.010098822,0.051692,0.018201001,0.008716887,-0.24257,-0.079634,0.26231,-0.341944,-121.674103
5512584,2M18545550+4042260,-1,1,1,0.970470041,0.005446135,0.014113991,1.2945,0.0094,3802.2,3900.3052,65.68075,1.0781,0.95635605,0.05228717,-0.22722,-0.22678155,0.008006807,0.11794,0.084449,0.0071782,-0.22722,0.005186,0.19012,-0.184934,-3.476620482
8960818,2M19381395+4513089,1,1,1,0.970833136,0.006094142,-0.143468764,1.276,0.0111,3919.8,4030.7812,70.44638,1.1955,1.1143019,0.058394823,-0.52842,-0.5279815,0.008831565,0.12347,0.089979,0.008508945,-0.53036,-0.041116,0.1878,-0.228916,-105.1218059
10396693,2M19130886+4731507,1,1,1,0.971847746,0.007473992,-0.069920454,1.2945,0.015,3826.4,3937.5928,68.5617,1.1223,1.0417682,0.057234272,-0.53337,-0.53293157,0.009238033,0.24137,0.207879,0.008640403,-0.53471,0.11502,0.18608,-0.07106,-105.6285946
8866833,2M18535504+4509473,1,1,1,0.977862793,0.006451105,-0.061981707,1.3266,0.0107,3745.8,3847.5217,80.567955,1.1502,1.0398445,0.049418304,-0.31182,-0.31138155,0.012787913,0.2608,0.227309,0.010389051,-0.31176,0.13839,0.20654,-0.06815,-94.93341481
4074382,2M19425760+3911425,1,1,1,0.977982225,0.006373052,-0.084840375,1.3111,0.0118,3837,3935.8567,70.01444,1.1822,1.0628226,0.052106112,-0.2448,-0.24436155,0.008742937,0.082915,0.049424,0.007779638,-0.2448,-0.048605,0.2698,-0.318405,-82.46512971
11393580,2M19060534+4917497,-1,1,1,0.978826575,0.004095478,-0.086804425,1.3261,0.004,3765.3,3873.3372,66.75275,1.1561,1.065631,0.055294044,-0.45955,-0.45911154,0.009185087,0.29002,0.25652897,0.008339594,-0.45955,0.12902,0.088774,0.040246,-116.6408441
9272526,2M19113572+4545167,1,1,1,0.980680998,0.006376312,-0.118105502,1.3113,0.0111,3883.8,3993.1567,78.06181,1.1851,1.0987865,0.055207707,-0.49042,-0.48998156,0.01096747,0.10761,0.074119,0.009908132,-0.49097,-0.014513,0.18311,-0.197623,-115.1065305
9138389,2M18544158+4531375,1,1,1,0.981506617,0.00591657,0.047240417,1.356,0.0111,3645.8,3727.776,60.001377,1.1068,0.9342662,0.045434672,0.15008,0.15051845,0.007237992,0.12638,0.092888996,0.005865514,0.1515,0.037892,0.27767,-0.239778,-8.572605254
6527097,2M19331103+4156413,-1,1,1,0.981950922,0.006004067,-0.007107078,1.3427,0.0111,3726,3823.947,64.18554,1.1113,0.989058,0.05132761,-0.22352,-0.22308154,0.00833044,0.25422,0.22072901,0.007261496,-0.22352,0.18578,0.27249,-0.08671,-61.13404825
8055162,2M19574985+4353290,-1,1,1,0.982052036,0.004108293,-0.013300264,1.319,0.004,3862.9,3970.8484,68.6963,1.0861,0.9953523,0.056514777,-0.45748,-0.45704156,0.008735495,0.13597,0.102478996,0.008201106,-0.45748,0.017301,0.29792,-0.280619,-93.9415388
2451350,2M19325014+3744340,-1,1,1,0.985750579,0.006128006,0.066926979,1.3465,0.0111,3770.4,3869.511,68.61809,1.0374,0.9188236,0.0514178,-0.25075,-0.25031155,0.009055043,0.11944,0.085948996,0.007881122,-0.25075,-0.00017357,0.19102,-0.19119357,-26.52484967
3852327,2M19275944+3857584,1,1,1,0.987016385,0.006016856,-0.099632315,1.3495,0.0111,3775.6,3875.1956,65.43055,1.2037,1.0866487,0.052473284,-0.26208,-0.26164156,0.008264004,0.27125,0.23775901,0.007367798,-0.26051,0.19303,0.22859,-0.03556,-81.93315694
6068108,2M19541321+4123088,1,1,1,0.987557912,0.006024467,-0.115724288,1.3355,0.0111,3864.8,3964.3108,67.168785,1.2206,1.1032822,0.05352974,-0.2601,-0.25966156,0.007896703,0.12877,0.09527899,0.007257314,-0.2601,0.015001,0.25846,-0.243459,-56.59848624
7953247,2M19174000+4344518,1,1,1,0.987632496,0.005789606,-0.127736104,1.3363,0.0104,3861.5,3961.3557,67.16635,1.2316,1.1153686,0.05360895,-0.26817,-0.26773155,0.007941203,0.087025,0.053534,0.007296875,-0.26817,-0.037179,0.28171,-0.318889,-96.86169275
8539255,2M18465131+4439242,-1,1,1,0.988039982,0.004829253,-0.089064418,1.3219,0.0041,3953.5,4066.2603,84.96268,1.1527,1.0771044,0.056363385,-0.57004,-0.56960154,0.012288221,0.079441,0.045950003,0.011185112,-0.57004,-0.085295,0.31978,-0.405075,-139.6222962
4356215,2M19161708+3924554,1,1,1,0.990783621,0.006234424,-0.041368779,1.3673,0.0118,3742.3,3837.6094,64.033485,1.1627,1.0321524,0.05064661,-0.16182,-0.16138154,0.007999308,0.24016,0.206669,0.006967576,-0.16182,0.17259,0.29943,-0.12684,-57.40557064
8022170,2M19180550+4353501,-1,1,1,0.991119883,0.005917405,0.086358333,1.3792,0.0111,3683.7,3765.3887,60.631905,1.0782,0.90476155,0.04574651,0.1568,0.15723845,0.007044143,0.074058,0.040567003,0.005791156,0.1568,0.0418,0.30044,-0.25864,39.38653928
6530334,2M19370631+4158341,-1,1,1,0.992464791,0.005741098,-0.061878509,1.3603,0.0104,3810.3,3902.3037,64.75043,1.1953,1.0543433,0.05035293,-0.084495,-0.08405655,0.007417194,0.099698,0.066207,0.006563453,-0.084495,-0.00054502,0.35921,-0.35975502,-52.80118968
11925474,2M19482724+5012032,-1,1,1,0.996268864,0.005670957,-0.001313096,1.3903,0.0103,3712.1,3798.8127,61.98962,1.1552,0.99758196,0.047570214,0.039276,0.039714452,0.007350477,0.085022,0.051531002,0.00619015,0.047743,0.013893,0.23035,-0.216457,-27.56189805
7116767,2M19255227+4239457,1,1,1,0.996375981,0.020447772,0.079432381,1.3791,0.0474,3774.5,3879.8418,66.44408,1.0159,0.9169436,0.054451156,-0.3965,-0.39606154,0.008852051,0.22958,0.196089,0.008007663,-0.3965,0.086125,0.21579,-0.129665,-59.8245861
5006853,2M19215208+4007513,-1,1,1,0.998586702,0.006423159,0.113657302,1.4056,0.0111,3670.7,3757.4595,74.70202,1.0424,0.8849294,0.044257514,0.038181,0.03861945,0.010936533,0.14173,0.108238995,0.008346444,0.038181,0.060574,0.36229,-0.301716,-27.20584102
6192847,2M19104748+4135079,-1,1,1,1.001051082,0.005590239,-0.081904718,1.3718,0.0094,3897.8,4017.4363,71.662796,1.1369,1.0829558,0.061453763,-0.73088,-0.7304416,0.00987829,0.2919,0.25840902,0.009667688,-0.73088,0.053984,0.11553,-0.061546,-142.5346628
9913124,2M19575422+4646123,1,1,1,1.001527027,0.006010935,0.031244127,1.3874,0.0111,3819,3916.7961,65.953064,1.093,0.9702829,0.052384198,-0.21999,-0.21955155,0.007909938,0.12093,0.087439,0.007127001,-0.21999,0.0047357,0.19319,-0.1884543,7.367034795
6449426,2M19353976+4153192,1,1,1,1.003644377,0.007993218,-0.024248023,1.3862,0.0164,3863.1,3972.6492,69.00138,1.1136,1.0278924,0.057106856,-0.49492,-0.49448153,0.008902067,0.25366,0.220169,0.008392879,-0.49492,0.11575,0.25608,-0.14033,-77.13869631
9824902,2M19160954+4637514,-1,1,1,1.003821673,0.006321916,0.160153923,1.4085,0.0121,3744.8,3836.4082,63.436367,0.98587,0.84366775,0.049474254,-0.075242,-0.074803546,0.00764504,0.081454,0.047963,0.006601363,-0.084369,0.024357,0.35218,-0.327823,23.88034938
5219135,2M19564958+4019279,-1,1,1,1.004356267,0.006214159,-0.044551033,1.3992,0.0118,3804.1,3894.4412,64.3386,1.1951,1.0489073,0.049742196,-0.045599,-0.045160547,0.007295352,0.07526,0.041768998,0.006413961,-0.045599,0.020472,0.25785,-0.237378,3.831136232
4927595,2M19313042+4002111,1,1,1,1.004617168,0.006010922,-0.162119632,1.3885,0.0111,3867.6,3964.555,66.75685,1.2955,1.1667368,0.05268391,-0.20031,-0.19987155,0.007651046,0.10108,0.067589,0.006991368,-0.20031,0.01266,0.23908,-0.22642,-59.87237272
