KEPLER_INT,2MASS_ID
8892157,2M19364542+4509056
8892211,2M19364997+4510149
8892303,2M19365710+4511503
8892548,2M19371394+4511542
8892924,2M19374062+4511423
8893087,2M19375349+4506322
8893299,2M19381033+4511585
8893398,2M19381781+4509295
8894567,2M19395219+4509350
8894616,2M19395621+4510048
8894646,2M19395900+4507104
8894666,2M19400042+4506129
8895291,2M19404886+4511295
8895336,2M19405259+4510447
8895758,2M19412392+4506523
8896115,2M19414957+4509568
8896468,2M19421364+4511393
8903851,2M19505598+4510445
8904619,2M19514183+4510054
8905023,2M19520502+4511438
8905194,2M19521444+4509144
8905921,2M19530067+4506024
8906338,2M19532563+4508142
8907057,2M19541183+4511463
8907309,2M19542856+4511382
8907396,2M19543417+4510598
8907464,2M19543842+4507265
8907509,2M19544086+4507330
8907753,2M19545618+4507095
8907769,2M19545694+4506276
8907787,2M19545830+4508492
8907943,2M19550926+4510375
8908506,2M19554781+4506424
8908977,2M19562350+4506387
8909673,2M19571299+4507306
8909844,2M19572455+4509357
8910635,2M19581929+4510311
8911233,2M19590054+4506394
8911394,2M19591058+4507556
8911558,2M19592253+4511259
8911667,2M19592924+4506066
8911885,2M19594504+4509172
8911948,2M19595027+4507211
8912112,2M20000181+4507489
8912308,2M20001640+4506058
8912454,2M20002657+4506010
8912468,2M20002774+4510044
8913018,2M20010697+4506012
8913111,2M20011394+4508464
8913420,2M20013433+4506261
8913437,2M20013518+4508476
8914107,2M20022283+4509211
8914297,2M20023604+4511595
8914504,2M20024930+4506154
8914923,2M20031610+4509192
8915084,2M20032836+4507502
8915153,2M20033374+4507478
8915216,2M20033756+4511136
8915335,2M20034556+4510029
8915481,2M20035649+4506024
8915499,2M20035822+4507023
8915711,2M20041340+4507589
8915786,2M20041739+4509181
8915951,2M20042794+4508145
8915957,2M20042821+4511511
8916132,2M20043941+4509419
8916408,2M20045645+4506082
8916419,2M20045728+4509045
8933391,2M18520640+4513394
8933532,2M18522085+4515427
8934103,2M18532297+4516280
8934264,2M18534063+4512481
8934495,2M18541059+4513319
8934810,2M18544916+4512355
8934853,2M18545455+4513341
8935239,2M18554284+4515234
8935352,2M18555605+4517051
8935480,2M18561033+4512159
8935612,2M18562674+4515370
8935630,2M18563037+4514305
8935655,2M18563342+4513481
8935810,2M18565031+4515290
8935997,2M18571274+4512564
8936084,2M18571972+4516121
8936104,2M18572388+4512481
8936226,2M18573897+4517458
8936339,2M18575109+4516185
8936347,2M18575188+4514236
8936409,2M18575942+4517479
8936877,2M18585521+4515138
8937042,2M18591171+4516129
8937073,2M18591596+4516418
8937555,2M19002399+4514171
8937740,2M19004830+4513219
8937762,2M19005108+4515050
8938045,2M19013309+4514269
8938364,2M19020990+4516393
8938628,2M19023902+4513037
8938813,2M19025959+4512417
8938922,2M19031113+4516115
8938937,2M19031244+4513006
8939409,2M19040193+4512187
8939650,2M19043005+4516369
8939726,2M19043874+4515144
8939889,2M19050099+4516302
8939902,2M19050310+4512474
8939964,2M19051053+4516155
8940098,2M19052564+4513135
8940149,2M19053098+4517596
8940241,2M19054176+4512133
8940642,2M19063400+4512217
8940728,2M19064384+4512338
8940851,2M19065839+4514450
8940939,2M19070680+4516396
8940961,2M19070948+4516169
8941031,2M19071658+4516279
8941196,2M19073581+4513065
8941202,2M19073656+4516384
8941484,2M19081242+4513116
8946162,2M19170987+4513245
8946471,2M19173800+4515498
8946619,2M19175216+4513583
8946700,2M19180207+4513111
8946818,2M19181292+4517488
8947349,2M19191348+4513020
8947422,2M19192236+4515185
8947708,2M19194965+4513206
8947729,2M19195129+4514460
8947883,2M19200617+4515443
8948403,2M19204836+4514586
8948617,2M19210586+4512568
8949015,2M19213924+4514037
8949569,2M19222508+4515064
8949653,2M19223340+4513226
8949818,2M19224778+4512376
8950146,2M19231664+4514415
8950187,2M19231984+4515364
8950757,2M19241034+4513125
8950837,2M19241674+4517108
8950918,2M19242279+4514109
8951178,2M19244572+4513036
8951252,2M19245271+4517111
8951259,2M19245323+4515454
8951803,2M19253942+4517063
8951978,2M19255656+4514406
8952278,2M19262242+4515076
8952800,2M19270311+4515461
8952952,2M19271404+4512373
8953164,2M19273246+4513196
8953325,2M19274774+4513422
8953366,2M19275211+4516322
8955624,2M19311852+4515187
8955683,2M19312381+4515417
8955741,2M19312941+4514461
8956017,2M19315489+4516446
8956206,2M19321391+4514557
8956950,2M19331966+4514007
8957023,2M19332454+4515045
8957218,2M19334034+4516308
8957480,2M19340430+4516139
8957543,2M19340922+4512090
8957693,2M19342237+4512325
8957928,2M19344209+4516571
8957944,2M19344386+4513241
8957954,2M19344461+4514189
8958035,2M19345017+4517109
8958065,2M19345244+4512543
8958208,2M19350455+4512079
8958677,2M19354192+4517163
8958682,2M19354230+4512110
8958735,2M19354646+4517271
8958925,2M19360067+4517383
8959062,2M19361030+4512235
8959137,2M19361521+4513485
8959240,2M19362190+4513036
8959259,2M19362258+4516594
8959538,2M19364273+4513537
8959769,2M19365935+4514163
8959788,2M19370077+4512057
8959839,2M19370392+4512155
8960083,2M19372162+4512001
8960128,2M19372513+4512561
8960478,2M19374807+4512004
8960807,2M19381303+4515279
8960818,2M19381395+4513089
8961152,2M19384090+4513508
8961970,2M19394525+4516517
8962094,2M19395364+4512492
8962109,2M19395489+4517599
8962844,2M19405180+4513115
8962923,2M19405684+4516050
8963641,2M19414807+4512150
8963691,2M19415177+4513485
8963892,2M19420567+4512149
8963935,2M19420849+4512423
8963972,2M19421189+4516438
8964126,2M19422129+4512463
8964218,2M19422862+4515280
8964935,2M19431788+4517301
8971646,2M19503006+4516528
8972013,2M19504887+4512008
8972157,2M19505587+4517084
8972223,2M19505898+4512220
8972836,2M19512634+4515545
8972939,2M19513135+4512130
8973067,2M19513782+4517334
8973114,2M19514011+4512371
8973228,2M19514537+4512351
8973815,2M19521098+4517296
8973900,2M19521552+4515096
8974214,2M19523070+4513196
8975368,2M19533671+4517500
8975574,2M19534877+4517502
8976283,2M19543393+4512304
8976319,2M19543580+4516453
8977303,2M19553835+4515084
8977457,2M19554893+4516217
8977991,2M19562605+4514363
8978053,2M19563118+4513011
8978113,2M19563584+4512184
8978261,2M19564508+4512471
8978632,2M19571135+4513581
8979190,2M19574927+4515256
8979491,2M19581105+4513356
8979500,2M19581160+4517011
8980010,2M19584470+4517549
8980359,2M19590579+4514465
8980379,2M19590744+4512590
8980850,2M19593982+4516213
8981109,2M19595674+4515012
8981766,2M20003656+4513285
8981783,2M20003770+4513552
8982857,2M20014723+4515009
8983415,2M20022175+4517512
8983646,2M20023594+4517126
8983703,2M20024002+4513481
8983847,2M20024868+4513236
8984044,2M20030178+4516164
8984255,2M20031476+4514321
8984296,2M20031784+4514443
8984355,2M20032129+4513187
8984453,2M20032767+4512053
8984819,2M20035187+4514124
8984984,2M20040282+4517099
8985207,2M20042000+4513319
8985246,2M20042240+4513062
8985707,2M20045172+4515025
9001901,2M18515873+4518234
9002237,2M18524538+4521510
9002278,2M18525105+4520595
9002344,2M18530104+4518135
9002538,2M18532411+4520208
9002577,2M18532886+4518283
9002777,2M18535294+4521326
9002805,2M18535741+4518282
9002884,2M18540578+4520474
9003401,2M18550115+4520066
9003765,2M18554201+4518569
9004448,2M18571301+4523074
9004469,2M18571712+4520461
9004818,2M18580232+4518280
9004949,2M18581849+4521070
9004960,2M18582026+4518207
9005321,2M18590423+4520284
9005854,2M19000751+4522496
9005973,2M19002394+4519045
9005982,2M19002563+4519001
9006186,2M19004979+4523036
9006206,2M19005274+4518332
9006240,2M19005795+4523402
9006264,2M19010098+4522386
9006449,2M19012300+4522040
9007019,2M19022625+4518330
9007080,2M19023248+4521554
9007151,2M19024041+4522291
9007356,2M19030407+4521428
9007388,2M19030727+4521197
9007545,2M19032586+4518111
9007718,2M19034395+4519023
9007918,2M19040202+4521216
9008090,2M19041981+4523391
9008103,2M19042138+4522084
9008125,2M19042438+4519090
9008220,2M19043647+4519572
9008236,2M19043851+4520013
9008270,2M19044303+4523591
9008737,2M19053567+4520367
9009036,2M19061047+4518175
9009158,2M19062541+4519576
9009175,2M19062742+4522416
9009403,2M19065024+4520470
9009735,2M19072234+4519475
9009805,2M19073187+4521011
9009953,2M19074793+4521137
9009957,2M19074864+4521398
9012783,2M19125716+4523446
9015300,2M19171820+4518003
9015738,2M19180152+4522155
9015765,2M19180368+4519591
9016278,2M19185263+4522115
9016417,2M19190452+4522361
9016455,2M19190850+4521111
9016768,2M19194014+4520185
9016901,2M19195179+4520180
9016915,2M19195325+4521395
9018004,2M19213304+4522372
9018496,2M19221190+4519386
9018909,2M19224796+4522593
9019307,2M19232618+4521378
9019339,2M19232905+4519265
9019357,2M19233150+4523219
9019366,2M19233241+4518173
9019623,2M19235512+4523093
9019875,2M19241562+4518246
9019877,2M19241574+4522535
9020037,2M19243158+4522351
9020199,2M19244847+4520489
9020419,2M19250616+4521202
9020943,2M19254964+4522389
9021204,2M19261473+4523302
9021359,2M19262720+4521177
9021460,2M19263421+4519357
9021464,2M19263451+4518050
9021671,2M19265167+4521313
9021799,2M19270142+4518086
9024483,2M19305806+4522027
9024568,2M19310557+4522167
9024667,2M19311443+4521372
9024863,2M19313124+4521588
9025029,2M19314427+4521202
9025138,2M19315326+4522100
9025216,2M19320082+4523095
9025278,2M19320622+4522211
9025370,2M19321460+4518384
9025447,2M19322077+4520377
9025498,2M19322514+4523332
9025715,2M19324568+4522316
9025882,2M19330112+4522031
9025971,2M19330757+4518348
9026007,2M19331040+4520331
9026207,2M19332656+4522097
9026209,2M19332665+4519478
9026231,2M19332866+4518534
9026248,2M19333118+4518498
9026308,2M19333627+4520047
9026310,2M19333631+4523129
9026365,2M19334054+4518180
9026472,2M19335064+4523585
9026479,2M19335142+4518269
9026685,2M19341193+4521415
9026749,2M19341774+4523043
9027245,2M19345924+4518161
9027635,2M19353078+4521083
9027654,2M19353218+4518291
9027871,2M19355067+4523182
9027909,2M19355374+4521025
9028221,2M19361872+4519393
9028293,2M19362462+4521471
9028321,2M19362667+4520385
9028415,2M19363379+4522305
9028474,2M19363828+4522333
9028511,2M19364114+4519386
9028697,2M19365329+4520367
9028880,2M19370745+4519071
9028967,2M19371458+4519101
9029017,2M19371893+4522469
9029195,2M19373317+4520239
9029242,2M19373646+4521239
9029603,2M19380328+4523077
9030294,2M19385726+4523142
9030537,2M19391586+4518220
9030624,2M19392428+4521414
9030740,2M19393450+4522169
9031080,2M19400085+4519409
9031209,2M19401164+4520336
9031294,2M19401744+4520568
9031507,2M19403495+4523447
9031549,2M19403884+4521015
9031703,2M19405142+4519282
9031798,2M19405908+4520142
9031889,2M19410663+4519291
9032322,2M19413773+4523432
9032671,2M19420240+4518447
9032691,2M19420369+4521597
9032713,2M19420573+4522302
9032972,2M19422651+4522181
9033281,2M19424835+4522404
9033345,2M19425306+4522070
9033543,2M19430726+4518089
9034252,2M19435253+4522281
9034557,2M19441241+4523299
9041005,2M19503297+4518435
9041832,2M19511431+4520174
9041907,2M19511877+4523367
9043532,2M19523679+4518225
9044993,2M19540738+4519350
9045025,2M19540918+4522230
9045280,2M19542405+4518133
9045611,2M19544097+4519090
9045876,2M19545539+4520017
9046085,2M19550694+4522346
9047061,2M19561889+4520060
9047284,2M19563581+4522283
9048114,2M19573299+4520043
9048551,2M19580115+4518060
9048555,2M19580140+4522225
9048777,2M19581434+4522342
9048949,2M19582581+4523265
9049147,2M19583815+4519019
9049302,2M19584964+4520550
9049593,2M19590992+4523296
9051151,2M20004645+4520352
9051235,2M20005213+4521219
9051392,2M20010317+4520319
9051516,2M20011091+4520347
9051558,2M20011414+4522134
9052052,2M20014719+4519077
9053779,2M20033948+4522215
9053917,2M20034910+4523107
9054001,2M20035547+4521222
9054390,2M20042094+4520204
9071132,2M18520168+4525456
9071153,2M18520610+4528540
9071238,2M18521876+4525392
9071386,2M18523991+4524110
9071489,2M18525776+4524199
9071562,2M18530733+4526126
9071593,2M18531011+4526028
9071650,2M18531698+4528498
9071839,2M18533889+4527300
9071895,2M18534520+4529296
9072156,2M18541571+4526438
9072190,2M18542320+4524283
9072262,2M18543255+4529377
9072725,2M18553479+4527480
9072972,2M18560433+4528195
9073549,2M18571797+4528563
9073565,2M18571988+4529355
9073645,2M18572932+4526522
9073681,2M18573255+4529267
9073950,2M18581163+4529514
9074137,2M18583457+4527361
9074639,2M18593866+4529487
9074840,2M19000977+4525442
9075065,2M19004489+4526511
9075225,2M19010645+4524187
9075469,2M19014456+4526015
9075872,2M19023941+4527381
9075891,2M19024182+4525407
9075899,2M19024293+4527023
9076149,2M19031447+4527246
9076513,2M19040119+4528494
9076584,2M19041176+4524471
9076686,2M19042810+4529260
9076843,2M19044980+4529207
9076971,2M19050519+4526269
9077124,2M19052642+4524514
9077179,2M19053327+4528217
9077412,2M19060329+4524452
9077453,2M19060972+4527435
9077501,2M19061612+4529117
9077633,2M19063425+4529449
9077844,2M19070193+4525075
9078011,2M19072465+4526308
9079904,2M19113508+4527101
9079989,2M19114493+4527573
9080175,2M19120815+4529360
9080310,2M19122641+4528022
9080407,2M19123815+4529123
9080445,2M19124481+4524487
9080606,2M19130613+4526287
9080612,2M19130699+4529013
9080622,2M19130897+4525272
9080730,2M19132148+4527288
9083642,2M19191115+4528575
9084314,2M19202242+4526098
9084569,2M19204798+4525121
9084728,2M19210218+4528321
9084820,2M19211180+4525201
9085007,2M19212865+4526445
9085031,2M19213067+4525565
9085284,2M19215499+4529490
9085589,2M19222525+4525580
9086060,2M19231055+4527206
9086187,2M19232302+4527108
9086216,2M19232598+4527252
9086269,2M19233004+4527256
9086505,2M19235187+4529083
9086653,2M19240504+4529436
9087348,2M19251078+4527000
9087668,2M19253714+4528524
9087870,2M19255268+4528529
9088119,2M19261250+4525185
9091114,2M19305050+4526317
9091772,2M19314485+4525053
9091780,2M19314567+4527287
9092118,2M19321459+4525068
9092883,2M19332037+4527291
9092900,2M19332255+4524302
9093038,2M19333331+4526056
9093086,2M19333677+4529377
9093191,2M19334473+4524109
9093289,2M19335385+4528493
9093737,2M19343121+4528298
9094069,2M19345973+4528512
9094600,2M19354373+4524039
9094713,2M19355327+4528358
9094773,2M19355821+4527136
9095292,2M19363626+4524310
9095347,2M19364085+4525138
9096303,2M19374996+4526333
9096899,2M19383444+4529374
9097125,2M19385273+4525318
9097287,2M19390471+4529520
9097292,2M19390489+4526571
9097394,2M19391311+4526367
9097470,2M19391866+4528118
9097501,2M19392132+4524466
9098216,2M19401539+4526132
9098294,2M19402120+4529209
9098337,2M19402447+4524540
9099189,2M19413150+4529406
9099456,2M19415021+4528559
9099535,2M19415512+4529093
9099624,2M19420174+4529562
9099712,2M19420810+4526498
9099927,2M19422465+4525140
9100325,2M19425253+4526471
9100438,2M19425994+4524156
9100444,2M19430010+4528367
9100484,2M19430260+4527266
9100548,2M19430735+4525349
9100613,2M19431231+4526282
9100953,2M19433720+4524195
9101279,2M19440037+4526532
9101400,2M19440836+4529269
9101420,2M19440965+4524265
9101496,2M19441543+4525430
9101612,2M19442315+4529288
9108045,2M19510681+4526162
9108401,2M19512704+4525351
9108412,2M19512768+4525108
9108759,2M19514638+4529083
9109244,2M19521384+4526135
9109546,2M19523152+4527333
9109723,2M19524308+4527481
9109988,2M19530063+4524434
9110060,2M19530543+4525412
9112472,2M19554378+4527330
9113950,2M19572923+4524208
9114414,2M19580240+4528152
9114804,2M19582916+4525019
9114871,2M19583316+4526185
9115334,2M19590472+4528355
9115725,2M19593242+4527357
9116231,2M20000263+4529265
9116434,2M20001489+4526238
9116461,2M20001687+4527129
9117539,2M20012395+4526484
9117564,2M20012610+4525240
9117666,2M20013362+4525192
9117994,2M20015437+4527446
9118382,2M20021944+4528191
9118662,2M20023702+4527313
9118783,2M20024785+4526256
9119139,2M20031264+4526232
9119504,2M20034078+4528431
9119893,2M20040430+4529198
9119915,2M20040583+4524553
9137485,2M18524124+4531108
9138389,2M18544158+4531375
9138411,2M18544556+4531585
9138553,2M18550601+4535385
9138680,2M18552431+4532354
9139084,2M18561467+4530246
9139151,2M18562126+4530531
9139163,2M18562213+4530252
9139488,2M18570320+4531371
9139519,2M18570673+4534143
9139566,2M18571316+4531071
9139859,2M18575358+4531335
9139970,2M18581111+4532476
9140402,2M18590226+4535568
9140403,2M18590269+4533174
9140512,2M18591598+4530121
9140614,2M18593203+4533492
9141198,2M19005601+4530342
9141355,2M19012375+4533222
9141534,2M19014758+4533055
9141584,2M19015437+4530392
9141629,2M19015939+4531553
9141746,2M19021315+4534438
9142010,2M19024349+4531108
9142162,2M19030487+4535091
9142225,2M19031223+4534182
9142334,2M19032441+4530408
9142574,2M19035200+4532464
9142768,2M19041802+4532280
9142865,2M19043353+4534211
9142974,2M19044958+4530201
9143147,2M19051303+4534433
9143254,2M19052685+4533185
9143545,2M19060916+4534148
9143684,2M19062812+4534088
9143720,2M19063279+4532435
9143749,2M19063729+4535457
9143808,2M19064587+4535007
9143834,2M19064990+4532414
9143855,2M19065315+4534102
9143868,2M19065473+4534017
9143924,2M19070280+4530112
9145622,2M19104830+4535595
9145658,2M19105366+4532253
9145684,2M19105678+4535144
9145746,2M19110685+4535159
9145781,2M19111220+4535367
9145861,2M19112170+4535591
9145952,2M19113227+4535165
9145955,2M19113253+4531225
9146018,2M19114030+4535343
9146245,2M19120599+4531108
9146353,2M19121957+4533042
9146372,2M19122193+4533217
9146423,2M19122957+4533314
9146541,2M19124372+4532020
9147002,2M19134124+4534508
9147029,2M19134459+4531114
9147113,2M19135514+4534040
9147169,2M19140198+4531327
9147335,2M19142703+4535380
9149793,2M19192685+4533156
9150095,2M19195632+4530284
9150223,2M19200965+4532449
9150827,2M19211069+4533525
9151007,2M19212753+4533444
9151079,2M19213639+4535552
9151132,2M19214157+4534281
9151271,2M19215485+4533141
9151578,2M19222634+4532326
9151763,2M19224440+4534060
9152146,2M19232028+4532393
9152245,2M19232912+4533427
9152460,2M19235116+4535299
9152952,2M19243993+4530461
9153621,2M19253885+4532066
9153700,2M19254584+4530110
9154175,2M19263017+4533145
9154290,2M19264090+4530469
9154402,2M19265225+4534343
9154550,2M19270691+4531170
9156461,2M19301967+4532568
9156571,2M19302932+4530139
9156729,2M19304626+4532261
9157030,2M19311539+4532474
9157161,2M19312526+4532393
9157245,2M19313428+4534238
9157260,2M19313671+4532500
9157523,2M19320356+4534402
9157634,2M19321373+4533042
9158119,2M19330039+4533287
9158489,2M19333150+4532363
9158609,2M19334307+4534566
9158722,2M19335398+4530568
9158778,2M19340036+4534161
9158981,2M19341885+4533028
9159227,2M19344047+4534146
9159263,2M19344358+4534352
9159375,2M19345367+4535087
9159461,2M19350124+4530030
9159547,2M19350872+4530008
9159814,2M19353292+4531394
9159908,2M19354174+4533231
9160385,2M19361875+4533069
9160695,2M19364361+4532499
9160845,2M19365517+4535235
9160995,2M19370728+4530134
9161068,2M19371264+4531216
9161150,2M19371944+4532239
9161286,2M19372997+4532361
9161418,2M19374094+4533044
9161451,2M19374395+4530520
9161998,2M19383091+4532514
9162016,2M19383279+4531303
9162061,2M19383713+4531158
9162182,2M19384770+4534320
9162261,2M19385426+4533347
9162480,2M19391536+4530461
9162481,2M19391536+4530154
9162738,2M19393871+4532302
9162815,2M19394508+4533272
9162943,2M19395543+4534546
9163153,2M19401271+4532481
9163409,2M19403672+4535083
9163769,2M19411858+4532375
9163785,2M19412024+4535577
9163796,2M19412099+4530173
9163939,2M19413287+4534341
9164003,2M19413789+4532068
9164187,2M19415323+4530424
9164212,2M19415551+4532003
9164390,2M19421183+4530421
9164696,2M19423989+4531172
9164836,2M19425094+4535231
9165059,2M19431207+4531200
9165281,2M19433085+4531466
9165323,2M19433421+4533433
9165463,2M19434569+4533123
9165807,2M19441135+4531131
9165879,2M19441730+4535437
9166023,2M19442806+4531365
9166070,2M19443153+4532175
9171846,2M19511222+4532059
9172261,2M19513712+4534586
9172292,2M19513894+4534257
9172506,2M19515187+4532448
9172594,2M19515779+4534246
9172729,2M19520771+4533062
9172981,2M19522452+4532599
9173014,2M19522728+4533483
9173371,2M19524834+4531440
9174578,2M19540350+4533022
9174745,2M19541322+4533582
9175269,2M19544662+4532066
9175366,2M19545424+4533391
9175554,2M19550651+4533355
9175616,2M19551052+4532394
9175908,2M19553004+4534246
9176207,2M19554808+4532293
9176431,2M19560548+4533406
9176522,2M19561144+4531167
9177261,2M19570487+4533513
9177472,2M19572000+4533211
9177726,2M19573912+4532213
9177796,2M19574481+4535160
9178003,2M19575963+4530415
9178059,2M19580430+4532187
9178867,2M19585746+4535177
9178878,2M19585796+4534031
9179043,2M19590869+4533219
9179236,2M19592296+4534037
9179526,2M19594233+4533088
9180003,2M20001037+4532079
9180093,2M20001619+4534075
9180125,2M20001792+4531522
9180170,2M20002115+4532524
9180689,2M20005585+4533454
9180740,2M20005915+4533259
9181143,2M20012399+4532379
9181442,2M20014163+4535005
9181759,2M20020257+4534537
9181771,2M20020311+4535255
9181877,2M20020952+4530259
9181883,2M20021021+4531535
9182420,2M20024485+4533015
9182562,2M20025310+4531171
9182572,2M20025410+4535459
9182761,2M20030498+4533064
9182817,2M20030828+4534292
9183248,2M20033582+4531261
9183434,2M20034847+4530145
9201378,2M18522361+4538001
9201463,2M18523373+4538317
9201604,2M18525444+4541518
9201634,2M18525746+4539193
9201644,2M18525859+4536436
9202077,2M18540460+4541515
9202151,2M18541332+4536513
9202267,2M18542886+4537380
9202350,2M18544286+4541356
9202434,2M18545412+4540366
9202436,2M18545466+4540588
9202471,2M18545867+4539449
9202550,2M18551003+4541327
9202597,2M18551601+4541369
9202960,2M18560494+4539355
9202995,2M18560894+4539263
9203154,2M18563004+4537409
9203274,2M18564561+4541036
9203405,2M18570334+4538481
9203690,2M18574361+4536535
9203775,2M18575832+4538181
9203794,2M18580189+4537022
9204313,2M18590801+4540561
9204453,2M18592803+4540164
9204718,2M19000336+4536275
9204851,2M19002282+4539109
9204871,2M19002573+4537087
9205044,2M19004850+4539285
9205123,2M19005897+4539558
9205419,2M19013953+4538141
9205663,2M19021015+4540031
9205687,2M19021227+4538481
9205705,2M19021414+4541161
9205907,2M19024170+4538235
9205938,2M19024607+4541218
9205952,2M19024854+4540475
9205988,2M19025327+4536136
9205993,2M19025408+4539591
9206287,2M19032917+4538594
9206432,2M19034513+4536301
9206460,2M19034905+4540073
9206557,2M19040280+4538564
9206643,2M19041596+4539479
9206669,2M19041957+4537009
9206875,2M19045123+4538173
9206941,2M19050068+4539045
9206969,2M19050435+4538340
9207021,2M19051248+4539539
9207290,2M19055023+4537357
9207508,2M19062279+4541538
9209245,2M19102283+4541405
9209278,2M19102780+4541185
9209366,2M19103872+4540098
9209372,2M19103928+4541371
9209471,2M19105106+4537275
9209624,2M19111156+4539241
9209718,2M19112349+4537207
9209919,2M19115288+4539490
9209981,2M19120268+4541137
9209982,2M19120272+4540255
9210116,2M19121606+4541012
9210141,2M19121931+4537367
9210148,2M19122064+4536358
9210231,2M19123048+4536254
9210256,2M19123310+4537542
9210319,2M19124141+4536243
9210387,2M19124983+4541005
9210413,2M19125342+4540362
9210570,2M19131259+4540535
9210738,2M19133643+4540373
9210823,2M19134597+4536324
9210828,2M19134668+4536456
9210884,2M19135486+4540257
9210962,2M19140703+4537406
9211032,2M19141698+4540310
9211246,2M19144215+4539057
9211364,2M19145835+4538437
9211401,2M19150223+4540241
9213836,2M19195844+4537252
9214131,2M19203107+4540560
9214176,2M19203675+4538076
9214302,2M19204902+4537443
9214461,2M19210609+4536384
9214512,2M19211120+4538053
9214827,2M19214382+4536409
9214930,2M19215432+4538270
9215020,2M19220303+4538522
9215124,2M19221277+4540278
9215910,2M19233581+4536578
9216676,2M19244929+4536541
9217018,2M19252341+4541371
9217049,2M19252748+4539222
9217456,2M19260735+4539539
9217521,2M19261266+4536237
9217575,2M19261711+4541407
9217669,2M19262627+4538282
9217704,2M19263001+4538217
9217736,2M19263269+4536512
9219958,2M19300955+4537199
9219997,2M19301281+4536007
9220076,2M19302042+4536520
9220323,2M19304227+4536409
9220614,2M19311046+4541162
9220921,2M19313933+4541386
9221025,2M19314967+4540425
9221176,2M19320325+4540317
9221517,2M19323146+4539487
9221528,2M19323218+4537367
9221660,2M19324544+4540186
9221678,2M19324749+4539419
9221721,2M19325134+4541283
9222065,2M19332214+4538228
9222389,2M19335498+4537129
9222547,2M19340968+4540440
9222948,2M19344668+4537117
9224176,2M19363200+4537217
9224282,2M19364196+4540284
9224509,2M19370171+4537374
9224514,2M19370244+4541387
9225395,2M19381665+4540165
9225547,2M19382933+4539090
9225566,2M19383055+4538564
9225600,2M19383293+4541328
9225869,2M19385819+4541031
9225884,2M19385962+4538138
9225958,2M19390626+4536122
9225997,2M19391016+4538114
9226041,2M19391426+4541454
9226335,2M19393986+4536187
9226438,2M19394787+4541502
9226481,2M19395079+4539047
9226739,2M19401164+4540030
9226780,2M19401455+4538095
9226844,2M19402076+4536027
9226926,2M19402717+4541459
9227227,2M19405565+4540280
9227589,2M19412695+4536244
9228258,2M19422238+4539517
9228331,2M19422830+4538551
9228346,2M19422935+4536467
9228354,2M19422994+4536431
9228469,2M19424029+4540062
9228778,2M19430648+4540247
9229163,2M19433846+4536013
9229487,2M19440499+4541271
9229592,2M19441280+4539558
9229601,2M19441371+4540249
9229632,2M19441626+4541498
9229657,2M19441816+4537374
9229993,2M19444442+4537347
9236658,2M19521581+4537226
9236769,2M19522300+4538339
9236960,2M19523595+4539566
9237288,2M19525860+4540454
9237305,2M19525963+4540028
9237611,2M19532144+4538467
9238153,2M19535512+4540156
9239082,2M19545628+4536527
9239120,2M19545870+4540520
9239173,2M19550357+4541194
9239474,2M19552372+4540065
9239670,2M19553724+4536390
9239675,2M19553806+4541589
9239784,2M19554538+4538247
9239816,2M19554824+4536560
9240664,2M19564960+4538437
9240767,2M19565817+4536349
9240941,2M19571060+4537363
9241762,2M19580928+4539316
9242465,2M19585944+4539139
9243306,2M19595660+4537431
9244091,2M20005265+4538462
9244428,2M20011607+4541346
9244471,2M20011972+4539105
9244477,2M20012021+4539406
9244722,2M20013762+4541258
9245166,2M20020766+4539124
9245197,2M20020979+4539170
9245283,2M20021638+4539145
9245385,2M20022205+4540281
9246190,2M20031387+4541150
9246230,2M20031632+4538294
9246353,2M20032586+4538288
9246481,2M20033370+4537137
9246604,2M20034097+4541176
9246715,2M20034832+4536148
9264462,2M18531332+4545083
9264619,2M18533299+4544275
9264889,2M18540886+4545470
9264949,2M18541781+4544052
9265119,2M18544331+4542371
9265513,2M18553496+4542376
9265674,2M18555515+4545035
9265701,2M18555866+4547449
9265822,2M18561609+4542163
9265875,2M18562194+4547594
9266192,2M18570550+4543290
9266285,2M18571451+4546103
9266431,2M18573268+4543109
9266926,2M18583986+4547476
9266990,2M18584744+4543389
9267167,2M18590333+4542573
9267305,2M18592279+4544287
9267368,2M18593143+4544058
9267572,2M18595769+4544231
9267654,2M19000746+4545325
9267696,2M19001116+4542314
9268083,2M19010868+4542564
9268087,2M19010907+4547366
9268146,2M19011630+4547575
9268197,2M19012443+4547079
9268222,2M19012954+4547195
9268263,2M19013590+4545089
9268273,2M19013826+4547138
9268349,2M19014689+4542545
9268489,2M19020524+4545038
9268703,2M19023555+4546410
9269042,2M19031736+4542428
9269081,2M19032243+4547495
9269234,2M19034482+4543099
9269281,2M19035229+4544206
9269302,2M19035400+4547399
9269413,2M19040946+4543260
9269471,2M19041744+4544323
9269566,2M19043098+4542027
9269772,2M19050624+4546141
9269817,2M19051382+4545492
9270087,2M19055085+4543347
9271564,2M19092340+4547259
9271696,2M19094115+4545198
9271752,2M19094866+4542158
9271825,2M19095914+4543117
9271986,2M19102245+4543186
9271989,2M19102265+4545574
9272070,2M19103251+4542578
9272281,2M19110045+4545447
9272360,2M19111282+4542203
9272526,2M19113572+4545167
