KEPLER_INT,2MASS_ID
4814709,2M18562371+3956048
4814724,2M18562539+3958592
4814830,2M18563556+3957516
4815134,2M18571269+3959051
4815520,2M18575331+3954425
4815548,2M18575724+3957295
4815573,2M18580027+3955090
4816046,2M18585393+3957240
4816074,2M18585639+3958177
4818111,2M19025830+3958553
4818131,2M19030065+3957282
4818202,2M19030773+3955487
4818312,2M19032074+3958448
4818420,2M19033150+3959383
4818496,2M19033925+3954393
4818593,2M19034859+3957567
4818830,2M19041252+3959394
4819507,2M19051893+3955548
4819602,2M19052857+3959338
4819614,2M19053018+3955129
4819793,2M19054765+3955592
4819815,2M19055009+3955179
4820170,2M19062515+3956438
4820952,2M19074640+3957057
4821269,2M19081984+3955195
4821839,2M19092124+3958014
4821865,2M19092317+3958406
4821877,2M19092465+3959077
4824019,2M19124511+3955272
4824195,2M19130142+3958325
4824292,2M19130989+3959449
4824957,2M19140763+3957101
4824985,2M19140950+3957246
4825646,2M19150623+3956487
4825832,2M19152062+3958488
4825872,2M19152331+3956035
4825996,2M19153202+3954038
4826087,2M19154014+3957514
4826151,2M19154675+3959286
4826170,2M19154780+3957204
4826423,2M19160604+3959368
4826569,2M19161576+3956215
4826652,2M19162097+3954229
4826817,2M19163357+3958192
4826855,2M19163624+3959027
4827065,2M19165169+3957011
4827618,2M19173233+3955170
4827748,2M19174187+3954453
4827759,2M19174233+3955056
4827950,2M19175616+3956343
4828160,2M19181192+3957341
4828553,2M19184001+3959220
4828670,2M19184742+3954579
4828684,2M19184823+3957411
4829066,2M19191502+3959379
4829109,2M19191852+3957511
4829153,2M19192223+3955061
4829511,2M19194635+3954127
4829525,2M19194716+3955087
4829624,2M19195300+3955096
4829636,2M19195371+3958186
4829682,2M19195736+3955170
4829781,2M19200371+3955026
4829836,2M19200730+3957049
4829900,2M19201268+3955323
4829985,2M19201819+3955367
4830178,2M19203153+3954339
4830268,2M19203712+3957177
4830765,2M19210803+3959057
4830861,2M19211488+3959431
4830883,2M19211631+3959082
4830896,2M19211749+3959529
4831169,2M19213770+3959209
4831185,2M19213906+3956080
4831350,2M19214996+3959330
4831454,2M19215805+3959543
4831769,2M19222174+3954129
4831826,2M19222622+3957069
4831859,2M19222858+3959282
4831888,2M19223179+3959084
4832140,2M19225226+3956144
4832196,2M19225712+3957485
4832225,2M19225918+3954397
4832376,2M19230989+3956157
4832708,2M19233348+3959319
4832773,2M19233811+3955530
4833039,2M19235764+3957390
4833336,2M19241948+3958437
4833377,2M19242285+3958258
4833670,2M19244544+3959308
4839483,2M19314028+3959322
4839885,2M19320552+3959354
4840327,2M19323337+3955326
4840401,2M19323838+3954307
4840514,2M19324687+3959166
4840662,2M19325691+3957442
4840774,2M19330472+3958297
4840815,2M19330707+3957558
4841005,2M19332003+3955240
4841140,2M19332815+3954580
4841547,2M19335344+3954051
4841618,2M19335752+3959157
4841753,2M19340604+3959283
4842098,2M19343054+3957232
4842225,2M19344049+3959561
4842346,2M19344840+3959498
4842436,2M19345464+3954264
4842689,2M19350996+3956278
4842814,2M19351737+3957423
4842850,2M19351979+3959510
4842860,2M19352021+3957126
4843143,2M19353778+3955326
4843431,2M19355610+3958122
4843612,2M19360688+3959182
4844495,2M19370169+3955264
4844527,2M19370398+3954132
4844589,2M19370785+3957433
4844727,2M19371549+3954595
4844801,2M19371961+3954285
4845081,2M19373794+3959037
4845306,2M19375309+3956394
4845615,2M19381173+3958433
4845694,2M19381638+3957310
4846051,2M19383600+3955266
4846457,2M19385745+3959532
4846674,2M19391101+3958153
4846743,2M19391515+3959278
4847030,2M19393171+3959249
4847567,2M19400225+3957014
4847713,2M19401065+3955073
4847832,2M19401839+3957298
4848423,2M19405219+3954361
4848756,2M19411149+3957020
4849836,2M19420798+3954481
4850315,2M19423341+3958080
4850368,2M19423625+3957108
4850665,2M19425190+3955573
4850790,2M19425827+3956354
4850874,2M19430336+3954121
4851217,2M19432016+3957081
4851496,2M19433498+3959223
4851519,2M19433610+3957257
4851618,2M19434052+3957011
4851832,2M19435129+3957072
4851882,2M19435368+3956190
4851948,2M19435731+3954053
4852302,2M19441616+3958011
4852455,2M19442325+3956553
4852480,2M19442443+3955461
4852709,2M19443617+3956579
4856592,2M19474449+3955296
4856799,2M19475510+3958240
4856867,2M19475943+3958408
4857279,2M19482137+3958003
4857585,2M19483816+3957217
4857776,2M19485056+3954100
4857827,2M19485317+3956302
4857853,2M19485458+3957415
4858251,2M19491380+3954207
4858299,2M19491619+3957059
4858305,2M19491651+3956140
4858315,2M19491686+3954461
4858679,2M19493438+3955039
4858822,2M19494210+3955339
4859338,2M19500857+3954488
4859390,2M19501102+3959517
4859495,2M19501586+3955332
4860292,2M19505401+3957165
4860867,2M19511978+3956201
4861119,2M19513147+3955114
4861623,2M19520052+3955208
4861985,2M19522117+3955278
4862080,2M19522602+3956425
4862353,2M19523982+3956061
4862836,2M19530167+3956113
4863093,2M19531458+3955470
4863154,2M19531731+3955261
4863282,2M19532481+3956001
4863289,2M19532519+3957532
4863352,2M19533093+3959151
4863458,2M19533739+3957336
4863753,2M19535398+3955235
4864091,2M19541064+3958170
4901967,2M18541961+4002489
4902085,2M18543321+4002144
4902112,2M18543763+4000295
4902442,2M18551342+4000160
4902641,2M18553229+4001284
4902701,2M18553834+4000576
4903283,2M18564853+4003261
4903497,2M18571356+4003436
4903588,2M18572357+4005053
4903839,2M18575140+4000147
4903847,2M18575197+4005544
4903961,2M18580523+4004102
4904086,2M18581950+4001127
4904106,2M18582184+4000226
4904166,2M18582764+4000404
4904346,2M18584664+4001010
4904411,2M18585557+4003454
4904447,2M18590061+4003230
4904671,2M18593111+4004053
4906546,2M19030562+4000323
4906883,2M19034511+4000223
4906950,2M19035235+4004005
4907194,2M19041968+4001153
4907266,2M19042710+4003514
4907577,2M19045800+4000320
4907665,2M19050709+4000366
4907772,2M19051982+4005395
4907832,2M19052543+4001237
4907876,2M19052939+4001087
4908025,2M19054455+4004016
4908121,2M19055544+4002022
4908161,2M19055990+4004332
4908318,2M19061728+4002351
4908338,2M19061915+4004406
4908384,2M19062424+4002342
4908844,2M19071875+4002207
4909031,2M19073888+4003411
4909081,2M19074429+4002429
4909179,2M19075331+4001218
4909422,2M19081940+4002467
4909449,2M19082311+4005549
4909473,2M19082537+4004451
4909498,2M19082828+4003276
4909561,2M19083395+4002423
4909707,2M19084964+4000108
4912124,2M19123570+4000396
4912474,2M19130609+4003276
4912702,2M19132639+4004394
4912785,2M19133371+4003187
4912918,2M19134676+4001306
4913049,2M19135948+4005110
4913771,2M19150789+4002054
4914234,2M19154465+4002397
4914423,2M19155629+4003522
4914456,2M19155931+4004517
4914533,2M19160519+4004272
4914838,2M19162875+4000446
4914923,2M19163489+4002501
4915148,2M19165047+4001091
4915387,2M19170895+4000345
4915716,2M19173645+4003525
4916165,2M19181024+4004464
4916269,2M19181752+4004467
4916450,2M19182902+4005095
4916620,2M19184028+4003085
4917014,2M19190460+4001159
4917825,2M19200082+4003473
4918300,2M19202987+4000013
4918333,2M19203181+4005302
4918355,2M19203289+4001447
4918371,2M19203334+4003556
4918708,2M19205702+4000072
4918748,2M19205892+4004498
4918925,2M19210953+4001203
4918972,2M19211267+4002573
4919067,2M19211947+4002070
4919121,2M19212261+4001081
4919205,2M19212776+4003292
4919209,2M19212811+4004265
4919239,2M19213034+4003582
4919243,2M19213107+4004398
4919374,2M19214020+4002377
4920044,2M19222881+4003483
4920423,2M19225834+4005536
4920497,2M19230374+4002115
4920600,2M19230954+4002509
4920808,2M19232488+4001532
4920981,2M19233808+4003142
4920997,2M19233926+4003386
4921000,2M19233938+4000300
4921047,2M19234236+4001089
4921090,2M19234712+4000476
4921136,2M19235113+4003393
4921373,2M19241041+4002092
4921436,2M19241473+4000236
4921698,2M19243411+4002539
4921705,2M19243463+4000181
4922182,2M19250896+4001590
4922201,2M19250993+4003512
4922301,2M19251737+4001288
4927595,2M19313042+4002111
4927738,2M19314044+4003104
4927763,2M19314254+4001001
4928332,2M19322082+4001027
4928515,2M19323319+4005177
4928958,2M19330287+4005282
4929016,2M19330692+4005066
4929301,2M19332442+4003495
4929697,2M19335141+4001200
4929806,2M19335780+4005049
4930018,2M19341062+4001292
4930269,2M19342668+4005376
4930464,2M19343935+4004385
4930524,2M19344345+4003311
4930560,2M19344669+4004481
4930617,2M19345069+4004116
4930889,2M19350783+4001288
4930906,2M19350916+4004489
4931073,2M19351913+4001522
4931357,2M19353621+4002067
4931385,2M19353749+4003275
4931389,2M19353795+4004428
4931390,2M19353798+4003274
4931454,2M19354233+4003517
4931761,2M19360245+4001461
4931949,2M19361256+4005333
4932311,2M19363337+4004420
4932357,2M19363599+4002550
4932498,2M19364489+4000403
4932557,2M19364901+4000422
4932691,2M19365763+4000268
4932872,2M19370912+4004489
4933594,2M19375399+4002098
4933782,2M19380610+4002151
4933839,2M19380962+4004252
4934147,2M19383019+4000369
4934347,2M19384088+4002401
4934550,2M19385253+4001041
4935264,2M19393316+4005201
4935341,2M19393797+4005471
4935852,2M19400924+4000263
4935950,2M19401466+4004598
4935977,2M19401633+4003319
4936335,2M19403569+4005038
4936438,2M19404262+4003043
4936463,2M19404431+4005202
4936825,2M19410458+4004508
4937011,2M19411367+4003382
4937056,2M19411631+4005508
4937204,2M19412463+4003196
4937257,2M19412730+4004548
4937327,2M19413102+4000516
4937487,2M19413974+4002486
4937576,2M19414427+4005527
4937770,2M19415437+4002097
4937784,2M19415538+4004348
4938090,2M19421037+4005402
4939265,2M19430993+4000445
4939723,2M19433226+4004525
4939895,2M19434151+4000565
4940041,2M19434831+4004022
4940414,2M19440667+4005248
4940439,2M19440805+4000315
4940536,2M19441352+4002287
4940574,2M19441507+4003414
4940648,2M19441900+4000175
4940916,2M19443270+4003587
4940935,2M19443362+4002575
4944179,2M19471407+4005246
4944361,2M19472400+4005538
4944586,2M19473523+4002507
4944840,2M19474793+4004510
4945236,2M19480795+4004148
4945337,2M19481305+4002492
4945391,2M19481610+4001132
4945505,2M19482271+4000489
4946220,2M19490696+4003054
4946401,2M19491727+4005241
4946445,2M19491973+4003555
4946632,2M19492890+4001442
4946997,2M19494978+4002367
4947105,2M19495420+4000258
4947253,2M19500341+4003015
4947596,2M19502073+4002232
4947897,2M19503737+4005189
4948344,2M19505857+4000085
4948479,2M19510579+4004300
4948719,2M19511741+4002285
4949036,2M19513340+4005353
4949374,2M19515235+4001298
4949422,2M19515497+4001290
4949473,2M19515784+4004343
4949499,2M19515919+4005005
4949565,2M19520276+4003096
4949861,2M19521694+4004028
4950312,2M19523790+4002054
4950323,2M19523864+4000578
4950750,2M19530003+4000286
4951072,2M19531608+4002410
4951617,2M19534240+4004039
4951670,2M19534460+4003391
4951888,2M19535408+4002415
4952282,2M19541649+4003568
4952454,2M19542568+4002582
4952516,2M19542848+4001357
4952600,2M19543203+4001234
4952717,2M19543735+4000298
4952734,2M19543828+4002118
4953192,2M19545934+4005159
4953262,2M19550249+4003100
4989180,2M18540885+4009358
4989234,2M18541609+4011033
4989382,2M18543262+4006331
4989419,2M18543719+4007544
4989726,2M18551172+4007362
4989900,2M18552564+4010377
4989996,2M18553445+4009046
4990126,2M18554886+4006022
4990174,2M18555348+4008384
4990198,2M18555614+4009507
4990877,2M18571169+4008571
4991033,2M18573038+4011144
4991425,2M18581431+4011190
4991732,2M18584812+4011357
4991878,2M18590361+4009152
4994756,2M19043335+4009025
4994984,2M19045896+4007342
4995049,2M19050580+4007330
4995064,2M19050698+4007338
4995116,2M19051143+4010091
4995218,2M19052121+4006450
4995565,2M19055661+4006049
4995788,2M19061805+4008027
4995956,2M19063629+4009201
4996057,2M19064636+4010123
4996173,2M19065775+4008268
4996395,2M19071962+4006301
4996524,2M19073589+4007254
4996676,2M19075302+4010304
4996722,2M19075860+4007111
4997023,2M19083351+4011218
4999211,2M19120004+4009563
4999260,2M19120475+4007374
4999647,2M19123825+4007183
4999858,2M19125797+4007166
5000066,2M19131577+4008284
5000089,2M19131774+4007193
5000307,2M19133911+4011046
5000686,2M19141159+4009582
5001658,2M19153190+4006140
5001768,2M19154056+4009288
5001873,2M19154924+4008031
5001945,2M19155568+4009593
5002206,2M19161655+4007145
5002605,2M19164613+4011507
5002732,2M19165642+4008317
5002760,2M19165835+4010298
5002776,2M19165985+4009476
5002836,2M19170558+4007235
5003275,2M19173958+4006477
5003442,2M19175217+4008536
5003549,2M19180114+4007142
5003625,2M19180702+4010413
5004232,2M19185373+4006008
5004282,2M19185751+4008407
5004367,2M19190286+4009441
5004628,2M19192067+4009090
5004660,2M19192385+4006451
5005119,2M19195496+4009005
5005158,2M19195790+4008339
5005173,2M19195851+4006062
5005217,2M19200185+4006210
5005243,2M19200362+4011035
5005508,2M19202288+4009407
5005924,2M19204984+4010436
5006064,2M19205903+4009269
5006206,2M19210856+4011085
5006454,2M19212464+4010013
5006817,2M19214942+4008446
5006853,2M19215208+4007513
5007078,2M19220900+4009432
5007122,2M19221304+4009173
5007332,2M19223055+4006421
5007473,2M19224210+4006334
5007645,2M19225709+4008483
5007728,2M19230265+4009001
5007812,2M19230875+4009396
5008204,2M19234132+4007524
5008558,2M19240889+4007269
5008719,2M19242100+4008040
5008936,2M19243733+4009169
5008996,2M19244189+4007410
5009376,2M19251052+4006506
5009393,2M19251197+4007555
5009426,2M19251423+4009255
5014736,2M19312783+4007598
5015647,2M19323186+4009059
5016065,2M19330005+4010127
5016549,2M19333315+4010306
5016839,2M19335295+4009081
5016991,2M19340270+4007494
5017058,2M19340740+4009017
5017155,2M19341416+4011452
5017711,2M19344966+4010038
5017766,2M19345356+4009298
5017773,2M19345384+4010588
5017788,2M19345514+4011359
5018066,2M19351247+4011501
5018155,2M19351782+4009150
5018570,2M19354361+4006062
5018616,2M19354611+4009368
5018689,2M19355072+4007349
5019114,2M19361749+4011532
5019216,2M19362329+4009348
5019344,2M19363095+4007491
5019940,2M19370771+4009544
5020076,2M19371509+4007494
5020346,2M19373161+4011362
5021128,2M19381823+4007364
5021305,2M19382850+4009174
5021425,2M19383705+4011446
5021453,2M19383879+4006190
5021630,2M19384923+4008510
5021689,2M19385272+4009136
5022233,2M19392599+4008220
5022517,2M19394047+4009018
5022571,2M19394311+4011067
5022741,2M19395308+4009226
5022929,2M19400421+4009202
5023097,2M19401341+4009021
5023275,2M19402284+4006008
5023353,2M19402745+4010408
5023379,2M19402883+4010177
5023732,2M19404803+4008085
5023889,2M19405560+4006292
5023931,2M19405704+4010068
5023953,2M19405797+4008174
5024043,2M19410203+4006280
5024143,2M19410622+4010532
5024240,2M19410994+4009056
5024268,2M19411102+4011116
5024272,2M19411115+4011422
5024297,2M19411224+4011338
5024322,2M19411318+4006417
5024327,2M19411345+4011561
5024404,2M19411564+4010105
5024414,2M19411593+4011114
5024456,2M19411705+4010517
5024476,2M19411776+4009158
5024517,2M19411893+4011408
5024582,2M19412133+4011572
5024583,2M19412136+4011002
5024601,2M19412187+4011485
5024699,2M19412491+4007440
5024750,2M19412658+4011418
5024851,2M19413031+4009005
5024967,2M19413444+4008462
5025021,2M19413683+4009031
5025101,2M19414091+4011122
5025162,2M19414284+4010361
5025172,2M19414346+4008099
5025267,2M19414700+4007480
5025294,2M19414825+4010323
5025472,2M19415696+4008274
5025632,2M19420448+4010363
5025895,2M19421683+4008114
5026008,2M19422325+4009213
5026178,2M19423297+4010564
5026318,2M19424093+4010407
5026399,2M19424601+4008325
5026738,2M19430289+4010217
5027715,2M19435701+4006490
5027741,2M19435843+4008157
5031710,2M19471551+4010261
5031925,2M19472726+4011199
5032140,2M19473707+4008381
5032507,2M19475342+4006037
5032701,2M19480208+4009132
5032801,2M19480677+4008522
5032950,2M19481450+4010058
5033057,2M19481974+4008358
5033245,2M19483124+4011302
5033293,2M19483432+4008402
5033311,2M19483500+4010175
5033397,2M19484001+4010374
5033804,2M19490441+4011101
5033931,2M19491170+4006348
5034206,2M19492847+4011410
5034571,2M19495106+4010119
5034789,2M19500551+4009502
5035304,2M19503280+4010153
5035683,2M19505160+4009177
5035849,2M19505992+4006201
5036052,2M19510919+4007512
5036538,2M19513071+4006286
5038397,2M19525053+4010494
5038412,2M19525109+4009302
5039076,2M19532006+4007398
5039087,2M19532078+4006248
5039127,2M19532311+4010120
5039392,2M19533622+4010197
5039409,2M19533695+4011524
5039427,2M19533758+4007347
5040003,2M19540568+4007239
5040572,2M19543360+4010082
5040809,2M19544621+4009543
5040851,2M19544785+4010138
5041311,2M19551276+4009321
5041537,2M19552321+4010434
5041589,2M19552556+4007206
5041646,2M19552868+4009154
5042210,2M19555801+4008327
5042253,2M19560012+4011170
5042295,2M19560240+4011464
5042916,2M19562817+4010497
5042931,2M19562867+4011577
5077349,2M18533221+4014287
5077438,2M18534379+4015480
5077464,2M18534791+4015362
5077839,2M18543256+4013006
5077850,2M18543419+4014283
5078017,2M18545286+4012390
5078124,2M18550381+4014534
5078240,2M18551699+4016018
5078332,2M18552521+4012048
5078411,2M18553345+4016588
5078657,2M18555958+4013106
5079114,2M18565453+4017567
5079371,2M18572683+4013383
5079634,2M18575962+4016102
5079642,2M18580126+4014342
5079905,2M18583136+4017368
5080088,2M18585400+4017455
5080231,2M18591162+4013463
5080290,2M18591909+4012547
5080332,2M18592342+4015598
5080636,2M19000314+4013147
5080694,2M19000962+4014372
5080720,2M19001238+4015161
5080831,2M19002644+4014454
5083205,2M19050067+4015299
5083712,2M19055646+4015364
5083936,2M19062317+4016004
5084148,2M19064369+4017335
5084157,2M19064518+4013593
5084176,2M19064722+4015193
5084601,2M19073575+4017503
5084659,2M19074208+4012277
5084662,2M19074241+4017127
5084999,2M19081825+4015596
5085126,2M19083091+4012563
5087190,2M19115123+4013021
5087542,2M19122185+4016545
5087566,2M19122353+4014362
5088049,2M19130582+4016071
5088090,2M19130932+4016218
5088148,2M19131391+4012298
5088231,2M19132143+4012524
5088362,2M19133204+4015143
5088536,2M19134816+4014431
5088599,2M19135373+4012500
5089279,2M19145278+4015200
5089305,2M19145560+4017122
5090286,2M19161346+4014004
5090552,2M19163620+4015070
5090553,2M19163627+4016396
5090746,2M19164931+4013416
5090928,2M19170314+4016267
5090985,2M19170755+4017548
5091385,2M19173758+4014481
5091542,2M19175116+4014569
5091811,2M19180929+4014151
5091897,2M19181670+4013494
5091941,2M19181994+4014352
5091962,2M19182137+4016085
5092105,2M19183142+4017347
5092282,2M19184388+4017450
5092491,2M19185898+4012595
5092642,2M19190919+4012206
5092846,2M19192590+4015158
5093008,2M19193961+4013460
5093559,2M19201643+4013279
5093851,2M19203631+4015354
5094118,2M19205327+4014146
5094301,2M19210458+4012077
5094348,2M19210725+4015175
5094436,2M19211324+4012002
5094833,2M19214059+4013121
5094944,2M19214964+4013383
5095159,2M19220526+4014387
5095232,2M19221012+4012454
5095336,2M19221916+4016090
5095464,2M19222963+4016215
5095511,2M19223361+4014142
5095850,2M19230009+4012586
5095886,2M19230299+4015287
5095946,2M19230745+4017484
5095974,2M19231021+4017221
5096092,2M19231758+4014515
5096114,2M19231917+4017517
5096642,2M19240223+4016562
5096993,2M19242624+4013223
5097114,2M19243505+4016573
5097629,2M19251240+4014530
5097690,2M19251664+4013039
5097847,2M19252832+4014481
5097873,2M19253022+4013491
5097962,2M19253699+4017461
5098061,2M19254448+4014356
5098143,2M19255166+4014199
5098145,2M19255203+4014152
5098194,2M19255556+4016266
5104076,2M19324239+4012558
5104153,2M19324737+4014234
5104175,2M19324849+4017514
5104361,2M19330184+4013117
5104573,2M19331626+4015131
5104731,2M19332692+4012128
5104761,2M19332883+4016241
5104949,2M19334130+4016593
5105190,2M19335661+4016243
5105399,2M19340789+4012154
5105865,2M19343832+4015116
5105893,2M19344041+4016446
5106217,2M19350341+4015079
5106266,2M19350742+4014411
5106376,2M19351424+4017104
5106547,2M19352589+4013577
5107003,2M19355206+4016506
5107383,2M19361647+4013088
5107556,2M19362700+4014160
5107764,2M19363964+4013146
5107886,2M19364755+4016095
5107950,2M19365211+4012061
5108033,2M19365703+4014479
5108170,2M19370557+4015155
5108620,2M19373400+4013039
5108638,2M19373500+4015017
5109052,2M19375851+4014292
5109088,2M19380057+4014002
5109797,2M19384272+4012461
5109839,2M19384517+4015098
5109878,2M19384759+4013234
5109968,2M19385261+4012474
5110170,2M19390368+4015458
5110270,2M19391023+4014354
5110470,2M19392453+4015556
5110565,2M19393054+4013590
5110707,2M19393987+4015298
5110725,2M19394143+4017052
5110961,2M19395519+4012573
5111300,2M19401402+4016306
5111413,2M19401937+4015495
5111655,2M19403335+4016169
5111718,2M19403684+4015172
5111940,2M19404965+4014313
5111949,2M19405020+4013109
5112072,2M19405601+4013395
5112118,2M19405784+4013530
5112281,2M19410468+4014514
5112288,2M19410524+4014042
5112361,2M19410819+4015085
5112373,2M19410858+4013299
5112387,2M19410926+4014436
5112401,2M19410991+4015495
5112438,2M19411184+4013301
5112467,2M19411279+4012238
5112481,2M19411319+4014567
5112491,2M19411355+4012205
5112730,2M19412147+4013573
5112734,2M19412176+4012111
5112744,2M19412222+4016442
5112751,2M19412245+4012033
5112786,2M19412369+4012355
5112880,2M19412707+4012283
5112938,2M19412915+4013040
5112948,2M19412942+4014199
5112950,2M19412953+4012210
5112974,2M19413027+4015218
5113041,2M19413330+4012349
5113061,2M19413439+4017482
5113228,2M19414095+4013260
5113441,2M19415064+4016010
5113526,2M19415566+4015526
5113910,2M19421943+4016074
5114395,2M19424454+4015559
5114547,2M19425212+4012227
5114590,2M19425416+4015349
5115297,2M19432856+4017456
5115386,2M19433255+4012405
5115593,2M19434314+4014580
5119480,2M19470160+4013044
5119571,2M19470571+4015047
5119742,2M19471363+4014352
5121566,2M19490370+4012214
5121605,2M19490625+4012310
5121623,2M19490775+4015088
5122176,2M19493993+4017066
5122206,2M19494168+4014443
5122421,2M19495348+4013394
5122468,2M19495596+4013130
5122846,2M19501649+4016589
5123145,2M19503163+4015476
5123226,2M19503643+4017276
5123475,2M19504935+4013522
5123615,2M19505592+4016580
5123659,2M19505795+4016194
5123683,2M19505919+4014089
5124280,2M19512742+4016084
5124813,2M19515245+4015073
5124850,2M19515447+4012230
5125282,2M19521711+4012351
5126724,2M19534012+4012289
5126954,2M19535220+4016327
5127106,2M19535976+4017140
5127701,2M19542679+4017476
5127940,2M19543896+4014561
5128171,2M19545270+4015091
5128272,2M19545954+4016427
5128886,2M19553109+4015026
5129011,2M19553674+4016323
5129236,2M19554693+4015394
5129251,2M19554759+4015214
5129367,2M19555288+4014426
5129747,2M19561018+4016577
5129851,2M19561501+4016340
5129882,2M19561619+4013366
5129971,2M19562046+4017546
5129977,2M19562071+4015300
5130101,2M19562609+4017540
5130161,2M19562833+4014049
5130305,2M19563429+4014532
5130865,2M19565829+4016124
5131180,2M19571187+4014062
5131276,2M19571717+4015552
5164458,2M18532376+4022440
5164821,2M18535834+4021453
5165799,2M18554618+4019555
5165979,2M18560719+4022542
5166068,2M18561913+4018482
5166166,2M18563205+4019201
5166335,2M18565456+4021210
5166441,2M18570705+4023454
5166444,2M18570712+4020044
5166592,2M18572486+4019002
5166899,2M18580401+4022274
5167364,2M18585902+4020326
5167473,2M18591075+4023417
5167972,2M19000829+4020356
5168382,2M19005636+4021518
5168469,2M19010523+4022035
5168493,2M19010829+4020222
5168575,2M19011558+4020271
5168688,2M19012733+4018457
5168707,2M19012921+4022454
5168713,2M19013001+4018434
5171118,2M19054980+4018068
5171320,2M19061573+4018365
5171356,2M19061918+4021196
5171529,2M19063851+4022128
5171570,2M19064347+4021388
5171575,2M19064406+4021144
5171803,2M19070877+4020382
5171912,2M19071898+4018305
5172043,2M19073192+4021082
5172229,2M19075054+4018279
5172478,2M19081229+4019274
5174302,2M19111637+4021507
5174539,2M19113844+4018545
5174562,2M19114058+4023039
5174642,2M19114763+4019490
5174733,2M19115600+4021525
5175152,2M19123289+4019038
5175172,2M19123537+4021491
5175464,2M19125860+4018333
5175576,2M19130769+4020142
5175621,2M19131222+4019167
5175734,2M19132115+4020432
5176206,2M19140241+4021067
5176520,2M19142787+4022324
5176547,2M19142966+4023498
5176709,2M19144395+4019183
5177023,2M19151125+4023493
5177556,2M19155170+4020481
5177610,2M19155667+4019378
5179162,2M19175225+4022462
5179166,2M19175234+4021524
5179251,2M19175811+4018026
5179253,2M19175815+4023131
5179471,2M19181649+4023428
5179500,2M19181845+4021113
5179609,2M19182673+4020090
5179773,2M19183811+4023071
5180026,2M19185503+4020294
5180418,2M19192252+4020329
5181566,2M19203986+4021389
5181651,2M19204509+4023102
5181782,2M19205334+4020284
5181839,2M19205718+4018336
5182131,2M19211638+4019128
5182447,2M19213554+4018059
5182451,2M19213607+4019114
5182476,2M19213800+4020572
5182688,2M19215178+4018234
5183189,2M19222650+4020440
5183325,2M19223798+4018088
5183442,2M19224658+4021344
5183581,2M19225714+4023174
5183722,2M19230786+4020478
5183828,2M19231640+4023556
5183935,2M19232643+4019386
5184073,2M19233833+4018284
5184199,2M19234842+4020362
5184211,2M19234932+4023565
5184276,2M19235444+4021068
5184285,2M19235510+4023586
5184384,2M19240315+4022557
5184472,2M19241071+4023116
5185002,2M19245080+4022079
5185101,2M19245812+4019548
5185349,2M19251552+4023328
5185481,2M19252560+4023405
5185653,2M19253680+4021351
5185820,2M19254822+4023533
5185856,2M19255024+4023513
5185897,2M19255247+4020378
5192039,2M19330562+4018226
5192452,2M19333367+4019147
5192660,2M19334781+4019346
5192758,2M19335628+4021484
5193386,2M19343842+4021511
5193496,2M19344590+4019197
5193818,2M19350717+4022346
5193840,2M19350864+4018241
5193912,2M19351305+4020438
5193991,2M19351798+4019384
5194072,2M19352306+4023194
5194830,2M19360697+4022458
5195945,2M19371508+4019109
5196152,2M19372689+4021276
5196297,2M19373650+4022557
5196300,2M19373657+4023215
5196301,2M19373666+4020144
5196691,2M19380008+4022507
5197228,2M19383214+4021534
5197249,2M19383344+4018285
5197605,2M19385622+4023598
5198142,2M19392924+4019544
5198234,2M19393476+4020208
5198552,2M19395336+4023570
5199127,2M19402739+4022117
5199426,2M19404341+4020235
5199437,2M19404406+4018111
5199439,2M19404446+4018249
5199605,2M19405420+4018159
5199859,2M19410822+4019319
5199906,2M19411085+4023048
5199930,2M19411215+4018560
5200056,2M19411971+4023362
5200152,2M19412386+4021444
5200475,2M19414006+4023060
5200629,2M19414807+4019455
5200695,2M19415214+4019081
5200787,2M19415681+4021277
5201670,2M19424381+4021595
5201758,2M19424914+4022103
5202286,2M19431434+4021019
5202399,2M19432010+4019184
5202536,2M19432534+4023184
5202761,2M19433737+4021456
5206349,2M19463874+4023341
5206635,2M19465265+4023030
5206856,2M19470288+4019204
5206997,2M19471027+4020279
5207287,2M19472441+4018510
5207415,2M19473052+4023545
5207636,2M19474124+4021516
5207710,2M19474436+4019524
5207905,2M19475403+4022450
5208056,2M19480081+4018490
5208211,2M19480901+4020286
5208350,2M19481562+4021552
5208432,2M19481901+4020082
5209216,2M19485899+4021051
5209257,2M19490075+4020324
5210624,2M19500861+4020229
5210917,2M19502284+4019342
5211470,2M19505003+4018273
5211634,2M19505774+4020017
5211720,2M19510245+4018183
5211724,2M19510257+4018044
5211806,2M19510653+4018409
5211826,2M19510757+4022084
5212237,2M19512737+4020515
5212286,2M19513039+4020180
5212400,2M19513668+4022549
5212464,2M19514007+4020534
5212865,2M19520159+4020107
5212962,2M19520666+4018163
5213377,2M19522679+4020090
5213459,2M19523092+4019333
5213512,2M19523352+4019458
5213979,2M19525578+4022156
5214140,2M19530285+4019286
5214711,2M19532751+4020374
5214948,2M19533745+4019170
5215305,2M19535205+4022055
5215549,2M19540183+4021190
5215820,2M19541241+4023379
5215966,2M19541832+4023400
5216733,2M19545144+4018459
5216870,2M19545949+4022067
5216958,2M19550445+4019241
5217007,2M19550738+4022585
5217379,2M19552698+4020085
