3971.9800   ;Eu II
3972.1630   ;Ni I
3972.5690   ;Ca I
3972.9160   ;Fe I
3973.1400   ;Co I
3973.5540   ;Ni I
3973.6490   ;Fe I
3973.7070   ;Ca I
3974.1590   ;Fe II
3974.3810   ;Fe I
3974.7210   ;Co I
3974.7580   ;Fe I
3975.2060   ;Fe I
3975.3410   ;V I
3975.7070   ;Ti I
3975.8410   ;Fe I
3976.1130   ;Nd II
3976.2690   ;Sm II
3976.3850   ;Fe I
3976.6130   ;Fe I
3976.6460   ;Cr I
3976.8610   ;Fe I
3977.1660   ;Fe I
3977.7430   ;Fe I
3978.4560   ;Fe I
3978.6460   ;Co I
3978.8600   ;Co I
3979.2000   ;Cr I
3979.5140   ;Co I
3979.6410   ;Fe I
3979.7800   ;Cr I
3980.0080   ;Fe I
3980.6500   ;Fe I
3980.8100   ;Ti I
3980.8900   ;Ce II
3981.1040   ;Fe I
3981.2220   ;Cr I
3981.4490   ;Ti I
3981.7610   ;Ti I
3981.7710   ;Fe I
3981.9850   ;Ti II
3982.4800   ;Ti I
3982.5790   ;Mn I
3982.5920   ;Y II
3982.8970   ;Ce II
3983.1370   ;Sm II
3983.3500   ;Fe I
3983.5180   ;Fe I
3983.6530   ;Dy II
3983.8860   ;Cr I
3983.9560   ;Fe I
3984.1430   ;Ni I
3984.3140   ;Ti I
3984.3200   ;Cr I
3984.6710   ;Ce II
3984.9340   ;Fe I
3985.2310   ;Mn I
3985.3160   ;Fe I
3985.3870   ;Fe I
3985.5790   ;Ti I
3986.1720   ;Fe I
3986.3010   ;Fe I
3986.7530   ;Mg I
3987.0880   ;Mn I
3987.4510   ;Mn I
3987.6150   ;Ti II
3987.9900   ;Yb I
3988.5180   ;La II
3988.8280   ;V I
3989.2410   ;Fe I
3989.4400   ;Ce II
3989.5690   ;Ti I
3989.7590   ;Ti I
3989.9670   ;Cr I
3990.1040   ;Nd II
3990.2950   ;Co I
3990.3730   ;Fe I
3990.5700   ;V I
3991.1310   ;Zr II
3991.5250   ;Co I
3991.6790   ;Co I
3991.8280   ;Co I
3992.0840   ;Cr I
